prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
78522,4514611000001108,74111020,0,Tobramycin 240mg/6ml solution for injection vials (Pfizer Ltd),Tobramycin,40mg/1ml,Solution for injection,Intramuscular/Intravenous,Aminoglycosides,November 2019,6842009,,,,,,,,,0,5010400
41238,1.84962110000e+16,97600020,81,Gentamicin 0.1% cream,Gentamicin sulfate,1mg/1gram,Cream,Route of administration not applicable,Aminoglycosides,February 2010,17431001,,,,,,,,,0,5010400
77891,2.98618110000e+16,53107021,0,Gentamicin 20mg/2ml solution for injection ampoules (Wockhardt UK Ltd),Gentamicin sulfate,10mg/1ml,Solution for injection,Intravenous,Aminoglycosides,August 2019,53107021,,,,,,,,,0,5010400
15791,4128611000001102,67107020,423,Nebcin 80mg/2ml solution for injection vials (Flynn Pharma Ltd),Tobramycin,40mg/1ml,Solution for injection,Intravenous/Intramuscular,Aminoglycosides,February 2009,4845002,,,,,,,,,0,5010400
17677,1.89665001000e+17,73934020,66,Tobramycin 10mg/ml Injection,Tobramycin,10mg/ml,Injection,,Aminoglycosides,February 2009,6794001,,,,,,,,,0,5010400
10487,324158001,64963020,1929,Neomycin 500mg tablets,Neomycin sulfate,500mg,Tablet,Oral,Aminoglycosides,February 2009,4251001,,,,,,,,,0,5010400
17628,4145111000001102,73936020,2194,Tobramycin 300mg/5ml nebuliser liquid ampoules,Tobramycin,60mg/1ml,Nebuliser liquid,Inhalation,Aminoglycosides,February 2009,6794003,,,,,,,,,0,5010400
45746,1.42218110000e+16,96125020,12,Tobravisc 3mg/ml eye drops (Alcon Eye Care Ltd),Tobramycin,3mg/1ml,Eye drops,Ocular,Aminoglycosides/Antibacterials (In Eye Preparation),July 2011,16676001,,,,,,,,,1,5010400
51900,4145011000001103,13742020,194,Tobramycin 80mg/2ml solution for injection vials,Tobramycin,40mg/1ml,Solution for injection,Intravenous/Intramuscular,Aminoglycosides,January 2013,13742020,,,,,,,,,0,5010400
40588,2.50915001000e+17,94829020,1,Nebcin 80mg/2ml Injection (Flynn Pharma Ltd),Tobramycin,80mg/2ml,Injection,Intravenous Injection,Aminoglycosides,October 2009,16024001,,,,,,,,,0,5010400
29363,1.20255001000e+17,63847020,1,Kanamycin 250mg/ml Solution,Kanamycin,250mg/ml,Solution,,Aminoglycosides,February 2009,3955002,,,,,,,,,0,5010400
16884,4125111000001100,83863020,1013,Tobi 300mg/5ml nebuliser solution 5ml ampoules (Mylan),Tobramycin,60mg/1ml,Nebuliser liquid,Inhalation,Aminoglycosides,February 2009,10651001,,,,,,,,,0,5010400
50313,3845811000001100,9628020,78,Cidomycin 80mg/2ml solution for injection ampoules (Sanofi),Gentamicin sulfate,40mg/1ml,Solution for injection,Intramuscular/Intravenous,Aminoglycosides,January 2013,9628020,,,,,,,,,0,5010400
35283,2.45405001000e+17,92416020,169,Tobramycin 40mg/ml Injection,Tobramycin,40mg/ml,Injection,Intravenous Injection,Aminoglycosides,February 2009,14806001,,,,,,,,,0,5010400
14475,1.14025001000e+17,62947020,199,Cidomycin 80mg/ml Injection (Hoechst Marion Roussel),Gentamicin Sulphate,80mg/ml,Injection,,Aminoglycosides,February 2009,3712001,,,,,,,,,0,5010400
16591,1.07455001000e+17,62095020,2,Framycetin 250mg Tablet,Framycetin Sulphate,250mg,Tablet,Oral,Aminoglycosides,February 2009,3512001,,,,,,,,,0,5010400
16168,1.28375001000e+17,64964020,4,Neomycin sulphate Oral solution,Neomycin Sulphate,100mg/5ml,Oral Solution,Oral,Aminoglycosides,February 2009,4251002,,,,,,,,,0,5010400
68406,2.89326110000e+16,48043021,0,Neomycin 500mg tablets (Advanz Pharma),Neomycin sulfate,500mg,Tablet,Oral,Aminoglycosides,December 2016,48043021,,,,,,,,,0,5010400
28915,3.58998110000e+16,67448020,97,Amikacin 100mg/2ml solution for injection vials,Amikacin sulfate,50mg/1ml,Solution for injection,Intramuscular/Intravenous,Aminoglycosides,February 2009,4939001,,,,,,,,,0,5010400
45009,8748511000001108,93547020,0,Gentamicin 75mg implant,Gentamicin sulfate,75mg,Implant,Intralesional,Aminoglycosides,April 2011,15373001,,,,,,,,,0,5010400
4116,1.13795001000e+17,62915020,5057,Gentamicin 40mg/ml Injection,Gentamicin Sulphate,40mg/ml,Injection,,Aminoglycosides,February 2009,3705002,,,,,,,,,0,5010400
31332,3.60313110000e+16,65022020,2,Netilmicin 50mg/1ml solution for injection ampoules,Netilmicin sulfate,50mg/1ml,Solution for injection,Intravenous/Intramuscular,Aminoglycosides,February 2009,4267002,,,,,,,,,0,5010400
55840,1.87995001000e+17,73604020,7,Gentamicin 80mg/2ml Injection (Hospira UK Ltd),Gentamicin Sulphate,80mg/2ml,Injection,,Aminoglycosides,August 2013,6702009,,,,,,,,,0,5010400
66295,2.98620110000e+16,52830021,0,Gentamicin 80mg/2ml solution for injection ampoules (Wockhardt UK Ltd),Gentamicin sulfate,40mg/1ml,Solution for injection,Intramuscular/Intravenous,Aminoglycosides,June 2016,52830021,,,,,,,,,0,5010400
69812,2.27687110000e+16,17243021,26,Tymbrineb 300mg/5ml nebuliser solution 5ml ampoules (Teva UK Ltd),Tobramycin,60mg/1ml,Nebuliser liquid,Inhalation,Aminoglycosides,June 2017,17243021,,,,,,,,,0,5010400
78089,2.36764110000e+16,21639021,1,Tobramycin 20mg/5ml oral solution,Tobramycin,4mg/1ml,Oral solution,Oral,Aminoglycosides,October 2019,21639021,,,,,,,,,0,5010400
