prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
36263,2.33225001000e+17,86117020,1,Eposin 20mg/ml Concentrate for solution for infusion (medac UK),Etoposide,20mg/ml,Concentrate For Solution For Infusion,Intravenous Infusion,Vinca Alkaloids And Etoposide,February 2009,11666001,,,,,,,,,0,8010400
18751,326926008,60953020,55,Etoposide 100mg capsules,Etoposide,100mg,Capsule,Oral,Vinca Alkaloids And Etoposide,February 2009,3242002,,,,,,,,,0,8010400
8756,326925007,60952020,140,Etoposide 50mg capsules,Etoposide,50mg,Capsule,Oral,Vinca Alkaloids And Etoposide,February 2009,3242001,,,,,,,,,0,8010400
31115,9.96450010000e+16,60954020,1,Etoposide 20mg/ml Solution for infusion,Etoposide,20mg/ml,Solution For Infusion,,Vinca Alkaloids And Etoposide,February 2009,3242003,,,,,,,,,0,8010400
26316,1.32125001000e+17,65422020,5,Vincristine sulphate 2mg injection,Vincristine Sulphate,2mg,Injection,,Vinca Alkaloids And Etoposide,February 2009,4378002,,,,,,,,,0,8010400
29761,4430311000001107,60959020,4,Vepesid 50mg capsules (Cheplapharm Arzneimittel GmbH),Etoposide,50mg,Capsule,Oral,Vinca Alkaloids And Etoposide,February 2009,3243001,,,,,,,,,0,8010400
18914,1.32115001000e+17,65421020,16,Vincristine sulphate 1mg injection,Vincristine Sulphate,1mg,Injection,,Vinca Alkaloids And Etoposide,February 2009,4378001,,,,,,,,,0,8010400
32774,9526911000001100,89192020,7,Vinorelbine 20mg capsules,Vinorelbine tartrate,20mg,Capsule,Oral,Vinca Alkaloids And Etoposide,February 2009,13176001,,,,,,,,,0,8010400
32604,3.61499110000e+16,65415020,1,Vinblastine 10mg/10ml solution for injection vials,Vinblastine sulfate,1mg/1ml,Solution for injection,Intravenous,Vinca Alkaloids And Etoposide,February 2009,4376002,,,,,,,,,0,8010400
46838,1.55186110000e+16,96796020,2,Vinorelbine 80mg capsules,Vinorelbine tartrate,80mg,Capsule,Oral,Vinca Alkaloids And Etoposide,February 2012,17017001,,,,,,,,,0,8010400
40659,1.32135001000e+17,65423020,3,Vincristine sulphate 5mg injection,Vincristine Sulphate,5mg,Injection,,Vinca Alkaloids And Etoposide,October 2009,4378003,,,,,,,,,0,8010400
27224,1.32185001000e+17,65430020,2,Oncovin 2mg Injection (Eli Lilly and Company Ltd),Vincristine Sulphate,2mg,Injection,Intravenous Injection,Vinca Alkaloids And Etoposide,February 2009,4380002,,,,,,,,,0,8010400
44387,326924006,86859020,1,Etoposide 100mg powder for solution for injection vials,Etoposide phosphate,100mg,Powder for solution for injection,Intravenous,Vinca Alkaloids And Etoposide,January 2011,12003001,,,,,,,,,0,8010400
25589,2.22405001000e+17,83225020,1,Vincristine sulphate 1mg/ml injection,Vincristine Sulphate,1mg/ml,Injection,Intravenous Injection Via Tubing Of Fast Running Infusion,Vinca Alkaloids And Etoposide,February 2009,10357001,,,,,,,,,0,8010400
33171,2.27605001000e+17,84787020,1,Vinorelbine 10mg/ml injection solution,Vinorelbine,10mg/ml,Injection Solution,,Vinca Alkaloids And Etoposide,February 2009,11079001,,,,,,,,,0,8010400
37375,4430611000001102,60960020,1,Vepesid 100mg capsules (Cheplapharm Arzneimittel GmbH),Etoposide,100mg,Capsule,Oral,Vinca Alkaloids And Etoposide,February 2009,3243002,,,,,,,,,0,8010400
63011,7654211000001102,91376020,0,Etoposide 500mg/25ml solution for infusion vials,Etoposide,20mg/1ml,Solution for infusion,Intravenous,Vinca Alkaloids And Etoposide,April 2015,14281001,,,,,,,,,0,8010400
48177,3.60661110000e+16,91362020,0,Etoposide 100mg/5ml solution for infusion vials,Etoposide,20mg/1ml,Solution for infusion,Intravenous,Vinca Alkaloids And Etoposide,December 2012,14274001,,,,,,,,,0,8010400
42684,3.61504110000e+16,91291020,3,Vinorelbine 10mg/1ml solution for infusion vials,Vinorelbine tartrate,10mg/1ml,Solution for infusion,Intravenous,Vinca Alkaloids And Etoposide,June 2010,14238001,,,,,,,,,0,8010400
40649,3.61500110000e+16,92166020,5,Vincristine 1mg/1ml solution for injection vials,Vincristine sulfate,1mg/1ml,Solution for injection,Intravenous,Vinca Alkaloids And Etoposide,October 2009,14679001,,,,,,,,,0,8010400
55823,3.61503110000e+16,92170020,0,Vincristine 5mg/5ml solution for injection vials,Vincristine sulfate,1mg/1ml,Solution for injection,Intravenous,Vinca Alkaloids And Etoposide,August 2013,14681001,,,,,,,,,0,8010400
