prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
9221,612611000001102,83394020,43655,Imodium 2mg capsules (Janssen-Cilag Ltd),Loperamide hydrochloride,2mg,Capsule,Oral,Antimotility Products,February 2009,10429001,,,,,,,,,0,1040200
17607,2.35275001000e+17,86757020,23,Simeticone 125mg with loperamide 2mg chewable tablet,Loperamide Hydrochloride/Simeticone,125mg + 2mg,Chewable Tablet,Oral,Simeticone Alone/Antimotility Products,February 2009,11959001,,,,,,,,,1,1040200
48153,302811000001108,49479020,1,Codeine 60mg tablets (Accord Healthcare Ltd),Codeine phosphate,60mg,Tablet,Oral,Antimotility Products/Cough Suppressants/Opioid Analgesics,December 2012,359011,,,,,,,,,2,1040200
9204,3325011000001105,80889020,1944,Norimode 2mg tablets (Tillomed Laboratories Ltd),Loperamide hydrochloride,2mg,Tablet,Oral,Antimotility Products,February 2009,9284001,,,,,,,,,0,1040200
16096,8087411000001101,88885020,251,Codeine 6.75mg/5ml oral solution,Codeine phosphate,1.35mg/1ml,Oral solution,Oral,Antimotility Products/Cough Suppressants/Opioid Analgesics,February 2009,13020001,,,,,,,,,2,1040200
52929,1.52054110000e+16,4399020,1,Codeine 15mg tablets (Sigma Pharmaceuticals Plc),Codeine phosphate,15mg,Tablet,Oral,Antimotility Products/Cough Suppressants/Opioid Analgesics,January 2013,4399020,,,,,,,,,2,1040200
44737,374811000001107,86515020,14,Diah-Limit 2mg capsules (Wockhardt UK Ltd),Loperamide hydrochloride,2mg,Capsule,Oral,Antimotility Products,March 2011,11846001,,,,,,,,,0,1040200
59169,1.28129110000e+16,32940020,9,Loperamide 1mg/5ml oral solution,Loperamide hydrochloride,200microgram/1ml,Oral solution,Oral,Antimotility Products,March 2014,32940020,,,,,,,,,0,1040200
34383,260411000001100,49485020,123,Codeine 30mg tablets (A A H Pharmaceuticals Ltd),Codeine phosphate,30mg,Tablet,Oral,Antimotility Products/Cough Suppressants/Opioid Analgesics,February 2009,360011,,,,,,,,,2,1040200
39557,2.56255001000e+17,96399020,3959,Imodium 2mg Capsule (McNeil Products Ltd),Loperamide hydrochloride,2mg,Capsule,Oral,Antimotility Products,May 2009,16816001,,,,,,,,,0,1040200
34552,129811000001104,49478020,327,Codeine 30mg tablets (Accord Healthcare Ltd),Codeine phosphate,30mg,Tablet,Oral,Antimotility Products/Cough Suppressants/Opioid Analgesics,February 2009,359010,,,,,,,,,2,1040200
65245,3.00187110000e+16,53448021,0,Codeine 30mg tablets (Mawdsley-Brooks & Company Ltd),Codeine phosphate,30mg,Tablet,Oral,Antimotility Products/Cough Suppressants/Opioid Analgesics,January 2016,53448021,,,,,,,,,2,1040200
1516,1.11855001000e+17,62668020,24814,Diphenoxylate with atropine 2.5mg +25micrograms tablets,Diphenoxylate Hydrochloride/Atropine Sulphate,2.5mg+25micrograms,Tablets,Oral,Antimotility Products,February 2009,3649001,,,,,,,,,0,1040200
21693,1.70545001000e+17,70852020,22,Codeine phosphate with dicycloverine with salts liquid,Codeine Phosphate/Dicycloverine Hydrochloride,,Liquid,Oral,Antimotility Products,February 2009,5894001,,,,,,,,,0,1040200
2054,935911000001107,49926020,7365,Imodium 1mg/5ml liquid (McNeil Products Ltd),Loperamide hydrochloride,200microgram/1ml,Oral solution,Oral,Antimotility Products,February 2009,462002,,,,,,,,,0,1040200
3034,1.70615001000e+17,70858020,1379,Diarrest Liquid (Galen Ltd),Codeine Phosphate/Dicycloverine Hydrochloride,,Liquid,Oral,Antimotility Products,February 2009,5896001,,,,,,,,,0,1040200
