prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
26601,333773005,75738020,23,Hepatitis B immunoglobulin human 200unit solution for injection vials,Hepatitis B immunoglobulin human,200unit,Solution for injection,Intramuscular,Disease-Specific Immunoglobulin,February 2009,7307001,,,,,,,,,0,14050200
14529,5002011000001102,75742020,629,Rabies immunoglobulin human 500unit solution for injection vials,Rabies immunoglobulin human,500unit,Solution for injection,Subcutaneous/Intramuscular,Disease-Specific Immunoglobulin,February 2009,7308001,,,,,,,,,0,14050200
76921,1.08214110000e+16,28785020,310,Hepatitis B immunoglobulin human 5000units/100ml solution for infusion vials,Hepatitis B immunoglobulin human,50unit/1ml,Solution for infusion,Intravenous,Disease-Specific Immunoglobulin,July 2019,28785020,,,,,,,,,0,14050200
60868,1.79588110000e+16,37627020,2,Hepatitis B immunoglobulin human 100units/2ml solution for infusion vials,Hepatitis B immunoglobulin human,50unit/1ml,Solution for infusion,Intravenous,Disease-Specific Immunoglobulin,August 2014,37627020,,,,,,,,,0,14050200
45034,1.79593110000e+16,98144020,1,Hepatect CP 500units/10ml solution for infusion vials (Biotest (UK) Ltd),Hepatitis B immunoglobulin human,50unit/1ml,Solution for infusion,Intravenous,Disease-Specific Immunoglobulin,April 2011,17705001,,,,,,,,,0,14050200
12790,1.85885001000e+17,73279020,156,Immunoglobulin human tetanus 250 IU Injection,Tetanus Immunoglobulin Human,250 IU,Injection,Subcutaneous Injection,Disease-Specific Immunoglobulin,February 2009,6610001,,,,,,,,,0,14050200
65957,4996611000001105,55960020,3,Rabies immunoglobulin human 500unit solution for injection vials (Bio Products Laboratory Ltd),Rabies immunoglobulin human,500unit,Solution for injection,Subcutaneous/Intramuscular,Disease-Specific Immunoglobulin,April 2016,2000009,,,,,,,,,0,14050200
15156,333774004,75739020,221,Hepatitis B immunoglobulin human 500unit solution for injection vials,Hepatitis B immunoglobulin human,500unit,Solution for injection,Intramuscular,Disease-Specific Immunoglobulin,February 2009,7307002,,,,,,,,,0,14050200
47796,1.75256110000e+16,98432020,6,Hepatitis B immunoglobulin human 500units/1ml solution for injection pre-filled syringes,Hepatitis B immunoglobulin human,500iu/1ml,Solution for injection,Subcutaneous,Disease-Specific Immunoglobulin,September 2012,17850001,,,,,,,,,0,14050200
31158,1.41950010000e+16,49839020,1,Humotet 250 iu Injection (Wellcome Medical Division),Tetanus Immunoglobulin Human,250 iu,Injection,,Disease-Specific Immunoglobulin,February 2009,444001,,,,,,,,,0,14050200
