prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
11322,2.24465001000e+17,83762020,1868,Flamrase sr 75mg Modified-release tablet (APS Berk),Diclofenac sodium,75mg,Modified-release tablet,Oral,Non-Steroidal Anti-Inflammatory Drugs/Acute Attacks Of Gout,February 2009,10604001,,,,,,,,,1,10010450
1075,1.89545001000e+17,73893020,118903,Diclofenac sodium 50mg gastro-resistant tablets,Diclofenac Sodium,50mg,EC Tablets,Oral,Non-Steroidal Anti-Inflammatory Drugs/Acute Attacks Of Gout,February 2009,6783002,,,,,,,,,1,10010450
34218,8.86450010000e+16,59232020,38,Diclofenac 25mg Gastro-resistant tablet (Pharmacia Ltd),Diclofenac sodium,25mg,Gastro-resistant tablet,Oral,Non-Steroidal Anti-Inflammatory Drugs/Acute Attacks Of Gout,February 2009,2843010,,,,,,,,,1,10010450
16225,2.26155001000e+17,84262020,10,Dexomon retard 100mg Modified-release tablet (Hillcross Pharmaceuticals Ltd),Diclofenac sodium,100mg,Modified-release tablet,Oral,Non-Steroidal Anti-Inflammatory Drugs/Acute Attacks Of Gout,February 2009,10837001,,,,,,,,,1,10010450
10978,4.21750010000e+16,53295020,488,Voltarol 25mg Suppository (Novartis Pharmaceuticals UK Ltd),Diclofenac sodium,25mg,Suppository,Rectal,Non-Steroidal Anti-Inflammatory Drugs/Acute Attacks Of Gout,February 2009,1308003,,,,,,,,,1,10010450
32097,9.34750010000e+16,59898020,170,Indometacin 75mg Modified-release capsule (Actavis UK Ltd),Indometacin,75mg,Modified-release capsule,Oral,Non-Steroidal Anti-Inflammatory Drugs/Acute Attacks Of Gout,February 2009,2999009,,,,,,,,,1,10010450
157,4.21350010000e+16,53290020,27451,Voltarol 100mg Suppository (Novartis Pharmaceuticals UK Ltd),Diclofenac sodium,100mg,Suppository,Rectal,Non-Steroidal Anti-Inflammatory Drugs/Acute Attacks Of Gout,February 2009,1307003,,,,,,,,,1,10010450
11999,2.32450010000e+16,50920020,4989,Orudis 100mg Capsule (Hawgreen Ltd),Ketoprofen,100mg,Capsule,Oral,Non-Steroidal Anti-Inflammatory Drugs/Acute Attacks Of Gout,February 2009,696002,,,,,,,,,1,10010450
62643,6.21850010000e+16,55788020,1,Indometacin 50mg Capsule (Carter Wallace Ltd),Indometacin,50mg,Capsule,Oral,Non-Steroidal Anti-Inflammatory Drugs/Acute Attacks Of Gout,March 2015,1958009,,,,,,,,,1,10010450
48161,1.99245001000e+17,75930020,4,Naproxen 500mg Tablet (Almus Pharmaceuticals Ltd),Naproxen,500mg,Tablet,Oral,Non-Steroidal Anti-Inflammatory Drugs/Acute Attacks Of Gout,December 2012,7362009,,,,,,,,,1,10010450
33457,1.54425001000e+17,68415020,1,Isclofen 50mg Gastro-resistant tablet (Isis Products Ltd),Diclofenac sodium,50mg,Gastro-resistant tablet,Oral,Non-Steroidal Anti-Inflammatory Drugs/Acute Attacks Of Gout,February 2009,5209001,,,,,,,,,1,10010450
28390,1.89555001000e+17,73897020,226,Valenac ec 25mg Gastro-resistant tablet (Shire Pharmaceuticals Ltd),Diclofenac sodium,25mg,Gastro-resistant tablet,Oral,Non-Steroidal Anti-Inflammatory Drugs/Acute Attacks Of Gout,February 2009,6784001,,,,,,,,,1,10010450
46920,6.47050010000e+16,56131020,29,Ketoprofen 200mg Modified-release capsule (Generics (UK) Ltd),Ketoprofen,200mg,Modified-release capsule,Oral,Non-Steroidal Anti-Inflammatory Drugs/Acute Attacks Of Gout,March 2012,2040010,,,,,,,,,1,10010450
1139,4.21150010000e+16,53288020,75209,Voltarol 25mg Tablet (Novartis Pharmaceuticals UK Ltd),Diclofenac sodium,25mg,Gastro-resistant tablet,Oral,Non-Steroidal Anti-Inflammatory Drugs/Acute Attacks Of Gout,February 2009,1307001,,,,,,,,,1,10010450
21843,7.33250010000e+16,57369020,240,Pranoxen continus 375mg Tablet (Napp Pharmaceuticals Ltd),Naproxen,375mg,Tablet,Oral,Non-Steroidal Anti-Inflammatory Drugs/Acute Attacks Of Gout,February 2009,2341001,,,,,,,,,1,10010450
24193,1.48150010000e+16,49913020,2245,Imbrilon 25mg Capsule (Berk Pharmaceuticals Ltd),Indometacin,25mg,Capsule,Oral,Non-Steroidal Anti-Inflammatory Drugs/Acute Attacks Of Gout,February 2009,460001,,,,,,,,,1,10010450
