prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
7005,415165003,88046020,666341,Pregabalin 300mg capsules,Pregabalin,300mg,Capsule,Oral,Antidepressants/Neuropathic Pain/Control Of Epilepsy,February 2009,12597001,,,,,,,,,2,4030000
52547,1.35671110000e+16,10932020,0,Lyrica 50mg capsules (Waymade Healthcare Plc),Pregabalin,50mg,Capsule,Oral,Antidepressants/Neuropathic Pain/Control Of Epilepsy/Treatment Of Diabetic Nephropathy And Neuropathy,January 2013,10932020,,,,,,,,,3,4030000
70731,3.19011110000e+16,61392021,20,Pregabalin 75mg capsules (Alliance Healthcare (Distribution) Ltd),Pregabalin,75mg,Capsule,Oral,Antidepressants/Control Of Epilepsy,November 2017,61392021,,,,,,,,,1,4030000
70545,3.18986110000e+16,61389021,12,Pregabalin 25mg capsules (Alliance Healthcare (Distribution) Ltd),Pregabalin,25mg,Capsule,Oral,Antidepressants/Control Of Epilepsy,October 2017,61389021,,,,,,,,,1,4030000
71221,2.89108110000e+16,48105021,12,Lecaent 200mg capsules (Accord Healthcare Ltd),Pregabalin,200mg,Capsule,Oral,Antidepressants/Neuropathic Pain/Control Of Epilepsy,January 2018,48105021,,,,,,,,,2,4030000
64285,1.51254110000e+16,35982020,8,Pregabalin 150mg/5ml oral suspension,Pregabalin,30mg/1ml,Oral suspension,Oral,Antidepressants/Neuropathic Pain/Control Of Epilepsy,September 2015,35982020,,,,,,,,,2,4030000
68441,1.59152110000e+16,36722020,8,Pregabalin 25mg/5ml oral solution,Pregabalin,5mg/1ml,Oral solution,Oral,Antidepressants/Neuropathic Pain/Control Of Epilepsy,December 2016,36722020,,,,,,,,,2,4030000
790,415164004,88034020,416945,Pregabalin 25mg capsules,Pregabalin,25mg,Capsule,Oral,Antidepressants/Neuropathic Pain/Control Of Epilepsy,February 2009,12591001,,,,,,,,,2,4030000
80564,3.80199110000e+16,91308021,2,Pregabalin 25mg tablets,Pregabalin,25mg,Tablet,Oral,Antidepressants/Neuropathic Pain/Control Of Epilepsy,April 2020,91308021,,,,,,,,,2,4030000
70544,3.19024110000e+16,61387021,50,Pregabalin 150mg capsules (Alliance Healthcare (Distribution) Ltd),Pregabalin,150mg,Capsule,Oral,Antidepressants/Control Of Epilepsy,October 2017,61387021,,,,,,,,,1,4030000
16542,7889411000001104,88048020,27844,Lyrica 25mg capsules (Upjohn UK Ltd),Pregabalin,25mg,Capsule,Oral,Antidepressants/Neuropathic Pain/Control Of Epilepsy/Treatment Of Diabetic Nephropathy And Neuropathy,February 2009,12598001,,,,,,,,,3,4030000
6631,415162000,88042020,784026,Pregabalin 150mg capsules,Pregabalin,150mg,Capsule,Oral,Antidepressants/Neuropathic Pain/Control Of Epilepsy,February 2009,12595001,,,,,,,,,2,4030000
70648,2.99381110000e+16,52879021,5,Pregabalin 300mg capsules (Teva UK Ltd),Pregabalin,300mg,Capsule,Oral,Antidepressants/Control Of Epilepsy,November 2017,52879021,,,,,,,,,1,4030000
6936,415166002,88036020,587883,Pregabalin 50mg capsules,Pregabalin,50mg,Capsule,Oral,Antidepressants/Neuropathic Pain/Control Of Epilepsy,February 2009,12592001,,,,,,,,,2,4030000
10189,7892111000001104,88060020,53901,Lyrica 300mg capsules (Upjohn UK Ltd),Pregabalin,300mg,Capsule,Oral,Antidepressants/Neuropathic Pain/Control Of Epilepsy/Treatment Of Diabetic Nephropathy And Neuropathy,February 2009,12604001,,,,,,,,,3,4030000
60543,1.40167110000e+16,35334020,75,Pregabalin 75mg/5ml oral solution,Pregabalin,15mg/1ml,Oral solution,Oral,Antidepressants/Neuropathic Pain/Control Of Epilepsy,July 2014,35334020,,,,,,,,,2,4030000
71461,3.28794110000e+16,69858021,2,Pregabalin 50mg/5ml oral suspension,Pregabalin,10mg/1ml,Oral suspension,Oral,Antidepressants/Neuropathic Pain/Control Of Epilepsy,January 2018,69858021,,,,,,,,,2,4030000
73387,1.39283110000e+16,10933020,0,Lyrica 50mg capsules (DE Pharmaceuticals),Pregabalin,50mg,Capsule,Oral,Antidepressants/Neuropathic Pain/Control Of Epilepsy/Treatment Of Diabetic Nephropathy And Neuropathy,October 2018,10933020,,,,,,,,,3,4030000
