prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
51763,1.01410110000e+16,21910020,55,Glucosamine sulfate 1g tablets,Glucosamine sulfate,,Tablet,Oral,Other Drugs For Rheumatic Diseases,January 2013,21910020,,,,,,,,,0,10010500
57702,1.84869110000e+16,37854020,2,Glucosamine hydrochloride Fizz 1500mg effervescent tablets (Dallas Burston Healthcare Ltd),Glucosamine hydrochloride,,Effervescent tablet,Oral,Other Drugs For Rheumatic Diseases,October 2013,37854020,,,,,,,,,0,10010500
51414,9992611000001108,21851020,65,Glucosamine hydrochloride 600mg capsules,Glucosamine hydrochloride,,Capsule,Oral,Other Drugs For Rheumatic Diseases,January 2013,21851020,,,,,,,,,0,10010500
60736,1.53955110000e+16,36236020,2,Jointace deep aroma transdermal patches (Vitabiotics Ltd),Sweet orange oil/Lecithin/Menthol/Lavender oil/Fennel oil/Clove oil/Glucosamine sulfate/Ginger oil/Eucalyptus oil/Chondroitin sulfate, +  +  +  +  +  +  +  +  + ,Transdermal patch,Transdermal,Other Drugs For Rheumatic Diseases,August 2014,36236020,,,,,,,,,0,10010500
43145,7904211000001107,98446020,2687,Glucosamine sulfate 1.5g tablets,Glucosamine sulfate,,Tablet,Oral,Other Drugs For Rheumatic Diseases,August 2010,17857001,,,,,,,,,0,10010500
35205,1.72359110000e+16,93631020,7203,Glucosamine sulfate 500mg / Chondroitin sulfate 400mg capsules,Chondroitin sulfate/Glucosamine sulfate, + ,Capsule,Oral,Other Drugs For Rheumatic Diseases,February 2009,15416001,,,,,,,,,0,10010500
59049,1.56426110000e+16,29074020,208,Valupak Glucosamine 500mg / Chondroitin 400mg tablets (BR Pharmaceuticals Ltd),Glucosamine sulfate/Chondroitin sulfate, + ,Tablet,Oral,Other Drugs For Rheumatic Diseases,March 2014,29074020,,,,,,,,,0,10010500
48086,1.73326110000e+16,99362020,3,Dolenio 1500mg tablets (Actavis UK Ltd),Glucosamine sulfate,,Tablet,Oral,Other Drugs For Rheumatic Diseases,December 2012,18330001,,,,,,,,,0,10010500
35206,1.13594110000e+16,93339020,3075,Glucosamine sulfate 400mg / Chondroitin sulfate 100mg tablets,Glucosamine sulfate/Chondroitin sulfate, + ,Tablet,Oral,Other Drugs For Rheumatic Diseases,February 2009,15269001,,,,,,,,,0,10010500
44034,1.72929110000e+16,98578020,107,Glusartel 1500mg oral powder sachets (HFA Healthcare Products Ltd),Glucosamine sulfate,,Powder,Oral,Other Drugs For Rheumatic Diseases,December 2010,17924001,,,,,,,,,0,10010500
32193,1.21285001000e+17,64004020,272,Glucosamine sulphate 500mg Capsule (Goldshield Pharmaceuticals Ltd),Glucosamine sulfate,,Capsule,Oral,Other Drugs For Rheumatic Diseases/Herbal Remedy,February 2009,03991009,,,,,,,,,1,10010500
80129,2.41290110000e+16,23625021,10,Glucosamine sulfate 1.5g / Ascorbic acid 12mg tablets,Ascorbic acid/Glucosamine sulfate,12mg + ,Tablet,Oral,Other Drugs For Rheumatic Diseases,March 2020,23625021,,,,,,,,,0,10010500
40976,1.81585001000e+17,72567020,16,Glucosamine with chondroitin 500mg+400mg Tablet (BR Pharmaceuticals Ltd),Glucosamine sulfate/Chondroitin sulfate, + ,Tablet,Oral,Other Drugs For Rheumatic Diseases/Herbal Remedy,December 2009,06400009,,,,,,,,,1,10010500
40824,1.40965001000e+17,66645020,340,Glucosamine sulphate 500mg Capsule (BR Pharmaceuticals Ltd),Glucosamine sulfate,,Capsule,Oral,Other Drugs For Rheumatic Diseases/Herbal Remedy,November 2009,04718009,,,,,,,,,1,10010500
22111,2.34225001000e+17,86407020,48,Synvisc 8mg/ml Elastoviscous fluid (Biomatrix (UK) Ltd),Sodium Hyaluronate (Hydrate Gel Hylan B),8mg/ml,Elastoviscous Fluid,,Other Drugs For Rheumatic Diseases,February 2009,11798001,,,,,,,,,0,10010500
54523,1.84963110000e+16,37852020,5,Glucosamine hydrochloride 1.5g effervescent tablets sugar free,Glucosamine hydrochloride,,Effervescent tablet,Oral,Other Drugs For Rheumatic Diseases,April 2013,37852020,,,,,,,,,0,10010500
28075,2.34215001000e+17,86405020,18,Hylan g-f 20 8mg/ml Elastoviscous fluid,Sodium Hyaluronate (Hydrate Gel Hylan B),8mg/ml,Elastoviscous Fluid,,Other Drugs For Rheumatic Diseases,February 2009,11797001,,,,,,,,,0,10010500
60153,1.70725110000e+16,37291020,10,Nature's Best Glucosamine sulfate 500mg with Chondroitin 100mg tablets (Nature's Best Health Products Ltd),Chondroitin sulfate/Glucosamine sulfate, + ,Tablet,Oral,Other Drugs For Rheumatic Diseases,June 2014,37291020,,,,,,,,,0,10010500
28145,1.25354110000e+16,70132020,560,Joint-Flex Daily tablets (Optima Consumer Health Ltd),Glucosamine sulfate/Chondroitin sulfate, + ,Tablet,Oral,Other Drugs For Rheumatic Diseases,February 2009,05686009,,,,,,,,,0,10010500
65581,1.80295110000e+16,37685020,2,Glucosamine hydrochloride 416.6mg / Chondroitin sulfate 90mg capsules,Chondroitin sulfate/Glucosamine hydrochloride,90mg + 416.6mg,Capsule,Oral,Other Drugs For Rheumatic Diseases,March 2016,37685020,,,,,,,,,0,10010500
59743,2.39654110000e+16,22969021,1083,Flexiseq gel (Pro Bano Bio),,,,,Other Drugs For Rheumatic Diseases,April 2014,22969021,,,,,,,,,0,10010500
50922,1.05202110000e+16,13903020,18,GlucOsamine 500 tablets (Optima Consumer Health Ltd),Glucosamine sulfate,,Tablet,Oral,Other Drugs For Rheumatic Diseases,January 2013,13903020,,,,,,,,,0,10010500
37894,1.22539110000e+16,94437020,98,Cozachew Meltdown Combi 500mg/400mg chewable tablets (Dallas Burston Healthcare Ltd),Glucosamine hydrochloride/Chondroitin sulfate, + ,Chewable tablet,Oral,Other Drugs For Rheumatic Diseases,February 2009,15827001,,,,,,,,,0,10010500
36789,1.21857110000e+16,93733020,14211,Glucosamine hydrochloride 625mg tablets,Glucosamine hydrochloride,625mg,Tablet,Oral,Other Drugs For Rheumatic Diseases,February 2009,15469001,,,,,,,,,0,10010500
48608,1.25346110000e+16,29224020,550,Glucosamine 400mg / Chondroitin 100mg capsules (BR Pharmaceuticals Ltd),Glucosamine sulfate/Chondroitin sulfate, + ,Capsule,Oral,Other Drugs For Rheumatic Diseases,January 2013,29224020,,,,,,,,,0,10010500
