prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
50865,8560711000001107,20144020,101,Hyoscine hydrobromide 300micrograms/5ml oral solution,Hyoscine hydrobromide,60microgram/1ml,Oral solution,Oral,Antispasmodics And Products Affecting Motility/Antimuscarinics/Other Respiratory System Products/Products Used Against Nausea And Vertigo/Antimuscarinic Drugs (In Anaesthesia),January 2013,20144020,,,,,,,,,4,3120000
65211,1.26363110000e+16,32414020,3,Hyoscine butylbromide 20mg/5ml oral solution,Hyoscine butylbromide,4mg/1ml,Oral solution,Oral,Antispasmodics And Products Affecting Motility/Antimuscarinics/Other Respiratory System Products,January 2016,32414020,,,,,,,,,2,3120000
4048,3.60441110000e+16,48144020,53317,Hyoscine butylbromide 20mg/1ml solution for injection ampoules,Hyoscine butylbromide,20mg/1ml,Solution for injection,Intravenous/Intramuscular,Antispasmodics And Products Affecting Motility/Antimuscarinics/Other Respiratory System Products/Preparations For Gastric And Duodenal Radiology,February 2009,42001,,,,,,,,,3,3120000
80048,3.67530110000e+16,85474021,2,Tezacaftor 100mg / Ivacaftor 150mg tablets,Ivacaftor/Tezacaftor,150mg + 100mg,Tablet,Oral,Other Respiratory System Products,March 2020,85474021,,,,,,,,,0,3120000
49526,8560811000001104,20146020,197,Hyoscine hydrobromide 500micrograms/5ml oral solution,Hyoscine hydrobromide,100microgram/1ml,Oral solution,Oral,Antispasmodics And Products Affecting Motility/Antimuscarinics/Other Respiratory System Products/Products Used Against Nausea And Vertigo/Antimuscarinic Drugs (In Anaesthesia),January 2013,20146020,,,,,,,,,4,3120000
69109,3.37339110000e+16,73534021,601,Glycopyrronium bromide 400micrograms/ml oral solution sugar free,Glycopyrronium bromide,400microgram/1ml,Oral solution,Oral,Other Respiratory System Products,April 2017,73534021,,,,,,,,,0,3120000
49826,1.38386110000e+16,234020,50,Buscopan 10mg tablets (DE Pharmaceuticals),Hyoscine butylbromide,10mg,Tablet,Oral,Antimuscarinics/Other Respiratory System Products,January 2013,234020,,,,,,,,,1,3120000
41537,3791211000001109,55020020,14,Hyoscine hydrobromide 400micrograms/1ml solution for injection ampoules (Martindale Pharmaceuticals Ltd),Hyoscine hydrobromide,400microgram/1ml,Solution for injection,Intravenous/Subcutaneous/Intramuscular,Antimuscarinics/Other Respiratory System Products/Antimuscarinic Drugs (In Anaesthesia),March 2010,1754010,,,,,,,,,2,3120000
54598,8560311000001108,20136020,44,Hyoscine butylbromide 10mg/5ml oral solution,Hyoscine butylbromide,2mg/1ml,Oral solution,Oral,Antispasmodics And Products Affecting Motility/Antimuscarinics/Other Respiratory System Products,April 2013,20136020,,,,,,,,,2,3120000
79238,3.67450110000e+16,85475021,1,Symkevi 100mg/150mg tablets (Vertex Pharmaceuticals (UK) Ltd),Ivacaftor/Tezacaftor,150mg + 100mg,Tablet,Oral,Other Respiratory System Products,December 2019,85475021,,,,,,,,,0,3120000
76211,3.29690110000e+16,70307021,3,Glycopyrronium bromide 1mg/5ml oral solution sugar free (Colonis Pharma Ltd),Glycopyrronium bromide,200microgram/1ml,Oral solution,Oral,Other Respiratory System Products,May 2019,70307021,,,,,,,,,0,3120000
42297,3790611000001101,53940020,6,Hyoscine hydrobromide 400micrograms/1ml solution for injection ampoules (UCB Pharma Ltd),Hyoscine hydrobromide,400microgram/1ml,Solution for injection,Intravenous/Subcutaneous/Intramuscular,Antimuscarinics/Other Respiratory System Products/Antimuscarinic Drugs (In Anaesthesia),May 2010,1467009,,,,,,,,,2,3120000
58555,1.26366110000e+16,99316020,11,Hyoscine butylbromide 5mg/5ml oral solution,Hyoscine butylbromide,1mg/1ml,Oral solution,Oral,Antispasmodics And Products Affecting Motility/Antimuscarinics/Other Respiratory System Products,January 2014,18305001,,,,,,,,,2,3120000
1504,738611000001104,48504020,754313,Buscopan 10mg tablets (Sanofi),Hyoscine butylbromide,10mg,Tablet,Oral,Antimuscarinics/Other Respiratory System Products,February 2009,133001,,,,,,,,,1,3120000
30890,3858211000001106,55019020,29,Hyoscine hydrobromide 600micrograms/1ml solution for injection ampoules (Martindale Pharmaceuticals Ltd),Hyoscine hydrobromide,600microgram/1ml,Solution for injection,Intravenous/Intramuscular/Subcutaneous,Antimuscarinics/Other Respiratory System Products/Antimuscarinic Drugs (In Anaesthesia),February 2009,1754009,,,,,,,,,2,3120000
68137,3.29772110000e+16,70306021,3434,Glycopyrronium bromide 1mg/5ml oral solution sugar free,Glycopyrronium bromide,200microgram/1ml,Oral solution,Oral,Other Respiratory System Products,November 2016,70306021,,,,,,,,,0,3120000
51904,1.42985110000e+16,235020,8,Buscopan 10mg tablets (Sigma Pharmaceuticals Plc),Hyoscine butylbromide,10mg,Tablet,Oral,Antimuscarinics/Other Respiratory System Products,January 2013,235020,,,,,,,,,1,3120000
68964,3.12103110000e+16,61295021,18,Mepolizumab 100mg powder for solution for injection vials,Mepolizumab,100mg,Powder for solution for injection,Subcutaneous,Other Respiratory System Products,March 2017,61295021,,,,,,,,,0,3120000
38144,9470911000001104,71457020,2,Hyoscine hydrobromide 600micrograms/1ml solution for injection ampoules (Wockhardt UK Ltd),Hyoscine hydrobromide,600microgram/1ml,Solution for injection,Intravenous/Intramuscular/Subcutaneous,Antimuscarinics/Other Respiratory System Products/Antimuscarinic Drugs (In Anaesthesia),February 2009,6076009,,,,,,,,,2,3120000
61880,1.26372110000e+16,32431020,5,Hyoscine hydrobromide 400micrograms/5ml oral solution,Hyoscine hydrobromide,80microgram/1ml,Oral solution,Oral,Antispasmodics And Products Affecting Motility/Antimuscarinics/Other Respiratory System Products/Products Used Against Nausea And Vertigo/Antimuscarinic Drugs (In Anaesthesia),January 2015,32431020,,,,,,,,,4,3120000
79131,3.52985110000e+16,80400021,0,Benralizumab 30mg/1ml solution for injection pre-filled syringes,Benralizumab,30mg/1ml,Solution for injection,Subcutaneous,Other Respiratory System Products,December 2019,80400021,,,,,,,,,0,3120000
7478,3242611000001101,48505020,14515,Buscopan 20mg/1ml solution for injection ampoules (Sanofi),Hyoscine butylbromide,20mg/1ml,Solution for injection,Intravenous/Intramuscular,Antispasmodics And Products Affecting Motility/Antimuscarinics/Other Respiratory System Products/Preparations For Gastric And Duodenal Radiology,February 2009,133002,,,,,,,,,3,3120000
35268,1.99472110000e+16,92829020,584,Hyoscine hydrobromide 500micrograms/5ml oral suspension,Hyoscine hydrobromide,100microgram/1ml,Oral suspension,Oral,Antispasmodics And Products Affecting Motility/Antimuscarinics/Other Respiratory System Products/Products Used Against Nausea And Vertigo/Antimuscarinic Drugs (In Anaesthesia),February 2009,15013001,,,,,,,,,4,3120000
65175,2.32165110000e+16,17461021,1,Hyoscine hydrobromide 600micrograms/1ml solution for injection ampoules (J M McGill Ltd),Hyoscine hydrobromide,600microgram/1ml,Solution for injection,Intravenous/Intramuscular/Subcutaneous,Antimuscarinics/Other Respiratory System Products/Antimuscarinic Drugs (In Anaesthesia),January 2016,17461021,,,,,,,,,2,3120000
53976,2.15148110000e+16,46231020,242,Hyoscine hydrobromide 300micrograms/5ml oral suspension,Hyoscine hydrobromide,60microgram/1ml,Oral suspension,Oral,Antimuscarinics/Other Respiratory System Products/Products Used Against Nausea And Vertigo/Antimuscarinic Drugs (In Anaesthesia),March 2013,46231020,,,,,,,,,3,3120000
62384,3790211000001103,9734020,0,Hyoscine hydrobromide 400micrograms/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd),Hyoscine hydrobromide,400microgram/1ml,Solution for injection,Intravenous/Subcutaneous/Intramuscular,Antimuscarinics/Other Respiratory System Products/Antimuscarinic Drugs (In Anaesthesia),February 2015,9734020,,,,,,,,,2,3120000
69291,3.37307110000e+16,73535021,208,Sialanar 320micrograms/ml oral solution (Proveca Ltd),Glycopyrronium bromide,400microgram/1ml,Oral solution,Oral,Other Respiratory System Products,April 2017,73535021,,,,,,,,,0,3120000
5871,3.60443110000e+16,59566020,38730,Hyoscine hydrobromide 400micrograms/1ml solution for injection ampoules,Hyoscine hydrobromide,400microgram/1ml,Solution for injection,Intravenous/Subcutaneous/Intramuscular,Antimuscarinics/Other Respiratory System Products/Antimuscarinic Drugs (In Anaesthesia),February 2009,2917001,,,,,,,,,2,3120000
48854,1.04952110000e+16,233020,18,Buscopan 10mg tablets (Waymade Healthcare Plc),Hyoscine butylbromide,10mg,Tablet,Oral,Antimuscarinics/Other Respiratory System Products,January 2013,233020,,,,,,,,,1,3120000
