prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
862,3.87350010000e+16,52877020,69149,Salbulin Inhalation powder (3M Health Care Ltd),Salbutamol,100microgram/1dose,Pressurised inhalation,Inhalation,Bronchodilators,February 2009,1193003,,,,,,,,,0,3010000
34134,1.52675001000e+17,68156020,367,Aerolin 400 100microgram/actuation Inhalation powder (3M Health Care Ltd),Salbutamol,100microgram/1dose,Pressurised inhalation,Inhalation,Bronchodilators,February 2009,5137001,,,,,,,,,0,3010000
1628,1.42705001000e+17,66884020,13006,Terbutaline 250micrograms/actuation refill canister,Terbutaline Sulphate,250micrograms/actuation,Refill Canister,Inhalation,Bronchodilators,February 2009,4785003,,,,,,,,,0,3010000
1950,1.53045001000e+17,68215020,377725,Ventodisks 400microgram/blister Disc (Allen & Hanburys Ltd),Salbutamol Sulphate,400microgram/blister,Disc,Inhalation,Bronchodilators,February 2009,5153002,,,,,,,,,0,3010000
3443,2.16805001000e+17,81503020,3045,Salbutamol 100microgram/inhalation Spacehaler (Celltech Pharma Europe Ltd),Salbutamol,100microgram/inhalation,Spacehaler,Inhalation,Bronchodilators,February 2009,9581001,,,,,,,,,0,3010000
22430,2.25425001000e+17,84022020,86,Spacehaler salbutamol 100microgram/inhalation Spacehaler (Celltech Pharma Europe Ltd),Salbutamol,100microgram/inhalation,Spacehaler,Inhalation,Bronchodilators,February 2009,10724001,,,,,,,,,0,3010000
14525,2.16795001000e+17,81501020,4295,Salbutamol 100micrograms/inhalation vortex inhaler,Salbutamol,100micrograms/inhalation,Vortex Metered Dose Inhaler,Inhalation,Bronchodilators,February 2009,9580001,,,,,,,,,0,3010000
2758,8.61450010000e+16,58865020,38548,Bricanyl Refill canister (AstraZeneca UK Ltd),Terbutaline Sulphate,,Refill Canister,Inhalation,Bronchodilators,February 2009,2757001,,,,,,,,,0,3010000
7935,1.68355001000e+17,70528020,29139,Maxivent 100microgram/inhalation Inhalation powder (Ashbourne Pharmaceuticals Ltd),Salbutamol,100microgram/1dose,Pressurised inhalation,Inhalation,Bronchodilators,February 2009,5800001,,,,,,,,,0,3010000
38097,6.44450010000e+16,56098020,133,Salbutamol cyclocaps 200microgram Inhalation powder (DuPont Pharmaceuticals Ltd),Salbutamol sulfate,200microgram,Inhalation powder,Inhalation,Bronchodilators,February 2009,2032009,,,,,,,,,0,3010000
28508,5.01350010000e+16,54287020,764,Salbutamol 100microgram/inhalation Inhalation powder (IVAX Pharmaceuticals UK Ltd),Salbutamol,100microgram/1dose,Pressurised inhalation,Inhalation,Bronchodilators,February 2009,1561009,,,,,,,,,0,3010000
31,3.39950010000e+16,52213020,2937543,Ventolin 100microgram/inhalation Inhalation powder (Glaxo Wellcome UK Ltd),Salbutamol,100microgram/1dose,Pressurised inhalation,Inhalation,Bronchodilators,February 2009,1020001,,,,,,,,,0,3010000
34029,4.31250010000e+16,53423020,6852,Salbutamol 400micrograms inahalation capsules,Salbutamol Sulphate,400micrograms,Capsules (For Inhalation),Inhalation,Bronchodilators,February 2009,1340002,,,,,,,,,0,3010000
4497,3.40050010000e+16,52214020,406800,Ventolin accuhaler 200 200microgram/actuation Inhalation powder (Glaxo Wellcome UK Ltd),Salbutamol,200microgram/1dose,Inhalation powder,Inhalation,Bronchodilators,February 2009,1020002,,,,,,,,,0,3010000
44713,1.99250010000e+16,50537020,1,Salbutamol 100microgram/inhalation Inhalation powder (Celltech Pharma Europe Ltd),Salbutamol,100microgram/1dose,Pressurised inhalation,Inhalation,Bronchodilators,February 2011,605009,,,,,,,,,0,3010000
21859,7.57250010000e+16,57680020,7409,Asmaven 100microgram Inhalation powder (Berk Pharmaceuticals Ltd),Salbutamol,100microgram/1dose,Pressurised inhalation,Inhalation,Bronchodilators,February 2009,2414001,,,,,,,,,0,3010000
34311,1.98150010000e+16,50518020,119,Salbutamol 100microgram/inhalation Inhalation powder (Berk Pharmaceuticals Ltd),Salbutamol,100microgram/1dose,Pressurised inhalation,Inhalation,Bronchodilators,February 2009,602009,,,,,,,,,0,3010000
40655,1.59815001000e+17,69361020,31,Salbuvent 100microgram/actuation Inhalation powder (Pharmacia Ltd),Salbutamol,100microgram/1dose,Pressurised inhalation,Inhalation,Bronchodilators,October 2009,5470001,,,,,,,,,0,3010000
