prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
6816,408039005,86950020,2713,Chlorothiazide 250mg/5ml oral suspension,Chlorothiazide,50mg/1ml,Oral suspension,Oral,Thiazides And Related Diuretics,February 2009,12043001,,,,,,,,,0,2020100
64798,1.24313110000e+16,31984020,1,Chlorothiazide 120mg/5ml oral solution,Chlorothiazide,24mg/1ml,Oral solution,Oral,Thiazides And Related Diuretics,November 2015,31984020,,,,,,,,,0,2020100
57488,2.46525001000e+17,92809020,0,Hydrochlorothiazide Oral solution,Hydrochlorothiazide,,Oral Solution,,Thiazides And Related Diuretics,October 2013,15003001,,,,,,,,,0,2020100
66517,8307011000001105,19158020,1,Bendroflumethiazide 1.25mg/5ml oral suspension,Bendroflumethiazide,250microgram/1ml,Oral suspension,Oral,Thiazides And Related Diuretics/Hypercalcaemia And Hypercalciuria,June 2016,19158020,,,,,,,,,1,2020100
2,317919004,58976020,41441920,Bendroflumethiazide 2.5mg tablets,Bendroflumethiazide,2.5mg,Tablet,Oral,Thiazides And Related Diuretics/Hypercalcaemia And Hypercalciuria,February 2009,2782001,,,,,,,,,1,2020100
34803,1.13045001000e+17,62827020,1,Bendroflumethiazide 2.5mg Tablet (Regent Laboratories Ltd),Bendroflumethiazide,2.5mg,Tablet,Oral,Thiazides And Related Diuretics,February 2009,3686009,,,,,,,,,0,2020100
18267,1.24815001000e+17,64533020,54,Enduron 5mg Tablet (Abbott Laboratories Ltd),Methyclothiazide,5mg,Tablet,Oral,Thiazides And Related Diuretics,February 2009,4138001,,,,,,,,,0,2020100
47467,2.64975001000e+17,99775020,4,Olmesartan medoxomil with amlodipine and hydrochlorothiazide 40mg + 5mg + 25mg Tablet,Amlodipine/Hydrochlorothiazide/Olmesartan Medoxomil,40mg + 5mg + 25mg,Tablet,Oral,Thiazides And Related Diuretics/Angiotensin-II Receptor Antagonists,July 2012,18541001,,,,,,,,,1,2020100
26220,1.51865001000e+17,68015020,1808,Delvas Tablet (Berk Pharmaceuticals Ltd),Amiloride hydrochloride/Hydrochlorothiazide,5mg + 50mg,Tablet,Oral,Thiazides And Related Diuretics/Potassium-Sparing Diuretics With Other Diuretics,February 2009,5096001,,,,,,,,,1,2020100
77641,1.65139110000e+16,18020,1,CoAprovel 300mg/12.5mg tablets (Mawdsley-Brooks & Company Ltd),Irbesartan/Hydrochlorothiazide,300mg + 12.5mg,Tablet,Oral,Thiazides And Related Diuretics/Angiotensin-II Receptor Antagonists With Diuretic,August 2019,18020,,,,,,,,,1,2020100
43516,397311000001100,57007020,24,Indapamide 2.5mg tablets (Actavis UK Ltd),Indapamide hemihydrate,2.5mg,Tablet,Oral,Thiazides And Related Diuretics,September 2010,2252009,,,,,,,,,0,2020100
17143,1.23565001000e+17,64368020,5364,Mefruside 25mg Tablet,Mefruside,25mg,Tablet,Oral,Thiazides And Related Diuretics,February 2009,4091001,,,,,,,,,0,2020100
77162,1.24311110000e+16,31980020,2,Chlorothiazide 12.5mg/5ml oral solution,Chlorothiazide,2.5mg/1ml,Oral solution,Oral,Thiazides And Related Diuretics,July 2019,31980020,,,,,,,,,0,2020100
77850,1.20153110000e+16,30315020,1,Chlorothiazide 500mg/5ml oral solution,Chlorothiazide,100mg/1ml,Oral solution,Oral,Thiazides And Related Diuretics,August 2019,30315020,,,,,,,,,0,2020100
62066,2.43316110000e+16,23031021,363,Cardide SR 1.5mg tablets (Teva UK Ltd),Indapamide,1.5mg,Modified-release tablet,Oral,Thiazides And Related Diuretics,January 2015,23031021,,,,,,,,,0,2020100
13525,8.02350010000e+16,58231020,1193,Hydrenox 50mg Tablet (Knoll Ltd),Hydroflumethiazide,50mg,Tablet,Oral,Thiazides And Related Diuretics,February 2009,2574001,,,,,,,,,0,2020100
75383,376346007,29755021,5,Chlortalidone 25mg tablets,Chlortalidone,25mg,Tablet,Oral,Thiazides And Related Diuretics,March 2019,29755021,,,,,,,,,0,2020100
17252,1.05450010000e+16,49321020,487,Esidrex 25mg Tablet (Novartis Pharmaceuticals UK Ltd),Hydrochlorothiazide,25mg,Tablet,Oral,Thiazides And Related Diuretics,February 2009,322001,,,,,,,,,0,2020100
33353,7334911000001102,67697020,387,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd),Lisinopril/Hydrochlorothiazide,20mg + 12.5mg,Tablet,Oral,Thiazides And Related Diuretics/Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors),February 2009,5007009,,,,,,,,,1,2020100
37294,1.45265001000e+17,67220020,1,Triamterene with chlortalidone 50mg + 25mg Tablet,Chlortalidone/Triamterene,50mg + 25mg,Tablet,Oral,Thiazides And Related Diuretics/Potassium-Sparing Diuretics With Other Diuretics,February 2009,4876002,,,,,,,,,1,2020100
34602,1.71957110000e+16,66500020,2,Bendroflumethiazide 2.5mg tablets (Sovereign Medical Ltd),Bendroflumethiazide,2.5mg,Tablet,Oral,Thiazides And Related Diuretics/Hypercalcaemia And Hypercalciuria,February 2009,4678009,,,,,,,,,1,2020100
39147,3143511000001109,95901020,2170,Carace 20 Plus tablets (Merck Sharp & Dohme Ltd),Lisinopril/Hydrochlorothiazide,20mg + 12.5mg,Tablet,Oral,Thiazides And Related Diuretics/Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors),April 2009,16563001,,,,,,,,,1,2020100
22912,1.48735001000e+17,67620020,85,Bendroflumethiazide 2.5mg with Propanolol 80mg capsules,Bendroflumethiazide/Propranolol Hydrochloride,2.5mg + 80mg,Capsules,Oral,Thiazides And Related Diuretics/Beta-Adrenoceptor Blockers,February 2009,4985001,,,,,,,,,1,2020100
33651,772511000001103,48846020,5941,Bendroflumethiazide 2.5mg tablets (A A H Pharmaceuticals Ltd),Bendroflumethiazide,2.5mg,Tablet,Oral,Thiazides And Related Diuretics/Hypercalcaemia And Hypercalciuria,February 2009,209009,,,,,,,,,1,2020100
