prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
36831,4630811000001100,93027020,2,Docetaxel 20mg/0.5ml solution for infusion vials and diluent,Docetaxel,40mg/1ml,Solution for infusion,Intravenous,Taxanes,February 2009,15112001,,,,,,,,,0,8010552
14381,1.96355001000e+17,75231020,1,Paclitaxel 6mg/ml concentrated solution for infusion,Paclitaxel,6mg/ml,Concentrate For Solution For Infusion,Intravenous Infusion,Taxanes,February 2009,7167001,,,,,,,,,0,8010552
55155,1.83060110000e+16,99257020,3,Docetaxel 20mg/2ml solution for infusion vials,Docetaxel,10mg/1ml,Solution for infusion,Intravenous,Taxanes,May 2013,18274001,,,,,,,,,0,8010552
23849,2.14895001000e+17,80871020,1,Taxotere 40mg/ml Concentrate for intravenous infusion (Aventis Pharma),Docetaxel,40mg/ml,Concentrate For Intravenous Infusion,Intravenous Infusion,Taxanes,February 2009,9276001,,,,,,,,,0,8010552
39919,416803003,96526020,1,Paclitaxel 100mg powder for suspension for infusion vials,Paclitaxel,100mg,Powder for suspension for infusion,Intravenous,Taxanes,August 2009,16880001,,,,,,,,,0,8010552
44087,1.74305110000e+16,98657020,2,Taxotere 20mg/1ml concentrate for solution for infusion vials (Sanofi),Docetaxel,20mg/1ml,Solution for infusion,Intravenous,Taxanes,December 2010,17965001,,,,,,,,,0,8010552
35854,4638011000001108,91844020,8,Paclitaxel 30mg/5ml solution for infusion vials,Paclitaxel,6mg/1ml,Solution for infusion,Intravenous,Taxanes,February 2009,14516001,,,,,,,,,0,8010552
16173,1.96345001000e+17,75228020,28,Taxol 6mg/ml Concentrate for solution for infusion (Bristol-Myers Squibb Pharmaceuticals Ltd),Paclitaxel,6mg/ml,Concentrate For Solution For Infusion,Intravenous Infusion,Taxanes,February 2009,7166001,,,,,,,,,0,8010552
77275,4630011000001106,93033020,0,Taxotere 80mg/2ml solution for infusion vials and diluent (Sanofi),Docetaxel,40mg/1ml,Solution for infusion,Intravenous,Taxanes,July 2019,15115001,,,,,,,,,0,8010552
36552,4626011000001106,93031020,1,Taxotere 20mg/0.5ml solution for infusion vials and diluent (Sanofi),Docetaxel,40mg/1ml,Solution for infusion,Intravenous,Taxanes,February 2009,15114001,,,,,,,,,0,8010552
35384,4629111000001104,91860020,1,Taxol 30mg/5ml solution for infusion vials (Bristol-Myers Squibb Pharmaceuticals Ltd),Paclitaxel,6mg/1ml,Solution for infusion,Intravenous,Taxanes,February 2009,14524001,,,,,,,,,0,8010552
47755,1.83059110000e+16,99261020,4,Docetaxel 160mg/16ml solution for infusion vials,Docetaxel,10mg/1ml,Solution for infusion,Intravenous,Taxanes,September 2012,18276001,,,,,,,,,0,8010552
44425,1.74310110000e+16,98653020,0,Docetaxel 20mg/1ml solution for infusion vials,Docetaxel,20mg/1ml,Solution for infusion,Intravenous,Taxanes,January 2011,17963001,,,,,,,,,0,8010552
45147,3.60237110000e+16,91848020,1,Paclitaxel 150mg/25ml solution for infusion vials,Paclitaxel,6mg/1ml,Solution for infusion,Intravenous,Taxanes,May 2011,14518001,,,,,,,,,0,8010552
47754,3.60236110000e+16,91850020,6,Paclitaxel 100mg/16.7ml solution for infusion vials,Paclitaxel,6mg/1ml,Solution for infusion,Intravenous,Taxanes,September 2012,14519001,,,,,,,,,0,8010552
47571,1.83093110000e+16,99356020,0,Taxotere 160mg/8ml concentrate for solution for infusion vials (Sanofi),Docetaxel,20mg/1ml,Solution for infusion,Intravenous,Taxanes,August 2012,18327001,,,,,,,,,0,8010552
60444,1.91778110000e+16,41208020,1,Cabazitaxel 60mg/1.5ml solution for infusion vials,Cabazitaxel,40mg/1ml,Solution for infusion,Intravenous,Taxanes,July 2014,41208020,,,,,,,,,0,8010552
33560,2.14885001000e+17,80867020,10,Docetaxel 40mg/ml conc IV infusion,Docetaxel,40mg/ml,Concentrate For Intravenous Infusion,Intravenous Infusion,Taxanes,February 2009,9274001,,,,,,,,,0,8010552
69037,3.60238110000e+16,91846020,1,Paclitaxel 300mg/50ml solution for infusion vials,Paclitaxel,6mg/1ml,Solution for infusion,Intravenous,Taxanes,March 2017,14517001,,,,,,,,,0,8010552
78363,9163411000001102,70422020,0,Paclitaxel 100mg/16.7ml concentrate for solution for infusion vials (Pfizer Ltd),Paclitaxel,6mg/1ml,Solution for infusion,Intravenous,Taxanes,November 2019,5770009,,,,,,,,,0,8010552
64944,1.74311110000e+16,98655020,1,Docetaxel 80mg/4ml solution for infusion vials,Docetaxel,20mg/1ml,Solution for infusion,Intravenous,Taxanes,December 2015,17964001,,,,,,,,,0,8010552
38999,4630911000001105,93029020,1,Docetaxel 80mg/2ml solution for infusion vials and diluent,Docetaxel,40mg/1ml,Solution for infusion,Intravenous,Taxanes,February 2009,15113001,,,,,,,,,0,8010552
66480,1.83061110000e+16,99259020,1,Docetaxel 80mg/8ml solution for infusion vials,Docetaxel,10mg/1ml,Solution for infusion,Intravenous,Taxanes,June 2016,18275001,,,,,,,,,0,8010552
