prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
7512,4.37550010000e+16,53511020,90,Actifed multi-action chesty cough Oral solution (Pfizer Consumer Healthcare Ltd),Guaifenesin/Pseudoephedrine Hydrochloride/Triprolidine Hydrochloride,,Oral Solution,Oral,Sedating Antihistamines/Demulcent And Expectorant Cough Preparations,February 2009,01361001,,,,,,,,,1,3040102
71147,1.63299110000e+16,2995020,107,Vallergan Forte 30mg/5ml syrup (Lexon (UK) Ltd),Alimemazine tartrate,6mg/1ml,Oral solution,Oral,Sedating Antihistamines,December 2017,02995020,,,,,,,,,0,3040102
11945,3.03450010000e+16,51785020,637,Syndol Tablet (SSL International Plc),Caffeine/Codeine Phosphate/Doxylamine Succinate/Paracetamol,,Tablet,Oral,Sedating Antihistamines/Non-Opioid And Compound Analgesics,February 2009,00914001,,,,,,,,,1,3040102
4718,1.89550010000e+16,50406020,6220,Migraleve - 1 Tablet (Pfizer Consumer Healthcare Ltd),Buclizine Hydrochloride/Codeine Phosphate/Paracetamol,,Tablet,Oral,Sedating Antihistamines/Acute Migraine,February 2009,00576001,,,,,,,,,1,3040102
4245,1.40150010000e+16,49820020,2162,Histryl spansule 5 5mg Spansule (Menley and Jones),Diphenylpyraline Hydrochloride,5mg,Spansule,Oral,Sedating Antihistamines,February 2009,00440001,,,,,,,,,0,3040102
44037,3777611000001105,98602020,514,Zaditen 1mg tablets (CD Pharma Srl),Ketotifen fumarate,1mg,Tablet,Oral,Sedating Antihistamines,December 2010,17937001,,,,,,,,,0,3040102
878,321285002,63331020,256573,Hydroxyzine 10mg tablets,Hydroxyzine hydrochloride,10mg,Tablet,Oral,Sedating Antihistamines/Hypnotics,February 2009,03809001,,,,,,,,,1,3040102
40470,2.38035001000e+17,87870020,10,Sleep aid 50mg Tablet (A A H Pharmaceuticals Ltd),Diphenhydramine hydrochloride,50mg,Tablet,Oral,Sedating Antihistamines/Hypnotics,September 2009,12509001,,,,,,,,,1,3040102
22267,2.23885001000e+17,83635020,6,Tixylix night-time 1.5mg+1.5mg/5ml Oral solution (Novartis Consumer Health UK Ltd),Pholcodine/Promethazine Hydrochloride,1.5mg+1.5mg/5ml,Oral Solution,Oral,Sedating Antihistamines/Cough Suppressants,February 2009,10545001,,,,,,,,,1,3040102
23076,7958511000001105,70351020,336,Allerief 2mg/5ml oral solution (Crescent Pharma Ltd),Chlorphenamine maleate,400microgram/1ml,Oral solution,Oral,Sedating Antihistamines,February 2009,05749001,,,,,,,,,0,3040102
71593,3.45112110000e+16,76919021,2,Sleep Aid 25mg tablets (Tor Generics Ltd),Diphenhydramine hydrochloride,25mg,Tablet,Oral,Sedating Antihistamines,February 2018,76919021,,,,,,,,,0,3040102
76335,9105111000001108,2987020,3,Sleepeaze 50mg tablets (The Boots Company Plc),Diphenhydramine hydrochloride,50mg,Tablet,Oral,Sedating Antihistamines,May 2019,02987020,,,,,,,,,0,3040102
67873,1.26360110000e+16,32408020,64,Hydroxyzine 25mg/5ml oral solution,Hydroxyzine hydrochloride,5mg/1ml,Oral solution,Oral,Sedating Antihistamines,October 2016,32408020,,,,,,,,,0,3040102
71133,1.47649110000e+16,2960020,119,Zaditen 1mg tablets (Sigma Pharmaceuticals Plc),Ketotifen fumarate,1mg,Tablet,Oral,Sedating Antihistamines,December 2017,02960020,,,,,,,,,0,3040102
14151,2.17715001000e+17,81803020,462,Medised infant 120mg + 12.5mg / 5ml Oral solution (Seton Scholl Healthcare Plc),Diphenhydramine hydrochloride/Paracetamol,2.5mg/1ml + 24mg/1ml,Oral solution,Oral,Sedating Antihistamines/Non-Opioid And Compound Analgesics,February 2009,09725001,,,,,,,,,1,3040102
10840,1.11150010000e+16,49392020,182,Fabahistin 50mg/5ml Liquid (Bayer Plc),Mebhydrolin,50mg/5ml,Liquid,Oral,Sedating Antihistamines,February 2009,00340002,,,,,,,,,0,3040102
9635,3.48750010000e+16,52327020,4996,Zaditen 1mg/5ml Oral solution (Novartis Pharmaceuticals UK Ltd),Ketotifen fumarate,200microgram/1ml,Oral solution,Oral,Sedating Antihistamines,February 2009,01047003,,,,,,,,,0,3040102
168,4.54350010000e+16,53733020,2556,Piriject 10mg/ml Injection (Link Pharmaceuticals Ltd),Chlorphenamine maleate,10mg/1ml,Solution for injection,Intramuscular/Subcutaneous/Intravenous,Sedating Antihistamines,February 2009,01415001,,,,,,,,,0,3040102
8669,3.17850010000e+16,51951020,312,Tinset Tablet (Janssen-Cilag Ltd),Oxatomide,,Tablet,Oral,Sedating Antihistamines,February 2009,00957001,,,,,,,,,0,3040102
