prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
23850,2.36135001000e+17,87139020,167,Humira 40mg Injection (Abbott Laboratories Ltd),Adalimumab,40mg,Injection,Subcutaneous Injection,Products Affecting The Immune Response In Chronic Bowel Problems/Cytokine Modulators In Rheumatic Disease,February 2009,12140001,,,,,,,,,1,10010301
46370,1.80380110000e+16,99959020,28,Golimumab 50mg/0.5ml solution for injection pre-filled disposable devices,Golimumab,100mg/1ml,Solution for injection,Subcutaneous,Cytokine Modulators For Chronic Bowel Problems/Cytokine Modulators In Rheumatic Disease,November 2011,18635001,,,,,,,,,1,10010301
39111,2.12155001000e+17,79926020,0,Rituximab 10mg/ml concentrated intravenous infusion,Rituximab,10mg/ml,Concentrate For Intravenous Infusion,,Drugs Affecting The Immune Response - Rituximab And Alemtuzumab/Cytokine Modulators In Rheumatic Disease,April 2009,8827001,,,,,,,,,1,10010301
72795,3.53188110000e+16,80473021,6,Adalimumab 20mg/0.2ml solution for injection pre-filled syringes,Adalimumab,100mg/1ml,Solution for injection,Subcutaneous,Cytokine Modulators For Chronic Bowel Problems/Cytokine Modulators In Rheumatic Disease/Cytokine Modulators For Eczema And Psoriasis,August 2018,80473021,,,,,,,,,2,10010301
76816,3.64580110000e+16,83228021,2,Adalimumab 80mg/0.8ml solution for injection pre-filled syringes,Adalimumab,100mg/1ml,Solution for injection,Subcutaneous,Cytokine Modulators For Chronic Bowel Problems/Cytokine Modulators In Rheumatic Disease/Cytokine Modulators For Eczema And Psoriasis,July 2019,83228021,,,,,,,,,2,10010301
52833,5007511000001108,10755020,100,Humira 40mg/0.8ml solution for injection pre-filled syringes (AbbVie Ltd),Adalimumab,50mg/1ml,Solution for injection,Subcutaneous,Cytokine Modulators For Chronic Bowel Problems/Cytokine Modulators In Rheumatic Disease/Cytokine Modulators For Eczema And Psoriasis,January 2013,10755020,,,,,,,,,2,10010301
60284,2.39847110000e+16,22922021,36,Golimumab 100mg/1ml solution for injection pre-filled disposable devices,Golimumab,100mg/1ml,Solution for injection,Subcutaneous,Cytokine Modulators For Chronic Bowel Problems/Cytokine Modulators In Rheumatic Disease,June 2014,22922021,,,,,,,,,1,10010301
77842,3.64420110000e+16,83152021,3,Imraldi 40mg/0.8ml solution for injection pre-filled pens (Biogen Idec Ltd),Adalimumab,50mg/1ml,Solution for injection,Subcutaneous,Cytokine Modulators For Chronic Bowel Problems/Cytokine Modulators In Rheumatic Disease/Cytokine Modulators For Eczema And Psoriasis,August 2019,83152021,,,,,,,,,2,10010301
64636,2.89432110000e+16,48093021,8,Inflectra 100mg powder for concentrate for solution for infusion vials (Pfizer Ltd),Infliximab,100mg,Powder for solution for infusion,Intravenous,Products Affecting The Immune Response In Chronic Bowel Problems/Cytokine Modulators For Chronic Bowel Problems/Cytokine Modulators In Rheumatic Disease/Cytokine Modulators For Eczema And Psoriasis,November 2015,48093021,,,,,,,,,3,10010301
35126,2.44875001000e+17,92226020,244,Etanercept 50mg injection solution,Etanercept,50mg,Injection Solution,Subcutaneous Injection,Cytokine Modulators In Rheumatic Disease,February 2009,14709001,,,,,,,,,0,10010301
