prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
30625,202711000001106,49717020,593,Furosemide 20mg tablets (A A H Pharmaceuticals Ltd),Furosemide,20mg,Tablet,Oral,Loop Diuretics,February 2009,415011,,,,,,,,,0,2020200
64677,2.39102110000e+16,21688021,0,Furosemide 40mg tablets (DE Pharmaceuticals),Furosemide,40mg,Tablet,Oral,Loop Diuretics,November 2015,21688021,,,,,,,,,0,2020200
79677,1.33450010000e+16,49712020,2,Furosemide 20mg/2ml Injection (Celltech Pharma Europe Ltd),Furosemide,20mg/2ml,Injection,,Loop Diuretics,January 2020,414011,,,,,,,,,0,2020200
76323,2.89868110000e+16,47986021,16,Furosemide 40mg tablets (Crescent Pharma Ltd),Furosemide,40mg,Tablet,Oral,Loop Diuretics,May 2019,47986021,,,,,,,,,0,2020200
6118,318006003,59421020,46623,Furosemide 20mg/5ml oral solution sugar free,Furosemide,4mg/1ml,Oral solution,Oral,Loop Diuretics,February 2009,2885003,,,,,,,,,0,2020200
19258,3.60615110000e+16,67231020,609,Furosemide 50mg/5ml solution for injection ampoules,Furosemide,10mg/1ml,Solution for injection,Intravenous/Intramuscular,Loop Diuretics,February 2009,4879002,,,,,,,,,0,2020200
11268,3699711000001107,75554020,1540,Torem 2.5mg tablets (Mylan),Torasemide,2.5mg,Tablet,Oral,Loop Diuretics,February 2009,7256001,,,,,,,,,0,2020200
58224,1.20350110000e+16,30609020,4,Furosemide 10mg/5ml oral solution,Furosemide,2mg/1ml,Oral solution,Oral,Loop Diuretics,December 2013,30609020,,,,,,,,,0,2020200
3050,1.07985001000e+17,62148020,40636,Furosemide with triamterene 40mgwith50mg Tablet,Furosemide/Triamterene,40mg + 50mg,Tablet,Oral,Loop Diuretics/Potassium-Sparing Diuretics With Other Diuretics,February 2009,3525001,,,,,,,,,1,2020200
52900,2898811000001106,89326020,1,Furosemide 80mg/8ml solution for injection Minijet pre-filled syringes (UCB Pharma Ltd),Furosemide,10mg/1ml,Solution for injection,Intravenous/Intramuscular,Loop Diuretics,January 2013,13245001,,,,,,,,,0,2020200
55738,5088711000001101,71009020,0,Furosemide 50mg/5ml solution for injection ampoules (Hameln Pharmaceuticals Ltd),Furosemide,10mg/1ml,Solution for injection,Intravenous/Intramuscular,Loop Diuretics,June 2013,5942009,,,,,,,,,0,2020200
3287,1.99505001000e+17,76008020,10231,Furosemide 1mg/ml Oral solution,Furosemide,1mg/ml,Oral Solution,Oral,Loop Diuretics,February 2009,7385001,,,,,,,,,0,2020200
79368,4.41450010000e+16,53570020,20,Furosemide 500mg Tablet (Berk Pharmaceuticals Ltd),Furosemide,500mg,Tablet,Oral,Loop Diuretics,December 2019,1373010,,,,,,,,,0,2020200
74677,3.01339110000e+16,53228021,0,Furosemide 40mg tablets (Mawdsley-Brooks & Company Ltd),Furosemide,40mg,Tablet,Oral,Loop Diuretics,February 2019,53228021,,,,,,,,,0,2020200
14837,855611000001109,83766020,479,Frusol 50mg/5ml oral solution (Rosemont Pharmaceuticals Ltd),Furosemide,10mg/1ml,Oral solution,Oral,Loop Diuretics,February 2009,10605003,,,,,,,,,0,2020200
55,317971007,59419020,7681258,Furosemide 20mg tablets,Furosemide,20mg,Tablet,Oral,Loop Diuretics,February 2009,2885001,,,,,,,,,0,2020200
5728,318007007,75244020,81033,Furosemide 40mg/5ml oral solution sugar free,Furosemide,8mg/1ml,Oral solution,Gastroenteral/Oral,Loop Diuretics,February 2009,7170001,,,,,,,,,0,2020200
66149,1.20875110000e+16,30814020,2,Furosemide 4.5mg/5ml oral solution,Furosemide,900microgram/1ml,Oral solution,Oral,Loop Diuretics,May 2016,30814020,,,,,,,,,0,2020200
31932,689011000001100,56655020,1272,Bumetanide 1mg tablets (C P Pharmaceuticals Ltd),Bumetanide,1mg,Tablet,Oral,Loop Diuretics,February 2009,2171009,,,,,,,,,0,2020200
9431,2.22555001000e+17,83268020,120,Frusemek 40mg+5mg Tablet (Approved Prescription Services Ltd),Amiloride hydrochloride/Furosemide,5mg + 40mg,Tablet,Oral,Loop Diuretics/Potassium-Sparing Diuretics With Other Diuretics,February 2009,10377001,,,,,,,,,1,2020200
18497,1.59455001000e+17,69288020,316,Amiloride 10mg / furosemide 80mg tablets,Amiloride Hydrochloride/Furosemide,10mg + 80mg,Tablets,Oral,Loop Diuretics/Potassium-Sparing Diuretics With Other Diuretics,February 2009,5452003,,,,,,,,,1,2020200
69338,6.02250010000e+16,55561020,6,Furosemide 40mg/5ml sugar free Oral solution (Rosemont Pharmaceuticals Ltd),Furosemide,8mg/1ml,Oral solution,Gastroenteral/Oral,Loop Diuretics,May 2017,1902010,,,,,,,,,0,2020200
26292,8.21550010000e+16,58432020,0,Diuresal 40mg Tablet (Lagap),Furosemide,40mg,Tablet,Oral,Loop Diuretics,February 2009,2635001,,,,,,,,,0,2020200
25334,119611000001105,49716020,80,Furosemide 500mg tablets (A A H Pharmaceuticals Ltd),Furosemide,500mg,Tablet,Oral,Loop Diuretics,February 2009,415010,,,,,,,,,0,2020200
18650,9585001000027100,49199020,364,Edecrin 50mg Tablet (Merck Sharp & Dohme Ltd),Etacrynic Acid,50mg,Tablet,Oral,Loop Diuretics,February 2009,297001,,,,,,,,,0,2020200
12226,3.78750010000e+16,52766020,7068,Burinex 1mg/5ml Oral solution (LEO Pharma),Bumetanide,200microgram/1ml,Oral solution,Oral,Loop Diuretics,February 2009,1166001,,,,,,,,,0,2020200
10422,3.70950010000e+16,52643020,1669,Lasix 50mg/5ml Injection (Hoechst UK Ltd),Furosemide,10mg/1ml,Solution for injection,Intravenous/Intramuscular,Loop Diuretics,February 2009,1132001,,,,,,,,,0,2020200
59911,139011000001107,699020,2,Furosemide 40mg tablets (Alliance Healthcare (Distribution) Ltd),Furosemide,40mg,Tablet,Oral,Loop Diuretics,May 2014,699020,,,,,,,,,0,2020200
