prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
8404,4675001000027100,48575020,1,Ccnu 40mg Capsule (Lundbeck Ltd),Lomustine,40mg,Capsule,Oral,Alkylating Drugs,February 2009,150002,,,,,,,,,0,8010100
47752,374287008,98533020,20,Cyclophosphamide 25mg tablets,Cyclophosphamide,25mg,Tablet,Oral,Alkylating Drugs,September 2012,17901001,,,,,,,,,0,8010100
26580,1.98465001000e+17,75719020,1,Melphalan 100mg/vial Injection,Melphalan Hydrochloride,100mg/vial,Injection,,Alkylating Drugs,February 2009,7302002,,,,,,,,,0,8010100
16838,9.80550010000e+16,60702020,236,Leukeran 2mg Tablet (Wellcome Medical Division),Chlorambucil,2mg,Tablet,Oral,Alkylating Drugs,February 2009,3182001,,,,,,,,,0,8010100
26322,5.45250010000e+16,54839020,8,Cyclophosphamide 100mg injection,Cyclophosphamide,100mg,Injection,,Alkylating Drugs,February 2009,1704001,,,,,,,,,0,8010100
10729,3694111000001105,49235020,849,Endoxana 50mg tablets (Baxter Healthcare Ltd),Cyclophosphamide monohydrate,50mg,Tablet,Oral,Alkylating Drugs,February 2009,303002,,,,,,,,,0,8010100
33385,326773008,69100020,0,Thiotepa 15mg powder for solution for injection vials,Thiotepa,15mg,Powder for solution for injection,Intravesical/Intrapleural/Intraperitoneal/Intravenous/Intrathecal/Intramuscular,Bladder Instillations And Urological Surgery/Alkylating Drugs,February 2009,5400001,,,,,,,,,1,8010100
31193,9785001000027100,49234020,3,Endoxana 10mg Tablet (Baxter Healthcare Ltd),Cyclophosphamide,10mg,Tablet,Oral,Alkylating Drugs,February 2009,303001,,,,,,,,,0,8010100
3984,1.27425001000e+17,64857020,99,Cyclophosphamide 10mg tablets,Cyclophosphamide,10mg,Tablets,Oral,Alkylating Drugs,February 2009,4223001,,,,,,,,,0,8010100
29840,326735009,54844020,19,Cyclophosphamide 1g powder for solution for injection vials,Cyclophosphamide monohydrate,1gram,Powder for solution for injection,Oral/Intravenous,Alkylating Drugs,February 2009,1705001,,,,,,,,,0,8010100
3985,326731000,64858020,20695,Cyclophosphamide 50mg tablets,Cyclophosphamide monohydrate,50mg,Tablet,Oral,Alkylating Drugs,February 2009,4223002,,,,,,,,,0,8010100
75671,400565002,44937021,0,Cyclophosphamide 2g powder for solution for injection vials,Cyclophosphamide monohydrate,2gram,Powder for solution for injection,Intravenous,Alkylating Drugs,April 2019,44937021,,,,,,,,,0,8010100
13604,3965111000001108,49338020,542,Estracyt 140mg capsules (Pfizer Ltd),Estramustine sodium phosphate,140mg,Capsule,Oral,Alkylating Drugs,February 2009,326001,,,,,,,,,0,8010100
32412,1.69705001000e+17,70727020,17,Myleran 500microgram Tablet (Wellcome Medical Division),Busulfan,500microgram,Tablet,Oral,Alkylating Drugs,February 2009,5857001,,,,,,,,,0,8010100
37396,2.24925001000e+17,83937020,5,Myelobromol 125mg Tablet (Durbin Plc),Mitobronitol,125mg,Tablet,Oral,Alkylating Drugs,February 2009,10685001,,,,,,,,,0,8010100
13735,326747003,60881020,726,Estramustine 140mg capsules,Estramustine sodium phosphate,140mg,Capsule,Oral,Alkylating Drugs,February 2009,3224001,,,,,,,,,0,8010100
16105,326734008,54841020,54,Cyclophosphamide 500mg powder for solution for injection vials,Cyclophosphamide monohydrate,500mg,Powder for solution for injection,Intravenous/Oral/Intraarterial/Intrapleural/Intraperitoneal,Alkylating Drugs,February 2009,1704003,,,,,,,,,0,8010100
3874,326723005,70724020,945,Busulfan 2mg tablets,Busulfan,2mg,Tablet,Oral,Cytotoxic Drugs/Alkylating Drugs,February 2009,5856002,,,,,,,,,1,8010100
57939,1.78724110000e+16,98851020,0,Bendamustine 100mg powder for solution for infusion vials,Bendamustine hydrochloride,100mg,Powder for solution for infusion,Intravenous,Cytotoxic Drugs/Alkylating Drugs,December 2013,18064001,,,,,,,,,1,8010100
26119,4.78150010000e+16,54025020,63,Chlormethine 10mg/ml Injection (Sovereign Medical Ltd),Chlormethine Hydrochloride,10mg/ml,Injection,,Alkylating Drugs,February 2009,1491001,,,,,,,,,0,8010100
41281,7553411000001106,87780020,0,Carmustine 7.7mg implant,Carmustine,7.7mg,Implant,Intralesional,Alkylating Drugs,February 2010,12464001,,,,,,,,,0,8010100
26343,1.23615001000e+17,64383020,3,Alkeran 2mg Tablet (Wellcome Medical Division),Melphalan,2mg,Tablet,Oral,Alkylating Drugs,February 2009,4095001,,,,,,,,,0,8010100
37099,3.60417110000e+16,75718020,1,Melphalan 50mg powder and solvent for solution for injection vials,Melphalan hydrochloride,50mg,Powder and solvent for solution for injection,Regional perfusion/Intravenous,Alkylating Drugs,February 2009,7302001,,,,,,,,,0,8010100
5600,326729009,60698020,5198,Chlorambucil 2mg tablets,Chlorambucil,2mg,Tablet,Oral,Alkylating Drugs,February 2009,3181001,,,,,,,,,0,8010100
44309,7258211000001106,49241020,1,Endoxana 1g powder for solution for injection vials (Baxter Healthcare Ltd),Cyclophosphamide monohydrate,1gram,Powder for solution for injection,Oral/Intravenous,Alkylating Drugs,January 2011,304003,,,,,,,,,0,8010100
25848,4665001000027107,48574020,1,Ccnu 10mg Capsule (Lundbeck Ltd),Lomustine,10mg,Capsule,Oral,Alkylating Drugs,February 2009,150001,,,,,,,,,0,8010100
12067,326760009,64039020,16,Lomustine 40mg capsules,Lomustine,40mg,Capsule,Oral,Alkylating Drugs,February 2009,4001002,,,,,,,,,0,8010100
16929,326766003,64379020,366,Melphalan 2mg tablets,Melphalan,2mg,Tablet,Oral,Cytotoxic Drugs/Alkylating Drugs,February 2009,4094001,,,,,,,,,1,8010100
22204,1.69685001000e+17,70723020,113,Busulfan 500micrograms tablets,Busulfan,500micrograms,Tablets,Oral,Alkylating Drugs,February 2009,5856001,,,,,,,,,0,8010100
34728,3.32250010000e+16,52120020,11,Cyclophosphamide 50mg Tablet (Pharmacia Ltd),Cyclophosphamide monohydrate,50mg,Tablet,Oral,Alkylating Drugs,February 2009,1000010,,,,,,,,,0,8010100
24448,326775001,73963020,130,Treosulfan 250mg capsules,Treosulfan,250mg,Capsule,Oral,Alkylating Drugs,February 2009,6803001,,,,,,,,,0,8010100
