prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
39485,1.33996110000e+16,96490020,18593,Senset Skin Cleansing Foam (Vernacare Ltd),,,Not applicable,Route of administration not applicable,Soap Substitute,April 2009,16862001,,,,,,,,,0,13110800
49042,8744011000001109,17853020,12,Dermacolor cleansing lotion (Kryolan UK Ltd),,,Cutaneous emulsion,Cutaneous,Soap Substitute,January 2013,17853020,,,,,,,,,0,13110800
71762,3.48929110000e+16,78937021,110,Clinisan emollient skin cleansing foam (Vernacare Ltd),,,Wash,Cutaneous,Soap Substitute,April 2018,78937021,,,,,,,,,0,13110800
50382,7548811000001101,17716020,137,Veil cleansing cream (Thomas Blake Cosmetic Creams Ltd),,,Not applicable,Route of administration not applicable,Soap Substitute,January 2013,17716020,,,,,,,,,0,13110800
14262,8174311000001104,89526020,6000,E45 Junior foaming bath milk (Reckitt Benckiser Healthcare (UK) Ltd),,,Bath additive,Cutaneous,Soap Substitute,February 2009,13346001,,,,,,,,,0,13110800
26094,7545211000001109,89536020,13,Allergenics Baby wash (Optima Healthcare),,,Not applicable,Route of administration not applicable,Soap Substitute,February 2009,13351001,,,,,,,,,0,13110800
30560,7545011000001104,89516020,638,Allergenics Wash shower gel (Optima Consumer Health Ltd),,,Not applicable,Route of administration not applicable,Soap Substitute,February 2009,13341001,,,,,,,,,0,13110800
67653,8789911000001104,17854020,2,Dermacolor cleansing milk (Kryolan UK Ltd),,,Cutaneous emulsion,Cutaneous,Soap Substitute,September 2016,17854020,,,,,,,,,0,13110800
49161,1.39505110000e+16,17879020,203,E45 Junior hand & body wash (Reckitt Benckiser Healthcare (UK) Ltd),,,Not applicable,Route of administration not applicable,Soap Substitute,January 2013,17879020,,,,,,,,,0,13110800
78610,1.01423110000e+16,27939020,3,Toiletries foam,,,Not applicable,Route of administration not applicable,Soap Substitute,November 2019,27939020,,,,,,,,,0,13110800
47484,1.67031110000e+16,98442020,2,Deb Antimicrobial body wash (Deb Ltd),,,Not applicable,Route of administration not applicable,Soap Substitute,July 2012,17855001,,,,,,,,,0,13110800
32980,9748811000001108,89926020,338,Elena's Trinity soap and shampoo (Elena's Nature Collection Ltd),,,Not applicable,Route of administration not applicable,Soap Substitute,February 2009,13554001,,,,,,,,,0,13110800
36371,1.17879110000e+16,93599020,98,Glycerol 10% wash,Glycerol,100mg/1gram,Wash,Cutaneous,Soap Substitute,February 2009,15400001,,,,,,,,,0,13110800
36341,1.17820110000e+16,93601020,1806,QV 10% wash (Crawford Healthcare Ltd),Glycerol,100mg/1gram,Wash,Cutaneous,Soap Substitute,February 2009,15401001,,,,,,,,,0,13110800
31843,1.01330110000e+16,95820020,109,Readiwash Foam aerosol (Robinson Healthcare),,,Not applicable,Route of administration not applicable,Soap Substitute,February 2009,16522005,,,,,,,,,0,13110800
50417,7546411000001104,17876020,124,Vagisil feminine wash (Combe International Ltd),,,Not applicable,Route of administration not applicable,Soap Substitute,January 2013,17876020,,,,,,,,,0,13110800
