prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
14491,1.34275001000e+17,65690020,416,Phentermine 15mg modified release capsule,Phentermine,15mg,Modified Release Capsules,Oral,Centrally Acting Apetite Suppressants,February 2009,4455001,,,,,,,,,0,4050200
12228,4.23650010000e+16,53321020,908,Ionamin 30mg Modified-release capsule (Torbet Laboratories Ltd),Phentermine,30mg,Modified-Release Capsule,Oral,Centrally Acting Apetite Suppressants,February 2009,1316001,,,,,,,,,0,4050200
2328,1.85825001000e+17,73270020,6729,Dexfenfluramine 15mg capsules,Dexfenfluramine,15mg,Capsules,Oral,Centrally Acting Apetite Suppressants,February 2009,6607001,,,,,,,,,0,4050200
2947,1.05435001000e+17,61809020,2204,Fenfluramine 60mg Capsule,Staphisagria,60mg,Capsule,Oral,Centrally Acting Apetite Suppressants,February 2009,3443001,,,,,,,,,0,4050200
71917,3.45570110000e+16,77326021,2,Naltrexone 8mg / Bupropion 90mg modified-release tablets,Bupropion hydrochloride/Naltrexone hydrochloride,90mg + 8mg,Modified-release tablet,Oral,Centrally Acting Apetite Suppressants,April 2018,77326021,,,,,,,,,0,4050200
3782,8.46050010000e+16,58704020,8441,Ponderax pacaps 60mg Capsule (Servier Laboratories Ltd),Staphisagria,60mg,Capsule,Oral,Centrally Acting Apetite Suppressants,February 2009,2710001,,,,,,,,,0,4050200
8533,1625001000027105,48193020,2681,Apisate Tablet (Wyeth Pharmaceuticals),Diethylpropion Hydrochloride/Nicotinamide/Pyridoxine Hydrochloride/Riboflavin/Thiamine Hydrochloride,,Tablet,Oral,Centrally Acting Apetite Suppressants,February 2009,54001,,,,,,,,,0,4050200
8256,9085001000027104,49142020,1042,Duromine 15mg Modified-release capsule (3M Health Care Ltd),Phentermine,15mg,Modified-Release Capsule,Oral,Centrally Acting Apetite Suppressants,February 2009,285001,,,,,,,,,0,4050200
12511,1.34285001000e+17,65691020,518,Phentermine 30mg modified release capsule,Phentermine,30mg,Modified Release Capsules,Oral,Centrally Acting Apetite Suppressants,February 2009,4455002,,,,,,,,,0,4050200
71869,3.45553110000e+16,77327021,17,Mysimba 8mg/90mg modified-release tablets (Orexigen Therapeutics Ireland Ltd),Bupropion hydrochloride/Naltrexone hydrochloride,90mg + 8mg,Modified-release tablet,Oral,Centrally Acting Apetite Suppressants,April 2018,77327021,,,,,,,,,0,4050200
12032,9095001000027104,49143020,2324,Duromine 30mg Modified-release capsule (3M Health Care Ltd),Phentermine,30mg,Modified-Release Capsule,Oral,Centrally Acting Apetite Suppressants,February 2009,285002,,,,,,,,,0,4050200
12155,1.52350010000e+16,49960020,777,Ionamin 15mg Modified-release capsule (Torbet Laboratories Ltd),Phentermine,15mg,Modified-Release Capsule,Oral,Centrally Acting Apetite Suppressants,February 2009,471001,,,,,,,,,0,4050200
2330,1.85795001000e+17,73267020,20371,Adifax 15mg Capsule (Servier Laboratories Ltd),Dexfenfluramine,15mg,Capsule,Oral,Centrally Acting Apetite Suppressants,February 2009,6606001,,,,,,,,,0,4050200
14392,1.23065001000e+17,64300020,504,Mazindol 2mg Tablet,Mazindol,2mg,Tablet,Oral,Centrally Acting Apetite Suppressants,February 2009,4073001,,,,,,,,,0,4050200
33851,1.99045001000e+17,75890020,55,Diethylpropion 75mg tablets,Diethylpropion Hydrochloride,75mg,Tablets,Oral,Centrally Acting Apetite Suppressants,February 2009,7351001,,,,,,,,,0,4050200
17753,5.37850010000e+16,54755020,475,Teronac 2mg Tablet (Novartis Pharmaceuticals UK Ltd),Mazindol,2mg,Tablet,Oral,Centrally Acting Apetite Suppressants,February 2009,1680001,,,,,,,,,0,4050200
3858,3.10350010000e+16,51869020,10057,Tenuate dospan 75mg Tablet (Marion Merrell Dow Ltd),Diethylpropion Hydrochloride,75mg,Tablet,Oral,Centrally Acting Apetite Suppressants,February 2009,934001,,,,,,,,,0,4050200
