prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
11591,3555011000001108,80845020,457,Resource Thickened Squash syrup,,,Liquid,Oral,Nutritional Supplements For Metabolic Disease,February 2009,9264005,,,,,,,,,0,9040153
74207,3.53950110000e+16,80788021,69,PKU Anamix Junior powder 36g sachets berry (Nutricia Ltd),,,Powder,Oral,Nutritional Supplements For Metabolic Disease,December 2018,80788021,,,,,,,,,0,9040153
72635,3.51466110000e+16,80007021,22,Glytactin Restore 5 oral powder 20g sachets (Flavour Not Specified),,,Powder,Oral,Nutritional Supplements For Metabolic Disease,July 2018,80007021,,,,,,,,,0,9040153
68695,2.89362110000e+16,48592021,1,XPhe jump 10 liquid (Flavour Not Specified),,,Liquid,Oral,Nutritional Supplements For Metabolic Disease,January 2017,48592021,,,,,,,,,0,9040153
39524,1.28813110000e+16,1975021,5,Cystine500 oral powder sachets (Vitaflo International Ltd),L-Cystine,500mg,Not applicable,Route of administration not applicable,Nutritional Supplements For Metabolic Disease,April 2009,20155005,,,,,,,,,0,9040153
65037,7386411000001109,17334020,19,PKU Maxamum oral powder 50g sachets unflavoured (Nutricia Ltd),,,Powder,Oral,Nutritional Supplements For Metabolic Disease,December 2015,17334020,,,,,,,,,0,9040153
54162,1.99505110000e+16,39690020,302,PKU express 20 powder orange (Vitaflo International Ltd),,,Not applicable,Route of administration not applicable,Nutritional Supplements For Metabolic Disease,March 2013,39690020,,,,,,,,,0,9040153
52167,5591411000001101,15235020,320,Resource Junior complete sip feed chocolate (Nestle Health Science),,,Liquid,Oral,Nutritional Supplements For Metabolic Disease,January 2013,15235020,,,,,,,,,0,9040153
73603,3.54002110000e+16,80810021,42,PKU squeezie liquid 85g pouches (Vitaflo International Ltd),,,Liquid,Oral,Nutritional Supplements For Metabolic Disease,November 2018,80810021,,,,,,,,,0,9040153
51946,1.02782110000e+16,28157020,121,Renilon 7.5 liquid apricot (Nutricia Ltd),,,Liquid,Oral,Nutritional Supplements For Metabolic Disease,January 2013,28157020,,,,,,,,,0,9040153
52727,1.45993110000e+16,35504020,157,PKU Anamix Junior LQ liquid berry (Nutricia Ltd),,,Liquid,Oral,Nutritional Supplements For Metabolic Disease,January 2013,35504020,,,,,,,,,0,9040153
57881,2.10021110000e+16,44031020,115,PKU cooler10 liquid (Flavour Not Specified),,,Liquid,Oral,Nutritional Supplements For Metabolic Disease,December 2013,44031020,,,,,,,,,0,9040153
17012,5611511000001108,90376020,519,Valine50 oral powder 4g sachets (Vitaflo International Ltd),,,Powder,Oral,Nutritional Supplements For Metabolic Disease,February 2009,13779005,,,,,,,,,0,9040153
50116,2.09891110000e+16,43928020,565,PKU Anamix Junior powder (Flavour Not Specified),,,Powder,Oral,Nutritional Supplements For Metabolic Disease,January 2013,43928020,,,,,,,,,0,9040153
73792,3.53929110000e+16,80783021,27,Phlexy-10 drink mix 20g sachets apple & blackcurrant (Nutricia Ltd),,,Liquid,Oral,Nutritional Supplements For Metabolic Disease,November 2018,80783021,,,,,,,,,0,9040153
75750,1.11151110000e+16,12250020,1,Scandishake Mix oral powder 85g sachets strawberry (Waymade Healthcare Plc),,,Powder,Oral,Nutritional Supplements For Metabolic Disease/ACBS Products,April 2019,12250020,,,,,,,,,1,9040153
73722,3.53990110000e+16,80804021,46,PKU express20 powder 34g sachets (Flavour Not Specified),,,Not applicable,Route of administration not applicable,Nutritional Supplements For Metabolic Disease,November 2018,80804021,,,,,,,,,0,9040153
17559,4598611000001102,89105020,1316,Generic FlavourPac oral powder 4g sachets,,,Powder,Oral,Nutritional Supplements For Metabolic Disease,February 2009,13131005,,,,,,,,,0,9040153
74526,3.53906110000e+16,80775021,56,PKU gel powder 24g sachets orange (Vitaflo International Ltd),,,Not applicable,Route of administration not applicable,Nutritional Supplements For Metabolic Disease,January 2019,80775021,,,,,,,,,0,9040153
50069,1.10542110000e+16,21435020,202,PKU orange cooler10 liquid (Vitaflo International Ltd),,,Liquid,Oral,Nutritional Supplements For Metabolic Disease,January 2013,21435020,,,,,,,,,0,9040153
65631,3.09319110000e+16,60587021,114,PKU Air15 red liquid (Vitaflo International Ltd),,,Liquid,Oral,Nutritional Supplements For Metabolic Disease,March 2016,60587021,,,,,,,,,0,9040153
8597,499511000001106,69463020,1288,Phlexy-10 500mg capsules (Nutricia Ltd),,,Not applicable,Route of administration not applicable,Nutritional Supplements For Metabolic Disease,February 2009,5497005,,,,,,,,,0,9040153
49343,1.60512110000e+16,21442020,288,PKU red cooler20 liquid (Vitaflo International Ltd),,,Liquid,Oral,Nutritional Supplements For Metabolic Disease,January 2013,21442020,,,,,,,,,0,9040153
21155,152811000001105,65657020,865,PK Aid 4 powder (Nutricia Ltd),,,Powder,Oral,Nutritional Supplements For Metabolic Disease,February 2009,4445005,,,,,,,,,0,9040153
51380,2.10040110000e+16,44033020,1121,PKU cooler20 liquid (Flavour Not Specified),,,Liquid,Oral,Nutritional Supplements For Metabolic Disease,January 2013,44033020,,,,,,,,,0,9040153
50955,9251211000001108,21379020,244,Lophlex powder 27.8g sachets orange (Nutricia Ltd),,,Not applicable,Route of administration not applicable,Nutritional Supplements For Metabolic Disease,January 2013,21379020,,,,,,,,,0,9040153
57985,8164811000001104,13128020,83,Phlexy-10 drink mix tropical surprise (Nutricia Ltd),,,Liquid,Oral,Nutritional Supplements For Metabolic Disease,December 2013,13128020,,,,,,,,,0,9040153
49975,2.09887110000e+16,44080020,50,PKU Anamix Junior LQ liquid (Flavour Not Specified),,,Liquid,Oral,Nutritional Supplements For Metabolic Disease,January 2013,44080020,,,,,,,,,0,9040153
65697,2.89364110000e+16,48593021,24,XPhe jump 10 liquid wild berries (metaX Institut fuer Diaetetik GmbH),,,Liquid,Oral,Nutritional Supplements For Metabolic Disease,March 2016,48593021,,,,,,,,,0,9040153
73050,3.51471110000e+16,80002021,2,Glytactin Complete 15 81g bars fruit frenzy (Cambrooke Therapeutics),,,Not applicable,Route of administration not applicable,Nutritional Supplements For Metabolic Disease,September 2018,80002021,,,,,,,,,0,9040153
62765,1.86556110000e+16,37960020,2,PKU Lophlex LQ 10 liquid orange (Nutricia Ltd),,,Not applicable,Route of administration not applicable,Foods For Special Diets (Borderline Substances)/Nutritional Supplements For Metabolic Disease,April 2015,37960020,,,,,,,,,1,9040153
51919,1.53791110000e+16,36291020,83,Respifor milkshake style liquid chocolate (Nutricia Ltd),,,Liquid,Oral,Nutritional Supplements For Metabolic Disease/Specialised Formulas,January 2013,36291020,,,,,,,,,1,9040153
76402,3.51440110000e+16,79993021,18,Glytactin BetterMilk 15 oral powder 52g sachets strawberry creme (Cambrooke Therapeutics),,,Powder,Oral,Nutritional Supplements For Metabolic Disease,May 2019,79993021,,,,,,,,,0,9040153
51244,9101411000001100,14140020,188,FlavourPac oral powder 4g sachets tropical (Vitaflo International Ltd),,,Powder,Oral,Nutritional Supplements For Metabolic Disease,January 2013,14140020,,,,,,,,,0,9040153
50465,1.86552110000e+16,37958020,149,PKU Lophlex LQ 10 liquid berry (Nutricia Ltd),,,Not applicable,Route of administration not applicable,Nutritional Supplements For Metabolic Disease/ACBS Products,January 2013,37958020,,,,,,,,,1,9040153
5818,3421511000001107,72629020,53558,Generic Scandishake Mix oral powder 85g sachets,,,Powder,Oral,Nutritional Supplements For Metabolic Disease/ACBS Products,February 2009,6418005,,,,,,,,,1,9040153
40287,1.49783110000e+16,4436021,1086,KeyOmega oral powder 4g sachets (Vitaflo International Ltd),,,Powder,Oral,Nutritional Supplements For Metabolic Disease,September 2009,22625005,,,,,,,,,0,9040153
65334,2.89368110000e+16,48595021,10,XPhe jump 10 liquid orange (metaX Institut fuer Diaetetik GmbH),,,Liquid,Oral,Nutritional Supplements For Metabolic Disease,January 2016,48595021,,,,,,,,,0,9040153
61899,2.66276110000e+16,31278021,251,PKU Air20 gold liquid (Vitaflo International Ltd),,,Liquid,Oral,Nutritional Supplements For Metabolic Disease,January 2015,31278021,,,,,,,,,0,9040153
17457,278611000001108,79522020,160,L-Tyrosine powder (Nutricia Ltd),L-Tyrosine,1gram/1gram,Not applicable,Route of administration not applicable,Nutritional Supplements For Metabolic Disease,February 2009,8641005,,,,,,,,,0,9040153
54895,9564411000001104,13001020,91,PKU Anamix Junior powder chocolate (Nutricia Ltd),,,Powder,Oral,Nutritional Supplements For Metabolic Disease,May 2013,13001020,,,,,,,,,0,9040153
78593,3.53927110000e+16,80782021,2,Phlexy-10 drink mix 20g sachets (Flavour Not Specified),,,Liquid,Oral,Nutritional Supplements For Metabolic Disease,November 2019,80782021,,,,,,,,,0,9040153
26640,5609211000001108,89814020,651,Generic Resource Junior complete sip feed,,,Liquid,Oral,Nutritional Supplements For Metabolic Disease,February 2009,13496005,,,,,,,,,0,9040153
52188,9250511000001100,21377020,193,Lophlex powder 27.8g sachets unflavoured (Nutricia Ltd),,,Not applicable,Route of administration not applicable,Nutritional Supplements For Metabolic Disease,January 2013,21377020,,,,,,,,,0,9040153
76718,3.67798110000e+16,86426021,34,PKU explore5 oral powder 12.5g sachets (Vitaflo International Ltd),,,Powder,Oral,Nutritional Supplements For Metabolic Disease,July 2019,86426021,,,,,,,,,0,9040153
51683,423311000001106,13083020,263,PKU gel powder raspberry (Vitaflo International Ltd),,,Not applicable,Route of administration not applicable,Nutritional Supplements For Metabolic Disease,January 2013,13083020,,,,,,,,,0,9040153
51243,4552111000001100,14136020,346,FlavourPac oral powder 4g sachets blackcurrant (Vitaflo International Ltd),,,Powder,Oral,Nutritional Supplements For Metabolic Disease,January 2013,14136020,,,,,,,,,0,9040153
63892,260911000001108,12972020,16,MSUD Maxamum powder orange (Nutricia Ltd),,,Not applicable,Route of administration not applicable,Nutritional Supplements For Metabolic Disease,July 2015,12972020,,,,,,,,,0,9040153
62990,2.66271110000e+16,31276021,192,PKU Air20 liquid (Flavour Not Specified),,,Liquid,Oral,Nutritional Supplements For Metabolic Disease,April 2015,31276021,,,,,,,,,0,9040153
66277,133611000001102,12971020,1,MSUD Maxamum powder unflavoured (Nutricia Ltd),,,Not applicable,Route of administration not applicable,Nutritional Supplements For Metabolic Disease,June 2016,12971020,,,,,,,,,0,9040153
51834,2.09888110000e+16,44083020,125,Respifor milkshake style liquid (Flavour Not Specified),,,Liquid,Oral,Nutritional Supplements For Metabolic Disease/Specialised Formulas,January 2013,44083020,,,,,,,,,1,9040153
73898,3.53934110000e+16,80785021,8,Phlexy-10 drink mix 20g sachets tropical surprise (Nutricia Ltd),,,Liquid,Oral,Nutritional Supplements For Metabolic Disease,December 2018,80785021,,,,,,,,,0,9040153
52363,1.86558110000e+16,37961020,22,PKU Lophlex LQ 10 liquid tropical (Nutricia Ltd),,,Not applicable,Route of administration not applicable,Foods For Special Diets (Borderline Substances)/Nutritional Supplements For Metabolic Disease,January 2013,37961020,,,,,,,,,1,9040153
29914,427511000001105,78122020,335,HCU Maxamum powder (Nutricia Ltd),,,Powder,Oral,Nutritional Supplements For Metabolic Disease/ACBS Products,February 2009,8106005,,,,,,,,,1,9040153
50822,2.09863110000e+16,44025020,94,Lophlex powder 27.8g sachets (Flavour Not Specified),,,Not applicable,Route of administration not applicable,Nutritional Supplements For Metabolic Disease,January 2013,44025020,,,,,,,,,0,9040153
74235,1.28956110000e+16,33147020,2,Cystine 500mg oral powder sachets,L-Cystine,500mg,Not applicable,Route of administration not applicable,Nutritional Supplements For Metabolic Disease,January 2019,33147020,,,,,,,,,0,9040153
52361,1.86554110000e+16,37959020,43,PKU Lophlex LQ 10 liquid citrus (Nutricia Ltd),,,Not applicable,Route of administration not applicable,Foods For Special Diets (Borderline Substances)/Nutritional Supplements For Metabolic Disease,January 2013,37959020,,,,,,,,,1,9040153
58103,842911000001109,12156020,4,PKU Maxamaid powder unflavoured (Nutricia Ltd),,,Powder,Oral,Nutritional Supplements For Metabolic Disease,December 2013,12156020,,,,,,,,,0,9040153
55120,1.99507110000e+16,39691020,94,PKU express 20 powder tropical (Vitaflo International Ltd),,,Not applicable,Route of administration not applicable,Nutritional Supplements For Metabolic Disease,May 2013,39691020,,,,,,,,,0,9040153
15900,3554911000001108,80843020,249,Resource Thickened Squash custard,,,Liquid,Oral,Nutritional Supplements For Metabolic Disease,February 2009,9263005,,,,,,,,,0,9040153
68689,1.28955110000e+16,33145020,0,Leucine 100mg oral powder sachets,L-Leucine,100mg,Not applicable,Route of administration not applicable,Nutritional Supplements For Metabolic Disease,January 2017,33145020,,,,,,,,,0,9040153
33759,118611000001101,78120020,8,HCU Maxamaid powder (Nutricia Ltd),,,Powder,Oral,Nutritional Supplements For Metabolic Disease,February 2009,8105005,,,,,,,,,0,9040153
52016,1.45996110000e+16,35505020,83,PKU Anamix Junior LQ liquid orange (Nutricia Ltd),,,Liquid,Oral,Nutritional Supplements For Metabolic Disease,January 2013,35505020,,,,,,,,,0,9040153
