prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
72898,2.09719110000e+16,42170020,0,Trifluoperazine 1mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd),Trifluoperazine hydrochloride,200microgram/1ml,Oral solution,Oral,First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,August 2018,42170020,,,,,,,,1,4065400
1245,321548006,67235020,193989,Trifluoperazine 5mg tablets,Trifluoperazine hydrochloride,5mg,Tablet,Oral,First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,February 2009,4880002,,,,,,,,1,4065400
79495,3.57490110000e+16,81912021,1,Vertigon 25mg tablets (Manx Healthcare Ltd),Promethazine teoclate,25mg,Tablet,Oral,Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,December 2019,81912021,,,,,,,,0,4065400
39887,97511000001109,96911020,78394,Stemetil 5mg tablets (Sanofi),Prochlorperazine maleate,5mg,Tablet,Oral,First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,August 2009,17078001,,,,,,,,1,4065400
989,322157007,66293020,30976,Promethazine teoclate 25mg tablets,Promethazine teoclate,25mg,Tablet,Oral,Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,February 2009,4617001,,,,,,,,0,4065400
1990,322150009,66241020,12637,Prochlorperazine 25mg suppositories,Prochlorperazine maleate,25mg,Suppository,Rectal,First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,February 2009,4604001,,,,,,,,1,4065400
1998,320777001,72203020,113471,Promethazine 5mg/5ml oral solution sugar free,Promethazine hydrochloride,1mg/1ml,Oral solution,Oral,Sedating Antihistamines/Hypnotics/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,February 2009,6297001,,,,,,,,2,4065400
71037,2.09704110000e+16,42181020,0,Cyclizine 50mg tablets (Alliance Healthcare (Distribution) Ltd),Cyclizine hydrochloride,50mg,Tablet,Oral,Products Used Against Nausea And Vertigo/Post-Operative Nausea And Vomiting/Products Used Against Nausea And Vertigo - Motion Sickness/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products/Other Products For Meniere Disease,December 2017,42181020,,,,,,,,4,4065400
77890,3.41537110000e+16,75210021,0,Droperidol 2.5mg/1ml solution for injection ampoules (Panpharma UK Ltd),Droperidol,2.5mg/1ml,Solution for injection,Intravenous,Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,August 2019,75210021,,,,,,,,0,4065400
31889,8000511000001100,82130020,159,Ziz 10mg tablets (Chatfield Laboratories),Promethazine hydrochloride,10mg,Tablet,Oral,Sedating Antihistamines/Hypnotics/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,February 2009,9873001,,,,,,,,2,4065400
32122,1.06776110000e+16,54878020,61,Prochlorperazine 12.5mg/1ml solution for injection ampoules (Advanz Pharma),Prochlorperazine mesilate,12.5mg/1ml,Solution for injection,Intramuscular,First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,February 2009,1712009,,,,,,,,1,4065400
73095,3.55771110000e+16,80842021,15,Cyclizine 50mg/1ml solution for injection ampoules (Hameln Pharmaceuticals Ltd),Cyclizine lactate,50mg/1ml,Solution for injection,Intravenous/Intramuscular,Products Used Against Nausea And Vertigo/Post-Operative Nausea And Vomiting/Products Used Against Nausea And Vertigo - Motion Sickness/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products/Other Products For Meniere Disease,September 2018,80842021,,,,,,,,4,4065400
68942,3.00787110000e+16,53428021,0,Prochlorperazine 5mg tablets (DE Pharmaceuticals),Prochlorperazine maleate,5mg,Tablet,Oral,First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,March 2017,53428021,,,,,,,,1,4065400
73148,1.60633110000e+16,4127020,0,Prochlorperazine 5mg tablets (Bristol Laboratories Ltd),Prochlorperazine maleate,5mg,Tablet,Oral,First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,September 2018,4127020,,,,,,,,1,4065400
13145,3.61433110000e+16,75977020,19448,Trifluoperazine 1mg/5ml oral solution sugar free,Trifluoperazine hydrochloride,200microgram/1ml,Oral solution,Oral,First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,February 2009,7376002,,,,,,,,1,4065400
40001,344011000001102,96913020,2242,Stemetil 5mg/5ml syrup (Sanofi),Prochlorperazine mesilate,1mg/1ml,Oral solution,Oral,First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,August 2009,17079001,,,,,,,,1,4065400
48215,5333811000001105,66943020,0,Cinnarizine 15mg tablets (Mylan),Cinnarizine,15mg,Tablet,Oral,Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,December 2012,4801009,,,,,,,,0,4065400
75600,1.20194110000e+16,30361020,4,Cinnarizine 15mg/5ml oral suspension,Cinnarizine,3mg/1ml,Oral suspension,Oral,Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,April 2019,30361020,,,,,,,,0,4065400
61592,1.34831110000e+16,75609020,3,Prochlorperazine 5mg tablets (Almus Pharmaceuticals Ltd),Prochlorperazine maleate,5mg,Tablet,Oral,First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,November 2014,7268009,,,,,,,,1,4065400
1355,69311000001106,51720020,174441,Stugeron 15mg tablets (Johnson & Johnson Ltd),Cinnarizine,15mg,Tablet,Oral,Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,February 2009,900001,,,,,,,,0,4065400
62980,1.31490110000e+16,34115020,6,Promethazine 25mg/5ml oral solution,Promethazine hydrochloride,5mg/1ml,Oral solution,Oral,Sedating Antihistamines/Hypnotics/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,April 2015,34115020,,,,,,,,2,4065400
6036,3.60216110000e+16,66245020,20667,Prochlorperazine 5mg/5ml oral solution,Prochlorperazine mesilate,1mg/1ml,Oral solution,Oral,First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,February 2009,4605001,,,,,,,,1,4065400
14364,3.60215110000e+16,91364020,10011,Prochlorperazine 12.5mg/1ml solution for injection ampoules,Prochlorperazine mesilate,12.5mg/1ml,Solution for injection,Intramuscular,First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,February 2009,14275001,,,,,,,,1,4065400
55838,1.98589110000e+16,39299020,7,Phenergan 25mg tablets (Lexon (UK) Ltd),Promethazine hydrochloride,25mg,Tablet,Oral,Hypnotics/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,August 2013,39299020,,,,,,,,1,4065400
85,322144004,66237020,3674597,Prochlorperazine 5mg tablets,Prochlorperazine maleate,5mg,Tablet,Oral,First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,February 2009,4603001,,,,,,,,1,4065400
66165,2.98009110000e+16,52227021,0,Cyclizine 50mg tablets (Sigma Pharmaceuticals Plc),Cyclizine hydrochloride,50mg,Tablet,Oral,Products Used Against Nausea And Vertigo/Post-Operative Nausea And Vomiting/Products Used Against Nausea And Vertigo - Motion Sickness/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products/Other Products For Meniere Disease,May 2016,52227021,,,,,,,,4,4065400
77571,2.18516110000e+16,47312020,14,Prochlorperazine 5mg tablets (Waymade Healthcare Plc),Prochlorperazine maleate,5mg,Tablet,Oral,First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,August 2019,47312020,,,,,,,,1,4065400
54153,1.60733110000e+16,36802020,3,Cyclizine 50mg suppositories,Cyclizine hydrochloride,50mg,Suppository,Rectal,Products Used Against Nausea And Vertigo/Post-Operative Nausea And Vomiting/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products/Other Products For Meniere Disease,March 2013,36802020,,,,,,,,3,4065400
41663,148011000001103,55746020,110,Trifluoperazine 5mg tablets (A A H Pharmaceuticals Ltd),Trifluoperazine hydrochloride,5mg,Tablet,Oral,First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,March 2010,1947009,,,,,,,,1,4065400
34484,174711000001105,60269020,7,Cinnarizine 15mg tablets (A A H Pharmaceuticals Ltd),Cinnarizine,15mg,Tablet,Oral,Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,February 2009,3085009,,,,,,,,0,4065400
73904,1.54364110000e+16,36265020,29,Cyclizine 25mg suppositories,Cyclizine hydrochloride,25mg,Suppository,Rectal,Products Used Against Nausea And Vertigo/Post-Operative Nausea And Vomiting/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products/Other Products For Meniere Disease,December 2018,36265020,,,,,,,,3,4065400
14356,766011000001103,91368020,15149,Stemetil 12.5mg/1ml solution for injection ampoules (Sanofi),Prochlorperazine mesilate,12.5mg/1ml,Solution for injection,Intramuscular,First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,February 2009,14277001,,,,,,,,1,4065400
80551,3.60425110000e+16,82682021,0,Prochlorperazine 5mg tablets (Medreich Plc),Prochlorperazine maleate,5mg,Tablet,Oral,First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,April 2020,82682021,,,,,,,,1,4065400
75426,2.18437110000e+16,47307020,0,Cinnarizine 15mg tablets (Waymade Healthcare Plc),Cinnarizine,15mg,Tablet,Oral,Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,April 2019,47307020,,,,,,,,0,4065400
7768,398911000001103,57296020,2375,Cinaziere 15mg tablets (Ashbourne Pharmaceuticals Ltd),Cinnarizine,15mg,Tablet,Oral,Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,February 2009,2323001,,,,,,,,0,4065400
40162,73711000001104,55747020,19,Trifluoperazine 1mg tablets (A A H Pharmaceuticals Ltd),Trifluoperazine hydrochloride,1mg,Tablet,Oral,First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,August 2009,1947010,,,,,,,,1,4065400
62609,2.19089110000e+16,47308020,3,Cyclizine 50mg tablets (Teva UK Ltd),Cyclizine hydrochloride,50mg,Tablet,Oral,Products Used Against Nausea And Vertigo/Post-Operative Nausea And Vomiting/Products Used Against Nausea And Vertigo - Motion Sickness/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products/Other Products For Meniere Disease,March 2015,47308020,,,,,,,,4,4065400
67805,2.15775110000e+16,45465020,240,Stelazine 1mg tablets (Imported (South Africa)),Trifluoperazine hydrochloride,1mg,Tablet,Oral,First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products,October 2016,45465020,,,,,,,,1,4065400
62464,2.05117110000e+16,41916020,2,Cyclizine 50mg tablets (Advanz Pharma),Cyclizine hydrochloride,50mg,Tablet,Oral,Products Used Against Nausea And Vertigo/Post-Operative Nausea And Vomiting/Products Used Against Nausea And Vertigo - Motion Sickness/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products/Other Products For Meniere Disease,March 2015,41916020,,,,,,,,4,4065400
