prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
2913,4013211000001105,58228020,1270,Anodesyn suppositories (Thornton & Ross Ltd),Allantoin/Lidocaine hydrochloride,10.25mg + 10.25mg,Suppository,Rectal,Soothing Haemorrhoid Products,February 2009,2573002,,,,,,,,,0,1070100
42781,5037111000001107,91486020,103,H+care haemorrhoid relief cream (Nelsons),,,Cream,Rectal,Soothing Haemorrhoid Products,June 2010,14336001,,,,,,,,,0,1070100
10082,4015911000001100,81902020,3952,Germoloids ointment (Bayer Plc),Zinc oxide/Lidocaine hydrochloride,66mg/1gram + 7mg/1gram,Ointment,Rectal/Cutaneous,Soothing Haemorrhoid Products,February 2009,9770002,,,,,,,,,0,1070100
10173,4107211000001105,84221020,418,Hamamelis water 50% gel,Hamamelis water,500mg/1gram,Gel,Cutaneous,Soothing Haemorrhoid Products,February 2009,10819001,,,,,,,,,0,1070100
44736,3876111000001102,81905020,282,Zinc oxide 283.5mg / Lidocaine 13.2mg suppositories,Lidocaine hydrochloride/Zinc oxide,13.2mg + 283.5mg,Suppository,Rectal,Soothing Haemorrhoid Products,March 2011,9771001,,,,,,,,,0,1070100
23012,615001000027101,48065020,1,Alcos-anal Ointment (Norgine Pharmaceuticals Ltd),Chlorothymol/Hydroxypolyethoxydodecane/Sodium Oleate,,Ointment,Rectal,Soothing Haemorrhoid Products,February 2009,23001,,,,,,,,,0,1070100
55960,4517811000001103,14127020,0,Germoloids Complete (Bayer Plc),,,Not applicable,Route of administration not applicable,Soothing Haemorrhoid Products,August 2013,14127020,,,,,,,,,0,1070100
58408,1.17724110000e+16,29995020,31,Zinc oxide 6.6% / Lidocaine 0.6% ointment,Zinc oxide/Lidocaine,66mg/1gram + 6mg/1gram,Ointment,Rectal/Cutaneous,Soothing Haemorrhoid Products,December 2013,29995020,,,,,,,,,0,1070100
63544,3391611000001105,11452020,155,Generic Anusol suppositories,Peru Balsam/Bismuth subgallate/Zinc oxide/Bismuth oxide,49mg + 59mg + 296mg + 24mg,Suppository,Rectal,Soothing Haemorrhoid Products,July 2015,11452020,,,,,,,,,0,1070100
11908,3861811000001109,70062020,608,Allantoin 0.5% / Lidocaine 0.5% ointment,Allantoin/Lidocaine hydrochloride,5mg/1gram + 5mg/1gram,Ointment,Rectal,Soothing Haemorrhoid Products,February 2009,5666001,,,,,,,,,0,1070100
30091,1.68755001000e+17,70590020,3,Bismodyne Suppository (Manufacturer unknown),Bismuth subgallate,300mg,Suppository,Rectal,Soothing Haemorrhoid Products,February 2009,5818001,,,,,,,,,0,1070100
36914,2.42565001000e+17,90682020,89,50% Wipes (Pfizer Consumer Healthcare Ltd),Hamamelis Liquid Extract,50%,Wipes,Topical,Soothing Haemorrhoid Products,February 2009,13933001,,,,,,,,,0,1070100
1702,652211000001108,72535020,108355,Anusol ointment (Church & Dwight UK Ltd),Bismuth oxide/Zinc oxide/Bismuth subgallate/Peru Balsam,8.75mg/1gram + 107.5mg/1gram + 22.5mg/1gram + 18.75mg/1gram,Ointment,Cutaneous/Rectal,Soothing Haemorrhoid Products/Anal Fissure Management,February 2009,6393002,,,,,,,,,1,1070100
9936,3867711000001105,81903020,5591,Germoloids suppositories (Bayer Plc),Lidocaine hydrochloride/Zinc oxide,13.2mg + 283.5mg,Suppository,Rectal,Soothing Haemorrhoid Products,February 2009,9770003,,,,,,,,,0,1070100
44721,2.42545001000e+17,90680020,5,Hamamelis water 50% wipes,Hamamelis Liquid Extract,50%,Wipes,,Soothing Haemorrhoid Products,February 2011,13932001,,,,,,,,,0,1070100
32039,9822711000001104,89968020,66,Care Haemorrhoid Relief ointment (Thornton & Ross Ltd),Allantoin/Lidocaine hydrochloride,5mg/1gram + 5mg/1gram,Ointment,Rectal,Soothing Haemorrhoid Products,February 2009,13575001,,,,,,,,,0,1070100
4696,1.81375001000e+17,72529020,9785,Zinc oxide with soothing agents cream,Peru Balsam/Zinc Oxide/Bismuth Oxide,,Cream,Topical,Soothing Haemorrhoid Products,February 2009,6392001,,,,,,,,,0,1070100
6141,2.20735001000e+17,82684020,3746,Preparation H Gel (Pfizer Consumer Healthcare Ltd),Hamamelis water,500mg/1gram,Gel,Cutaneous,Soothing Haemorrhoid Products,February 2009,10120003,,,,,,,,,0,1070100
13157,400584004,74899020,2036,Lauromacrogol 400 5% / Heparinoid 0.2% rectal ointment,Heparinoid/Lauromacrogol 400,2mg/1gram + 50mg/1gram,Rectal ointment,Rectal,Soothing Haemorrhoid Products,February 2009,7074001,,,,,,,,,0,1070100
17500,4017911000001105,70063020,276,Allantoin 10.25mg / Lidocaine 10.25mg suppositories,Allantoin/Lidocaine hydrochloride,10.25mg + 10.25mg,Suppository,Rectal,Soothing Haemorrhoid Products,February 2009,5666002,,,,,,,,,0,1070100
31624,5023811000001108,89451020,20,Antimony 400micrograms/100g ointment (Weleda (UK) Ltd),,,Ointment,Cutaneous,Soothing Haemorrhoid Products,February 2009,13308001,,,,,,,,,0,1070100
42778,5035311000001101,89449020,18,Antimony 400micrograms/100g ointment,,,Ointment,Cutaneous,Soothing Haemorrhoid Products,June 2010,13307001,,,,,,,,,0,1070100
28160,4138311000001105,81858020,287,Zinc oxide 6.6% / Lidocaine 0.7% cream,Zinc oxide/Lidocaine hydrochloride,66mg/1gram + 7mg/1gram,Cream,Rectal/Cutaneous,Soothing Haemorrhoid Products,February 2009,9751002,,,,,,,,,0,1070100
28078,4018011000001107,81859020,75,Zinc oxide 6.6% / Lidocaine 0.7% ointment,Zinc oxide/Lidocaine hydrochloride,66mg/1gram + 7mg/1gram,Ointment,Rectal/Cutaneous,Soothing Haemorrhoid Products,February 2009,9751003,,,,,,,,,0,1070100
54488,1.17691110000e+16,29990020,18,Boots Haemorrhoid Relief suppositories (The Boots Company Plc),Hydroxyethyl salicylate/Benzyl alcohol/Zinc oxide/Methyl salicylate,100mg + 50mg + 200mg + 10mg,Suppository,Rectal,Soothing Haemorrhoid Products,April 2013,29990020,,,,,,,,,0,1070100
25796,2.17935001000e+17,81857020,14,Lidocaine hcl with zinc oxide and other ingredients Cream 0.65%,Zinc Oxide/Lidocaine,0.65%,Cream,Topical,Soothing Haemorrhoid Products,February 2009,9751001,,,,,,,,,0,1070100
6842,1.81395001000e+17,72531020,5822,Zinc oxide with soothing agents suppository,Peru Balsam/Zinc Oxide/Bismuth Oxide/Bismuth Subgallate,,Suppository,Rectal,Soothing Haemorrhoid Products,February 2009,6392003,,,,,,,,,0,1070100
1579,777211000001103,72536020,279447,Anusol suppositories (Church & Dwight UK Ltd),Peru Balsam/Bismuth subgallate/Zinc oxide/Bismuth oxide,49mg + 59mg + 296mg + 24mg,Suppository,Rectal,Soothing Haemorrhoid Products,February 2009,6393003,,,,,,,,,0,1070100
48943,4093611000001106,13686020,830,Preparation H 50% clear gel (Pfizer Consumer Healthcare Ltd),Hamamelis water,500mg/1gram,Gel,Cutaneous,Soothing Haemorrhoid Products,January 2013,13686020,,,,,,,,,0,1070100
3868,3058811000001108,58617020,35257,Anacal rectal ointment (Thornton & Ross Ltd),Heparinoid/Lauromacrogol 400,2mg/1gram + 50mg/1gram,Rectal ointment,Rectal,Soothing Haemorrhoid Products,February 2009,2687001,,,,,,,,,0,1070100
9549,4021411000001101,81867020,2707,Hemocane cream (Boston Healthcare Ltd),Benzoic acid/Bismuth oxide/Cinnamic acid/Lidocaine hydrochloride/Zinc oxide,4mg/1gram + 20mg/1gram + 4.5mg/1gram + 6.5mg/1gram + 100mg/1gram,Cream,Rectal/Cutaneous,Soothing Haemorrhoid Products,February 2009,9754001,,,,,,,,,0,1070100
9644,2.20725001000e+17,82682020,7470,Preparation H Ointment (Pfizer Consumer Healthcare Ltd),Shark liver oil/Yeast cell extract,30mg/1gram + 10mg/1gram,Ointment,Cutaneous/Rectal,Soothing Haemorrhoid Products,February 2009,10120001,,,,,,,,,0,1070100
49471,3885311000001100,13549020,1682,Preparation H ointment (Pfizer Consumer Healthcare Ltd),Shark liver oil/Yeast cell extract,30mg/1gram + 10mg/1gram,Ointment,Cutaneous/Rectal,Soothing Haemorrhoid Products,January 2013,13549020,,,,,,,,,0,1070100
5517,3854411000001101,58227020,3682,Anodesyn ointment (Thornton & Ross Ltd),Allantoin/Lidocaine hydrochloride,5mg/1gram + 5mg/1gram,Ointment,Rectal,Soothing Haemorrhoid Products,February 2009,2573001,,,,,,,,,0,1070100
53246,1.17687110000e+16,29996020,26,Haemorrhoid Relief ointment (The Boots Company Plc),Zinc oxide/Lidocaine,66mg/1gram + 6mg/1gram,Ointment,Rectal/Cutaneous,Soothing Haemorrhoid Products,January 2013,29996020,,,,,,,,,0,1070100
24370,3898111000001108,82678020,97,Shark liver oil 3% / Yeast cell extract 1% ointment,Shark liver oil/Yeast cell extract,30mg/1gram + 10mg/1gram,Ointment,Cutaneous/Rectal,Soothing Haemorrhoid Products,February 2009,10119001,,,,,,,,,0,1070100
65104,3391511000001106,11451020,9,Generic Anusol ointment,Bismuth oxide/Zinc oxide/Bismuth subgallate/Peru Balsam,8.75mg/1gram + 107.5mg/1gram + 22.5mg/1gram + 18.75mg/1gram,Ointment,Cutaneous/Rectal,Soothing Haemorrhoid Products/Anal Fissure Management,January 2016,11451020,,,,,,,,,1,1070100
22360,2.41795001000e+17,89787020,51,Haemorrhoid Cream (A A H Pharmaceuticals Ltd),Zinc Oxide/Lidocaine,,Cream,Topical,Soothing Haemorrhoid Products,February 2009,13481001,,,,,,,,,0,1070100
5960,4133211000001105,81901020,6275,Germoloids cream (Bayer Plc),Zinc oxide/Lidocaine hydrochloride,66mg/1gram + 7mg/1gram,Cream,Rectal/Cutaneous,Soothing Haemorrhoid Products,February 2009,9770001,,,,,,,,,0,1070100
4756,1.81385001000e+17,72530020,2602,Zinc oxide with soothing agents ointment,Peru Balsam/Zinc Oxide/Bismuth Oxide/Bismuth Subgallate,,Ointment,Rectal,Soothing Haemorrhoid Products,February 2009,6392002,,,,,,,,,0,1070100
