prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
65459,1.80796110000e+16,67432020,18,Methylphenidate 10mg tablets (Kent Pharmaceuticals Ltd),Methylphenidate hydrochloride,10mg,Tablet,Oral,CNS Stimulants And Products Used For Attention Deficit Hyperactivity Disorder (ADHD),February 2016,4934009,,,,,,,,,0,4040000
76609,1.17177110000e+16,29831020,1,Dexamfetamine 2.5mg/5ml oral suspension,Dexamfetamine sulfate,500microgram/1ml,Oral suspension,Oral,CNS Stimulants And Products Used For Attention Deficit Hyperactivity Disorder (ADHD),June 2019,29831020,,,,,,,,,0,4040000
63874,2.77860110000e+16,31399021,2282,Xenidate XL 18mg tablets (Mylan),Methylphenidate hydrochloride,18mg,Modified-release tablet,Oral,CNS Stimulants And Products Used For Attention Deficit Hyperactivity Disorder (ADHD),July 2015,31399021,,,,,,,,,0,4040000
48029,2.48395001000e+17,93648020,0,Caffeine oral solution,Caffeine Citrate,,Oral Liquid,Oral,CNS Stimulants And Products Used For Attention Deficit Hyperactivity Disorder (ADHD),November 2012,15425001,,,,,,,,,0,4040000
6107,3.61235110000e+16,83439020,34954,Methylphenidate 18mg modified-release tablets,Methylphenidate hydrochloride,18mg,Modified-release tablet,Oral,CNS Stimulants And Products Used For Attention Deficit Hyperactivity Disorder (ADHD),February 2009,10450001,,,,,,,,,0,4040000
55169,426412009,11063020,5689,Lisdexamfetamine 50mg capsules,Lisdexamfetamine dimesylate,50mg,Capsule,Oral,CNS Stimulants And Products Used For Attention Deficit Hyperactivity Disorder (ADHD),May 2013,11063020,,,,,,,,,0,4040000
6868,9098811000001104,88950020,65695,Equasym XL 20mg capsules (Shire Pharmaceuticals Ltd),Methylphenidate hydrochloride,20mg,Modified-release capsule,Oral,CNS Stimulants And Products Used For Attention Deficit Hyperactivity Disorder (ADHD),February 2009,13053001,,,,,,,,,0,4040000
67156,432677009,11098020,1345,Lisdexamfetamine 40mg capsules,Lisdexamfetamine dimesylate,40mg,Capsule,Oral,CNS Stimulants And Products Used For Attention Deficit Hyperactivity Disorder (ADHD),August 2016,11098020,,,,,,,,,0,4040000
14129,407041009,87886020,8281,Atomoxetine 18mg capsules,Atomoxetine hydrochloride,18mg,Capsule,Oral,CNS Stimulants And Products Used For Attention Deficit Hyperactivity Disorder (ADHD),February 2009,12517001,,,,,,,,,0,4040000
19944,3682211000001109,86413020,2261,Provigil 100mg tablets (Teva UK Ltd),Modafinil,100mg,Tablet,Oral,CNS Stimulants And Products Used For Attention Deficit Hyperactivity Disorder (ADHD),February 2009,11801001,,,,,,,,,0,4040000
70004,3.40028110000e+16,73895021,184,Delmosart 54mg modified-release tablets (Actavis UK Ltd),Methylphenidate hydrochloride,54mg,Modified-release tablet,Oral,CNS Stimulants And Products Used For Attention Deficit Hyperactivity Disorder (ADHD),September 2017,73895021,,,,,,,,,0,4040000
13238,2.40345001000e+17,88975020,817,Dexamfetamine 1mg/ml oral liquid,Dexamfetamine Sulphate,1mg/ml,Oral Liquid,Oral,CNS Stimulants And Products Used For Attention Deficit Hyperactivity Disorder (ADHD),February 2009,13066001,,,,,,,,,0,4040000
37097,1.12731110000e+16,93309020,7128,Medikinet 5mg tablets (Flynn Pharma Ltd),Methylphenidate hydrochloride,5mg,Tablet,Oral,CNS Stimulants And Products Used For Attention Deficit Hyperactivity Disorder (ADHD),February 2009,15254001,,,,,,,,,0,4040000
78517,1.58351110000e+16,36623020,5,Adderall XR 10mg capsules (Imported (United States)),Amfetamine/Dexamfetamine,5mg + 5mg,Modified-release capsule,Oral,CNS Stimulants And Products Used For Attention Deficit Hyperactivity Disorder (ADHD),November 2019,36623020,,,,,,,,,0,4040000
65320,3.01969110000e+16,53959021,436,Atomoxetine 4mg/ml oral solution sugar free,Atomoxetine hydrochloride,4mg/1ml,Oral solution,Oral,CNS Stimulants And Products Used For Attention Deficit Hyperactivity Disorder (ADHD),January 2016,53959021,,,,,,,,,0,4040000
23173,205811000001105,86351020,116,Tranquilyn 10mg tablets (Genesis Pharmaceuticals Ltd),Methylphenidate hydrochloride,10mg,Tablet,Oral,CNS Stimulants And Products Used For Attention Deficit Hyperactivity Disorder (ADHD),February 2009,11770001,,,,,,,,,0,4040000
49392,1.58520110000e+16,36614020,4,Amfetamine 10mg / Dexamfetamine 10mg modified-release capsules,Amfetamine/Dexamfetamine,10mg + 10mg,Modified-release capsule,Oral,CNS Stimulants And Products Used For Attention Deficit Hyperactivity Disorder (ADHD),January 2013,36614020,,,,,,,,,0,4040000
2027,1.55875001000e+17,68684020,1864,Pemoline 20mg tablets,Pemoline,20mg,Tablets,Oral,CNS Stimulants And Products Used For Attention Deficit Hyperactivity Disorder (ADHD),February 2009,5282001,,,,,,,,,0,4040000
80435,3.73876110000e+16,88597021,0,Concerta XL 18mg tablets (CST Pharma Ltd),Methylphenidate hydrochloride,18mg,Modified-release tablet,Oral,CNS Stimulants And Products Used For Attention Deficit Hyperactivity Disorder (ADHD),April 2020,88597021,,,,,,,,,0,4040000
70164,3.40024110000e+16,73894021,271,Delmosart 27mg modified-release tablets (Actavis UK Ltd),Methylphenidate hydrochloride,27mg,Modified-release tablet,Oral,CNS Stimulants And Products Used For Attention Deficit Hyperactivity Disorder (ADHD),September 2017,73894021,,,,,,,,,0,4040000
14848,3.61243110000e+16,88946020,6119,Methylphenidate 30mg modified-release capsules,Methylphenidate hydrochloride,30mg,Modified-release capsule,Oral,CNS Stimulants And Products Used For Attention Deficit Hyperactivity Disorder (ADHD),February 2009,13051001,,,,,,,,,0,4040000
56336,2.19640110000e+16,47667020,5858,Elvanse 50mg capsules (Shire Pharmaceuticals Ltd),Lisdexamfetamine dimesylate,50mg,Capsule,Oral,CNS Stimulants And Products Used For Attention Deficit Hyperactivity Disorder (ADHD),August 2013,47667020,,,,,,,,,0,4040000
19289,3.47250010000e+16,52307020,410,Volital 20mg Tablet (Laboratories For Applied Biology Ltd),Pemoline,20mg,Tablet,Oral,CNS Stimulants And Products Used For Attention Deficit Hyperactivity Disorder (ADHD),February 2009,1042001,,,,,,,,,0,4040000
9738,322012000,62359020,60688,Dexamfetamine 5mg tablets,Dexamfetamine sulfate,5mg,Tablet,Oral,CNS Stimulants And Products Used For Attention Deficit Hyperactivity Disorder (ADHD),February 2009,3577001,,,,,,,,,0,4040000
71787,2.80129110000e+16,43055021,30,Methylphenidate 5mg/5ml oral suspension,Methylphenidate hydrochloride,1mg/1ml,Oral suspension,Oral,CNS Stimulants And Products Used For Attention Deficit Hyperactivity Disorder (ADHD),April 2018,43055021,,,,,,,,,0,4040000
