prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
75161,3.60499110000e+16,11008020,1,Iron sucrose 50mg/2.5ml solution for injection vials,Iron sucrose,20mg/1ml,Solution for injection,Intravenous,Parenteral Iron,March 2019,11008020,,,,,,,,,0,9010102
69448,2.34128110000e+16,20106021,1,Iron isomaltoside 1000 100mg/2ml solution for injection ampoules,Iron isomaltoside 1000,50mg/1ml,Solution for injection,Intravenous,Parenteral Iron,May 2017,20106021,,,,,,,,,0,9010102
12887,1.09950010000e+16,49380020,567,Venofer 100mg/5ml Injection (Syner-Med (Pharmaceutical Products) Ltd),Iron Sucrose,100mg/5ml,Injection,Intravenous Injection,Parenteral Iron,February 2009,338001,,,,,,,,,0,9010102
11947,1.48950010000e+16,49920020,423,Imferon 50mg/ml Injection,Iron Dextran,50mg/ml,Injection,,Parenteral Iron,February 2009,461001,,,,,,,,,0,9010102
47791,1.36394110000e+16,95077020,28,Iron dextran 500mg/10ml solution for injection ampoules,Iron dextran,50mg/1ml,Solution for injection,Intravenous/Intramuscular,Parenteral Iron,September 2012,16149001,,,,,,,,,0,9010102
26757,1.99385001000e+17,75967020,160,Iron sucrose 100mg/5ml Injection,Iron Sucrose,100mg/5ml,Injection,Intravenous Injection,Parenteral Iron,February 2009,7373001,,,,,,,,,0,9010102
46439,1.37574110000e+16,95296020,6,Ferric carboxymaltose 100mg/2ml solution for injection vials,Ferric carboxymaltose,50mg/1ml,Solution for injection,Intravenous,Parenteral Iron,November 2011,16259001,,,,,,,,,0,9010102
60539,2.43928110000e+16,24093021,146,Ferinject 1000mg/20ml solution for injection vials (Vifor Pharma UK Ltd),Ferric carboxymaltose,50mg/1ml,Solution for injection,Intravenous,Parenteral Iron,July 2014,24093021,,,,,,,,,0,9010102
50063,1.85385110000e+16,37915020,105,Venofer 100mg/5ml solution for injection vials (Vifor Pharma UK Ltd),Iron sucrose,20mg/1ml,Solution for injection,Intravenous,Parenteral Iron,January 2013,37915020,,,,,,,,,0,9010102
46685,1.80233110000e+16,98923020,19,Monofer 500mg/5ml solution for injection vials (Pharmacosmos UK Ltd),Iron isomaltoside 1000,100mg/1ml,Solution for injection,Intravenous,Parenteral Iron,January 2012,18100001,,,,,,,,,0,9010102
79900,1.80236110000e+16,98919020,1,Iron isomaltoside 1000 1g/10ml solution for injection vials,Iron isomaltoside 1000,100mg/1ml,Solution for injection,Intravenous,Parenteral Iron,February 2020,18098001,,,,,,,,,0,9010102
45669,1.80229110000e+16,98921020,35,Monofer 100mg/1ml solution for injection vials (Pharmacosmos UK Ltd),Iron isomaltoside 1000,100mg/1ml,Solution for injection,Intravenous,Parenteral Iron,July 2011,18099001,,,,,,,,,0,9010102
40518,1.37525110000e+16,95298020,63,Ferinject 100mg/2ml solution for injection vials (Vifor Pharma UK Ltd),Ferric carboxymaltose,50mg/1ml,Solution for injection,Intravenous,Parenteral Iron,October 2009,16260001,,,,,,,,,0,9010102
8666,1.76115001000e+17,71697020,20,Iron dextran 50mg/ml Injection,Iron Dextran,50mg/ml,Injection,,Parenteral Iron,February 2009,6148001,,,,,,,,,0,9010102
13283,134648007,78864020,1349,Iron dextran 100mg/2ml solution for injection ampoules,Iron dextran,50mg/1ml,Solution for injection,Intramuscular/Intravenous,Parenteral Iron,February 2009,8367001,,,,,,,,,0,9010102
47962,1.80237110000e+16,98925020,22,Monofer 1g/10ml solution for injection vials (Pharmacosmos UK Ltd),Iron isomaltoside 1000,100mg/1ml,Solution for injection,Intravenous,Parenteral Iron,November 2012,18101001,,,,,,,,,0,9010102
60982,1.37575110000e+16,95302020,3,Ferric carboxymaltose 500mg/10ml solution for injection vials,Ferric carboxymaltose,50mg/1ml,Solution for injection,Intravenous,Parenteral Iron,August 2014,16262001,,,,,,,,,0,9010102
60981,2.44077110000e+16,24092021,3,Ferric carboxymaltose 1g/20ml solution for injection vials,Ferric carboxymaltose,50mg/1ml,Solution for injection,Intravenous,Parenteral Iron,August 2014,24092021,,,,,,,,,0,9010102
39897,1.37528110000e+16,95304020,40,Ferinject 500mg/10ml solution for injection vials (Vifor Pharma UK Ltd),Ferric carboxymaltose,50mg/1ml,Solution for injection,Intravenous,Parenteral Iron,August 2009,16263001,,,,,,,,,0,9010102
11835,4554511000001104,78939020,2966,CosmoFer 100mg/2ml solution for injection ampoules (Pharmacosmos UK Ltd),Iron dextran,50mg/1ml,Solution for injection,Intramuscular/Intravenous,Parenteral Iron,February 2009,8391001,,,,,,,,,0,9010102
41874,1.36290110000e+16,95079020,22,CosmoFer 500mg/10ml solution for injection ampoules (Pharmacosmos UK Ltd),Iron dextran,50mg/1ml,Solution for injection,Intravenous/Intramuscular,Parenteral Iron,April 2010,16150001,,,,,,,,,0,9010102
46212,1.80228110000e+16,98915020,0,Iron isomaltoside 1000 100mg/1ml solution for injection vials,Iron isomaltoside 1000,100mg/1ml,Solution for injection,Intravenous,Parenteral Iron,October 2011,18096001,,,,,,,,,0,9010102
49961,1.85397110000e+16,37914020,28,Iron sucrose 100mg/5ml solution for injection vials,Iron sucrose,20mg/1ml,Solution for injection,Intravenous,Parenteral Iron,January 2013,37914020,,,,,,,,,0,9010102
67360,2.34129110000e+16,20107021,14,Diafer 100mg/2ml solution for injection ampoules (Pharmacosmos UK Ltd),Iron isomaltoside 1000,50mg/1ml,Solution for injection,Intravenous,Parenteral Iron,August 2016,20107021,,,,,,,,,0,9010102
