prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
61875,348501006,9686020,558,Estriol 0.01% cream,Estriol,100microgram/1gram,Cream,Vaginal,Oestrogens, Topical,January 2015,9686020,,,,,,,,0,7020150
4830,353132008,69185020,121296,Estriol 0.1% cream,Estriol,1mg/1gram,Cream,Vaginal,Oestrogens, Topical,February 2009,5424001,,,,,,,,0,7020150
64052,2.80911110000e+16,43136021,19,Estriol 0.01% cream with applicator (A A H Pharmaceuticals Ltd),,,Not applicable,Route of administration not applicable,Oestrogens, Topical,August 2015,43136021,,,,,,,,0,7020150
78907,3.74999110000e+16,89125021,7,Imvaggis 0.03mg pessaries (Besins Healthcare (UK) Ltd),Estriol,30microgram,Pessary,Vaginal,Oestrogens, Topical,November 2019,89125021,,,,,,,,0,7020150
4183,416511000001102,58570020,48438,Ortho-Gynest 500microgram pessaries (Janssen-Cilag Ltd),Estriol,500microgram,Pessary,Vaginal,Oestrogens, Topical,February 2009,2673001,,,,,,,,0,7020150
51206,1.13860110000e+16,9708020,1,Ovestin 1mg cream (Waymade Healthcare Plc),Estriol,1mg/1gram,Cream,Vaginal,Oestrogens, Topical,January 2013,9708020,,,,,,,,0,7020150
63519,2.79921110000e+16,40770021,5,Estriol 0.01% cream with applicator (Marlborough Pharmaceuticals Ltd),,,Not applicable,Route of administration not applicable,Oestrogens, Topical,June 2015,40770021,,,,,,,,0,7020150
5198,3408711000001103,69318020,180909,Estriol 0.01% cream with applicator,,,Not applicable,Route of administration not applicable,Oestrogens, Topical,February 2009,5459001,,,,,,,,0,7020150
52655,1.46712110000e+16,9707020,182,Ortho-Gynest 500microgram pessaries (Sigma Pharmaceuticals Plc),Estriol,500microgram,Pessary,Vaginal,Oestrogens, Topical,January 2013,9707020,,,,,,,,0,7020150
2641,623311000001109,53182020,353990,Ovestin 1mg cream (Aspen Pharma Trading Ltd),Estriol,1mg/1gram,Cream,Vaginal,Oestrogens, Topical,February 2009,1277001,,,,,,,,0,7020150
57922,1.39436110000e+16,9710020,0,Ovestin 1mg cream (DE Pharmaceuticals),Estriol,1mg/1gram,Cream,Vaginal,Oestrogens, Topical,December 2013,9710020,,,,,,,,0,7020150
78959,3.75015110000e+16,89124021,22,Estriol 30microgram pessaries,Estriol,30microgram,Pessary,Vaginal,Oestrogens, Topical,December 2019,89124021,,,,,,,,0,7020150
62027,2.79250110000e+16,31378021,9,Estriol 0.01% cream (Alliance Healthcare (Distribution) Ltd),Estriol,100microgram/1gram,Cream,Vaginal,Oestrogens, Topical,January 2015,31378021,,,,,,,,0,7020150
41935,3194611000001101,97886020,53144,Gynest 0.01% cream with applicator (Marlborough Pharmaceuticals Ltd),,,Not applicable,Route of administration not applicable,Oestrogens, Topical,April 2010,17574001,,,,,,,,0,7020150
8181,353131001,69186020,13690,Estriol 500microgram pessaries,Estriol,500microgram,Pessary,Vaginal,Oestrogens, Topical,February 2009,5424002,,,,,,,,0,7020150
62320,2.73274110000e+16,31379021,2,Estriol 0.01% cream (Marlborough Pharmaceuticals Ltd),Estriol,100microgram/1gram,Cream,Vaginal,Oestrogens, Topical,February 2015,31379021,,,,,,,,0,7020150
76506,1.46736110000e+16,9711020,1,Ovestin 1mg cream (Sigma Pharmaceuticals Plc),Estriol,1mg/1gram,Cream,Vaginal,Oestrogens, Topical,May 2019,9711020,,,,,,,,0,7020150
