prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
15911,3.60297110000e+16,86913020,3948,Octreotide 20mg powder and solvent for suspension for injection vials,Octreotide acetate,20mg,Powder and solvent for suspension for injection,Intramuscular,Somatostatin Analogues,February 2009,12026002,,,,,,,,,0,8030403
56943,3.60300110000e+16,39319020,305,Octreotide 50micrograms/1ml solution for injection ampoules,Octreotide acetate,50microgram/1ml,Solution for injection,Subcutaneous/Intravenous,Somatostatin Analogues,August 2013,39319020,,,,,,,,,0,8030403
14919,4014911000001104,82433020,2409,Somatuline Autogel 60mg/0.3ml solution for injection pre-filled syringes (Ipsen Ltd),Lanreotide acetate,200mg/1ml,Solution for injection,Subcutaneous,Somatostatin Analogues,February 2009,10005001,,,,,,,,,0,8030403
52503,1.98419110000e+16,39225020,68,Octreotide 500micrograms/1ml solution for injection pre-filled syringes,Octreotide acetate,500microgram/1ml,Solution for injection,Subcutaneous/Intravenous,Somatostatin Analogues,January 2013,39225020,,,,,,,,,0,8030403
14277,4153811000001107,86922020,5126,Sandostatin LAR 30mg powder and solvent for suspension for injection vials (Novartis Pharmaceuticals UK Ltd),Octreotide acetate,30mg,Powder and solvent for suspension for injection,Intramuscular,Somatostatin Analogues,February 2009,12029003,,,,,,,,,0,8030403
56110,3.60294110000e+16,39320020,806,Octreotide 100micrograms/1ml solution for injection ampoules,Octreotide acetate,100microgram/1ml,Solution for injection,Subcutaneous/Intravenous,Somatostatin Analogues,August 2013,39320020,,,,,,,,,0,8030403
50606,1.99002110000e+16,39445020,604,Lanreotide 90mg/0.5ml solution for injection pre-filled syringes,Lanreotide acetate,180mg/1ml,Solution for injection,Subcutaneous,Somatostatin Analogues,January 2013,39445020,,,,,,,,,0,8030403
8133,3812311000001108,72624020,2580,Sandostatin 100micrograms/1ml solution for injection ampoules (Novartis Pharmaceuticals UK Ltd),Octreotide acetate,100microgram/1ml,Solution for injection,Subcutaneous/Intravenous,Somatostatin Analogues,February 2009,6417002,,,,,,,,,0,8030403
20593,4026911000001104,82427020,1125,Lanreotide 60mg/0.3ml solution for injection pre-filled syringes,Lanreotide acetate,200mg/1ml,Solution for injection,Subcutaneous,Somatostatin Analogues,February 2009,10002001,,,,,,,,,0,8030403
51939,1.27810110000e+16,32916020,163,Octreotide 500micrograms/1ml solution for injection vials,Octreotide acetate,500microgram/1ml,Solution for injection,Intravenous/Subcutaneous,Somatostatin Analogues,January 2013,32916020,,,,,,,,,0,8030403
25452,3.60295110000e+16,86912020,904,Octreotide 10mg powder and solvent for suspension for injection vials,Octreotide acetate,10mg,Powder and solvent for suspension for injection,Intramuscular,Somatostatin Analogues,February 2009,12026001,,,,,,,,,0,8030403
74849,1.49328110000e+16,75775020,74,Octreotide 50micrograms/1ml solution for injection ampoules (Sun Pharmaceutical Industries Europe B.V.),Octreotide acetate,50microgram/1ml,Solution for injection,Subcutaneous/Intravenous,Somatostatin Analogues,February 2019,7317009,,,,,,,,,0,8030403
25712,4027011000001100,82431020,4512,Lanreotide 120mg/0.5ml solution for injection pre-filled syringes,Lanreotide acetate,240mg/1ml,Solution for injection,Subcutaneous,Somatostatin Analogues,February 2009,10004001,,,,,,,,,0,8030403
56221,3.60299110000e+16,39321020,617,Octreotide 500micrograms/1ml solution for injection ampoules,Octreotide acetate,500microgram/1ml,Solution for injection,Subcutaneous/Intravenous,Somatostatin Analogues,August 2013,39321020,,,,,,,,,0,8030403
3679,3.05375001000e+17,72620020,2314,Octreotide 500microgram/ml Injection,Octreotide,500microgram/ml,Injection,Subcutaneous Injection,Somatostatin Analogues,February 2009,6416003,,,,,,,,,0,8030403
9832,3.05365001000e+17,72619020,5470,Octreotide 100microgram/ml Injection,Octreotide,100microgram/ml,Injection,Subcutaneous Injection,Somatostatin Analogues,February 2009,6416002,,,,,,,,,0,8030403
48636,1.27809110000e+16,32914020,166,Octreotide 100micrograms/1ml solution for injection vials,Octreotide acetate,100microgram/1ml,Solution for injection,Intravenous/Subcutaneous,Somatostatin Analogues,January 2013,32914020,,,,,,,,,0,8030403
