prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
77243,1.33774110000e+16,74970020,0,Zinc sulfate 220mg capsules (A A H Pharmaceuticals Ltd),Zinc sulfate,220mg,Capsule,Oral,Nutritional Supplements/Zinc,July 2019,7094009,,,,,,,,,1,9050400
14968,2.33995001000e+17,86332020,438,Redoxon double action 1000mg+10mg Effervescent tablet (Roche Consumer Health),Ascorbic Acid/Zinc Citrate,1000mg+10mg,Effervescent Tablet,Oral,Zinc/Vitamin C,February 2009,11762001,,,,,,,,,1,9050400
13801,1.32405001000e+17,65465020,257,Zinc sulphate monohydrate modified release capsules,Zinc Sulphate Monohydrate,,Modified Release Capsules,Oral,Zinc,February 2009,4390001,,,,,,,,,0,9050400
3659,2972211000001106,65471020,7374,Zincomed 220mg capsules (RPH Pharmaceuticals AB),Zinc sulfate,220mg,Capsule,Oral,Zinc,February 2009,4392001,,,,,,,,,0,9050400
21561,1.25626110000e+16,86333020,50,Redoxon Double Action Vitamin C and Zinc chewable tablets (Bayer Plc),Zinc citrate/Ascorbic acid,5mg + 500gram,Chewable tablet,Oral,Zinc/Vitamin C,February 2009,11762002,,,,,,,,,1,9050400
63648,1.72388110000e+16,13947020,8,Lamberts Zinc 50mg capsules (Lamberts Healthcare Ltd),Zinc citrate,50mg,Capsule,Oral,Zinc,July 2015,13947020,,,,,,,,,0,9050400
58551,2.19206110000e+16,47547020,9,Zinc sulfate 220mg capsules (Waymade Healthcare Plc),Zinc sulfate,220mg,Capsule,Oral,Zinc,January 2014,47547020,,,,,,,,,0,9050400
71903,7596611000001109,17990020,1,Ascorbic acid 60mg / Zinc oxide 15mg tablets,Ascorbic acid/Zinc oxide,60mg + 15mg,Tablet,Oral,Zinc/Vitamin C,April 2018,17990020,,,,,,,,,1,9050400
38060,8799111000001103,93163020,9,Zinc sulfate 50mg capsules,Zinc sulfate,50mg,Capsule,Oral,Zinc,February 2009,15180001,,,,,,,,,0,9050400
24062,1.25645110000e+16,86329020,738,Ascorbic acid 500mg / Zinc citrate 5mg chewable tablets sugar free,Zinc citrate/Ascorbic acid,5mg + 500gram,Chewable tablet,Oral,Zinc/Vitamin C,February 2009,11761002,,,,,,,,,1,9050400
52391,1.72808110000e+16,37340020,173,Zinc citrate 15mg tablets,Zinc citrate,15mg,Tablet,Oral,Zinc,January 2013,37340020,,,,,,,,,0,9050400
57119,1.30180110000e+16,33725020,1,Zinc sulfate 65mg/5ml oral solution,Zinc sulfate,13mg/1ml,Oral solution,Oral,Zinc,September 2013,33725020,,,,,,,,,0,9050400
3008,4.57750010000e+16,53771020,2068,Z span spansule Spansule (Goldshield Pharmaceuticals Ltd),Zinc Sulphate Monohydrate,,Spansule,Oral,Zinc,February 2009,1425001,,,,,,,,,0,9050400
51813,4289211000001101,13944020,176,Zinc citrate 50mg capsules,Zinc citrate,50mg,Capsule,Oral,Zinc,January 2013,13944020,,,,,,,,,0,9050400
2261,3657111000001106,65468020,20833,Solvazinc 125mg effervescent tablets (Galen Ltd),Zinc sulfate monohydrate,125mg,Effervescent tablet,Oral,Zinc,February 2009,4391001,,,,,,,,,0,9050400
3789,329235009,65462020,26266,Zinc sulfate 220mg capsules,Zinc sulfate,220mg,Capsule,Oral,Zinc,February 2009,4389001,,,,,,,,,0,9050400
78210,7687911000001106,13993020,11,Solgar Zinc Citrate 30mg capsules (Solgar Vitamin and Herb),Zinc citrate,30mg,Capsule,Oral,Zinc,October 2019,13993020,,,,,,,,,0,9050400
61405,9857111000001104,21827020,3,Lloydspharmacy Zinc 15mg tablets (Lloyds Pharmacy Ltd),Zinc oxide,15mg,Tablet,Oral,Nutritional Supplements/Zinc,October 2014,21827020,,,,,,,,,1,9050400
22352,2.21735001000e+17,82989020,53,Zinc with vitamins tablets,Zinc Oxide/Vitamin A/Ascorbic Acid/Alpha Tocopherol,,Tablets,Oral,Zinc/Multivitamin And Multimineral Preparations,February 2009,10257001,,,,,,,,,1,9050400
15849,4349911000001107,86686020,860,Zinc citrate 30mg capsules,Zinc citrate,30mg,Capsule,Oral,Zinc,February 2009,11924001,,,,,,,,,0,9050400
53245,7721711000001103,18211020,21,Zinc gluconate 50mg tablets,Zinc gluconate,50mg,Tablet,Oral,Zinc,January 2013,18211020,,,,,,,,,0,9050400
78793,1.30175110000e+16,33715020,1,Zinc sulfate 15mg/5ml oral solution,Zinc sulfate,3mg/1ml,Oral solution,Oral,Zinc,November 2019,33715020,,,,,,,,,0,9050400
50546,9864811000001108,21826020,4,Zinc oxide 15mg tablets,Zinc oxide,15mg,Tablet,Oral,Nutritional Supplements/Zinc,January 2013,21826020,,,,,,,,,1,9050400
3964,329232007,65459020,28028,Zinc sulfate monohydrate 125mg effervescent tablets sugar free,Zinc sulfate monohydrate,125mg,Effervescent tablet,Oral,Zinc,February 2009,4388001,,,,,,,,,0,9050400
48853,1.25615110000e+16,32237020,10,Redoxon Double Action Vitamin C and Zinc effervescent tablets blackcurrant (Bayer Plc),Zinc citrate/Ascorbic acid,10mg + 1gram,Effervescent tablet,Oral,Zinc/Vitamin C,January 2013,32237020,,,,,,,,,1,9050400
49513,1.25631110000e+16,32240020,206,Redoxon All-Day Defence Vitamin C and Zinc modified-release capsules (Bayer Plc),Zinc citrate/Ascorbic acid,5mg + 500mg,Modified-release capsule,Oral,Zinc/Vitamin C,January 2013,32240020,,,,,,,,,1,9050400
68239,7850111000001107,18312020,1,Solgar Chelated Zinc 22mg tablets (Solgar Vitamin and Herb),Zinc glycinate,22mg,Tablet,Oral,Zinc,November 2016,18312020,,,,,,,,,0,9050400
28583,2.14515001000e+17,80760020,12,Strepsils zinc defence 3mg + 12mg Lozenge (Crookes Healthcare Ltd),Zinc Gluconate/Ascorbic Acid,3mg+12mg,Lozenge,Oromucosal,Zinc/Vitamin C,February 2009,9225001,,,,,,,,,1,9050400
71685,1.30173110000e+16,33711020,1,Zinc sulfate 10mg/5ml oral solution,Zinc sulfate,2mg/1ml,Oral solution,Oral,Zinc,February 2018,33711020,,,,,,,,,0,9050400
70614,1.30179110000e+16,33723020,1,Zinc sulfate 44mg/5ml oral solution,Zinc sulfate,8.8mg/1ml,Oral solution,Oral,Zinc,November 2017,33723020,,,,,,,,,0,9050400
6158,2.33975001000e+17,86328020,1862,Ascorbic acid 1000mg with Zinc 10mg effervescent tablets,Ascorbic Acid/Zinc Citrate,1000mg + 10mg,Effervescent Tablet,Oral,Zinc/Vitamin C,February 2009,11761001,,,,,,,,,1,9050400
61518,7589211000001104,17991020,10,Boots Vitamin C and Zinc tablets (The Boots Company Plc),Ascorbic acid/Zinc oxide,60mg + 15mg,Tablet,Oral,Zinc/Vitamin C,October 2014,17991020,,,,,,,,,1,9050400
52863,1.25746110000e+16,32238020,224,Redoxon Double Action Vitamin C and Zinc effervescent tablets orange (Bayer Plc),Zinc citrate/Ascorbic acid,10mg + 1gram,Effervescent tablet,Oral,Zinc/Vitamin C,January 2013,32238020,,,,,,,,,1,9050400
22965,2.40885001000e+17,89423020,86,Zinc citrate 50mg capsules,Zinc Citrate,50mg,Capsules,Oral,Zinc,February 2009,13294001,,,,,,,,,0,9050400
6956,2.21795001000e+17,83003020,494,Ocuvite Tablet (Intrapharm Laboratories Ltd),Zinc Oxide/Vitamin A/Ascorbic Acid/Alpha Tocopherol,,Tablet,Oral,Zinc/Multivitamin And Multimineral Preparations,February 2009,10264001,,,,,,,,,1,9050400
48605,1.25644110000e+16,32236020,573,Ascorbic acid 1g / Zinc citrate 10mg effervescent tablets sugar free,Zinc citrate/Ascorbic acid,10mg + 1gram,Effervescent tablet,Oral,Zinc/Vitamin C,January 2013,32236020,,,,,,,,,1,9050400
48850,1.25646110000e+16,32239020,200,Ascorbic acid 500mg / Zinc citrate 5mg modified-release capsules,Zinc citrate/Ascorbic acid,5mg + 500mg,Modified-release capsule,Oral,Zinc/Vitamin C,January 2013,32239020,,,,,,,,,1,9050400
61520,2.10368110000e+16,43869020,0,Zing 220mg capsules (Ennogen Healthcare Ltd),Zinc sulfate,220mg,Capsule,Oral,Zinc,October 2014,43869020,,,,,,,,,0,9050400
77529,7875311000001104,18311020,1,Zinc glycinate 22mg tablets,Zinc glycinate,22mg,Tablet,Oral,Zinc,August 2019,18311020,,,,,,,,,0,9050400
19301,2.42585001000e+17,90688020,140,Zinc oxide 15mg tablets,Zinc Oxide,15mg,Tablets,Oral,Zinc,February 2009,13936001,,,,,,,,,0,9050400
