prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
34171,1.48650010000e+16,49917020,32,Labetalol 100mg Tablet (C P Pharmaceuticals Ltd),Labetalol hydrochloride,100mg,Tablet,Oral,Beta-Adrenoceptor Blockers,February 2009,00460009,,,,,,,,,0,2040000
8113,318413005,59925020,46821,Acebutolol 200mg capsules,Acebutolol hydrochloride,200mg,Capsule,Oral,Beta-Adrenoceptor Blockers,February 2009,03007002,,,,,,,,,0,2040000
30400,1.20285001000e+17,63851020,84,Mepranix 100mg Tablet (Ashbourne Pharmaceuticals Ltd),Metoprolol tartrate,100mg,Tablet,Oral,Beta-Adrenoceptor Blockers,February 2009,03956002,,,,,,,,,0,2040000
19182,852111000001108,55394020,5407,Atenolol 50mg tablets (IVAX Pharmaceuticals UK Ltd),Atenolol,50mg,Tablet,Oral,Beta-Adrenoceptor Blockers,February 2009,01856009,,,,,,,,,0,2040000
74076,1.38012110000e+16,75699020,1,Nebivolol 5mg tablets (PLIVA Pharma Ltd),Nebivolol hydrochloride,5mg,Tablet,Oral,Beta-Adrenoceptor Blockers,December 2018,07296009,,,,,,,,,0,2040000
3588,349611000001108,68353020,78358,Monocor 5mg tablets (Wyeth Pharmaceuticals),Bisoprolol fumarate,5mg,Tablet,Oral,Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products/Myocardial Infarction Management,February 2009,05191001,,,,,,,,,2,2040000
37725,594311000001107,60353020,7,Co-tenidone 100mg/25mg tablets (Mylan),Atenolol/Chlortalidone,100mg + 25mg,Tablet,Oral,Thiazides And Related Diuretics/Beta-Adrenoceptor Blockers,February 2009,03104010,,,,,,,,,1,2040000
17783,7.51950010000e+16,57624020,6,Spiroprop Tablet (Pharmacia Ltd),Spironolactone/Propranolol Hydrochloride,,Tablet,Oral,Beta-Adrenoceptor Blockers,February 2009,02402001,,,,,,,,,0,2040000
21873,629011000001109,63762020,3638,Atenix Co 50 tablets (Ashbourne Pharmaceuticals Ltd),Atenolol/Chlortalidone,50mg + 12.5mg,Tablet,Oral,Thiazides And Related Diuretics/Beta-Adrenoceptor Blockers,February 2009,03929001,,,,,,,,,1,2040000
69334,1.48815001000e+17,67628020,2,Bendroflumethiazide 5mg with Nadolol 80mg tablets,Bendroflumethiazide/Nadolol,,,,Thiazides And Related Diuretics/Beta-Adrenoceptor Blockers,May 2017,04987002,,,,,,,,,1,2040000
24083,853911000001104,62681020,600,Bisoprolol 5mg tablets (Teva UK Ltd),Bisoprolol fumarate,5mg,Tablet,Oral,Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products,February 2009,03651009,,,,,,,,,1,2040000
5,318420003,60153020,19089077,Atenolol 50mg tablets,Atenolol,50mg,Tablet,Oral,Beta-Adrenoceptor Blockers,February 2009,03059002,,,,,,,,,0,2040000
6066,3.59032110000e+16,67919020,92338,Atenolol 25mg/5ml oral solution sugar free,Atenolol,5mg/1ml,Oral solution,Oral,Beta-Adrenoceptor Blockers,February 2009,05070001,,,,,,,,,0,2040000
70161,8727111000001102,20831020,1,Sotalol 40mg/5ml oral solution,Sotalol hydrochloride,8mg/1ml,Oral solution,Oral,Products For Arrhythmias/Beta-Adrenoceptor Blockers,September 2017,20831020,,,,,,,,,1,2040000
75010,1.62350010000e+16,50076020,140,Metoprolol tartrate 50mg Tablet (C P Pharmaceuticals Ltd),Metoprolol tartrate,50mg,Tablet,Oral,Beta-Adrenoceptor Blockers,February 2019,00499009,,,,,,,,,0,2040000
15730,1.82185001000e+17,72692020,1263,Totamol 100mg Tablet (C P Pharmaceuticals Ltd),Atenolol,100mg,Tablet,Oral,Beta-Adrenoceptor Blockers,February 2009,06437002,,,,,,,,,0,2040000
68881,1.66324110000e+16,98589020,505,Metoprolol 12.5mg capsules,Metoprolol tartrate,12.5mg,Capsule,Oral,Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine,February 2017,17930001,,,,,,,,,1,2040000
28177,1.56755001000e+17,68841020,716,Hydrochlorothiazide with atenolol and amiloride Capsule,Amiloride Hydrochloride/Atenolol/Hydrochlorothiazide,,Capsule,Oral,Thiazides And Related Diuretics/Beta-Adrenoceptor Blockers,February 2009,05328001,,,,,,,,,1,2040000
73809,1.85062110000e+16,1112020,0,Bisoprolol 1.25mg tablets (Almus Pharmaceuticals Ltd),Bisoprolol fumarate,1.25mg,Tablet,Oral,Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products,November 2018,01112020,,,,,,,,,1,2040000
14117,873111000001104,72243020,1587,Eucardic 3.125mg tablets (Roche Products Ltd),Carvedilol,3.125mg,Tablet,Oral,Beta-Adrenoceptor Blockers,February 2009,06308003,,,,,,,,,0,2040000
18414,334711000001101,72241020,3795,Eucardic 12.5mg tablets (Roche Products Ltd),Carvedilol,12.5mg,Tablet,Oral,Beta-Adrenoceptor Blockers,February 2009,06308001,,,,,,,,,0,2040000
