prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
66565,2.18767110000e+16,47488020,0,Quinine bisulfate 300mg tablets (Waymade Healthcare Plc),Quinine bisulfate,300mg,Tablet,Oral,Treatment Of Malaria/Skeletal Muscle Relaxants,June 2016,47488020,,,,,,,,,1,10020200
38207,8432011000001109,89960020,12,Dantrolene 100mg/5ml oral suspension,Dantrolene sodium,20mg/1ml,Oral suspension,Oral,Skeletal Muscle Relaxants,February 2009,13571001,,,,,,,,,0,10020200
29054,1.24355001000e+17,64485020,13,Methocarbamol with aspirin Tablet,Methocarbamol/Aspirin,,Tablet,Oral,Non-Opioid And Compound Analgesics/Skeletal Muscle Relaxants,February 2009,4125001,,,,,,,,,1,10020200
12124,3.60976110000e+16,75134020,2156,Diazepam 10mg/2ml solution for injection ampoules,Diazepam,5mg/1ml,Solution for injection,Intravenous/Intramuscular,Benzodiazepines/Products Used In Status Epilepticus/Febrile Convulsions/Skeletal Muscle Relaxants/Benzodiazepines (Peri-Operative)/Therapy Of Convulsions Due To Poisoning,February 2009,7141002,,,,,,,,,5,10020200
12038,1.01095001000e+17,61186020,4585,Chlormezanone 200mg tablets,Chlormezanone,200mg,Tablets,Oral,Anxiolytics/Skeletal Muscle Relaxants,February 2009,3296001,,,,,,,,,1,10020200
31480,2.12085001000e+17,79915020,1,Balgifen 10mg Tablet (Berk Pharmaceuticals Ltd),Baclofen,10mg,Tablet,Oral,Skeletal Muscle Relaxants,February 2009,8823001,,,,,,,,,0,10020200
12849,1.38932110000e+16,75307020,6274,Diazepam 10mg/5ml oral suspension,Diazepam,2mg/1ml,Oral suspension,Oral,Benzodiazepines/Products Used In Status Epilepticus/Febrile Convulsions/Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (Peri-Operative)/Therapy Of Convulsions Due To Poisoning,February 2009,7185003,,,,,,,,,6,10020200
75473,1.38921110000e+16,35230020,1,Diazepam 2.5mg/5ml oral suspension (Special Order),Diazepam,500microgram/1ml,Oral suspension,Oral,Benzodiazepines/Products Used In Status Epilepticus/Febrile Convulsions/Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (Peri-Operative)/Therapy Of Convulsions Due To Poisoning,April 2019,35230020,,,,,,,,,6,10020200
34340,253911000001109,61795020,24,Diazepam 10mg tablets (Ranbaxy (UK) Ltd),Diazepam,10mg,Tablet,Oral,Benzodiazepines/Products Used In Status Epilepticus/Febrile Convulsions/Skeletal Muscle Relaxants/Benzodiazepines (Peri-Operative),February 2009,3439011,,,,,,,,,4,10020200
32853,182011000001108,53466020,107,Diazepam 2mg/5ml oral solution (Sandoz Ltd),Diazepam,400microgram/1ml,Oral solution,Oral,Benzodiazepines/Products Used In Status Epilepticus/Skeletal Muscle Relaxants/Benzodiazepines (Peri-Operative)/Therapy Of Convulsions Due To Poisoning,February 2009,1350010,,,,,,,,,4,10020200
1197,330116003,60255020,1583090,Baclofen 10mg tablets,Baclofen,10mg,Tablet,Oral,Skeletal Muscle Relaxants,February 2009,3082001,,,,,,,,,0,10020200
54362,8720111000001103,20717020,101,Quinine sulfate 300mg/5ml oral suspension,Quinine sulfate,60mg/1ml,Oral suspension,Oral,Treatment Of Malaria/Skeletal Muscle Relaxants,April 2013,20717020,,,,,,,,,1,10020200
