prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
24502,2.00075001000e+17,76177020,30,Aluminium hydroxide 600mg / Magnesium 300mg/5ml oral suspension,Magnesium Hydroxide/Aluminium Hydroxide,600mg+300mg/5ml,Suspension,Oral,Aluminium- And Magnesium- Containing Antacids,February 2009,7435001,,,,,,,,,0,1010101
18330,9.27050010000e+16,59790020,133,Magnesium carbonate Powder,Magnesium Carbonate,,Powder,Oral,Aluminium- And Magnesium- Containing Antacids,February 2009,2974002,,,,,,,,,0,1010101
10763,1.68125001000e+17,70498020,633,Aluminium hydroxide with magnesium trisilicate tablets,Magnesium Trisilicate/Aluminium Hydroxide,,Tablets,Oral,Aluminium- And Magnesium- Containing Antacids,February 2009,5792001,,,,,,,,,0,1010101
7736,1.68165001000e+17,70504020,149,Aluminium hydroxide 400mg / Magnesium hydroxide tablets,Magnesium Hydroxide/Aluminium Hydroxide,400mg+400mg,Tablets,Oral,Aluminium- And Magnesium- Containing Antacids,February 2009,5794001,,,,,,,,,0,1010101
24982,1.68285001000e+17,70519020,46,Magnesium hydroxide with aluminium hydroxide 300mg+600mg/5ml Oral suspension,Magnesium Hydroxide/Aluminium Hydroxide,300mg+600mg/5ml,Oral Suspension,Oral,Aluminium- And Magnesium- Containing Antacids,February 2009,5797003,,,,,,,,,0,1010101
70683,3.47174110000e+16,78183021,279,Co-magaldrox 200mg/175mg/5ml oral suspension sugar free,Magnesium hydroxide/Aluminium hydroxide,40mg/1ml + 35mg/1ml,Oral suspension,Oral,Aluminium- And Magnesium- Containing Antacids,November 2017,78183021,,,,,,,,,0,1010101
39727,6111000001104,96738020,47860,Mucogel oral suspension (Chemidex Pharma Ltd),Magnesium hydroxide/Aluminium hydroxide gel dried,39mg/1ml + 44mg/1ml,Oral suspension,Oral,Aluminium- And Magnesium- Containing Antacids,June 2009,16987001,,,,,,,,,0,1010101
10686,3.92250010000e+16,52941020,131,Aludrox Tablet (Pfizer Consumer Healthcare Ltd),Magnesium Hydroxide/Aluminium Hydroxide / Magnesium Carbonate Co-Gel,,Tablet,Oral,Aluminium- And Magnesium- Containing Antacids,February 2009,1208001,,,,,,,,,0,1010101
12578,8.42750010000e+16,58674020,1306,Mucogel Tablet (Forest Laboratories UK Ltd),Magnesium Hydroxide/Aluminium Hydroxide,,Tablet,Oral,Aluminium- And Magnesium- Containing Antacids,February 2009,2703002,,,,,,,,,0,1010101
69085,2.19667110000e+16,47762020,5,Magnesite 500mg capsules (Ennogen Healthcare Ltd),Magnesium carbonate heavy,500mg,Capsule,Oral,Aluminium- And Magnesium- Containing Antacids/Nutritional Supplements/Magnesium,April 2017,47762020,,,,,,,,,2,1010101
2286,429311000001109,48098020,19691,Alu-Cap 475mg capsules (Meda Pharmaceuticals Ltd),Aluminium hydroxide,475mg,Capsule,Oral,Aluminium- And Magnesium- Containing Antacids,February 2009,31001,,,,,,,,,0,1010101
174,1.88045001000e+17,73609020,791,Milk of magnesia Liquid (Sterling-Winthrop),Magnesium hydroxide,83mg/1ml,Oral suspension,Oral,Aluminium- And Magnesium- Containing Antacids/Osmotic Laxatives,February 2009,6704002,,,,,,,,,1,1010101
17778,1.22965001000e+17,64280020,2630,Magaldrate 800mg/5ml sugar free Oral suspension,Magaldrate,800mg/5ml,Oral Suspension,Oral,Aluminium- And Magnesium- Containing Antacids,February 2009,4067001,,,,,,,,,0,1010101
78731,1.08255110000e+16,28798020,2,Magnesium oxide 140mg capsules,Magnesium oxide,140mg,Capsule,Oral,Aluminium- And Magnesium- Containing Antacids/Magnesium,November 2019,28798020,,,,,,,,,1,1010101
69174,1.68205001000e+17,70509020,42,Magnesium trisilicate with aluminium hydroxide Tablet,Magnesium Trisilicate/Aluminium Hydroxide,,Tablet,,Aluminium- And Magnesium- Containing Antacids,April 2017,5795001,,,,,,,,,0,1010101
46965,1.54850010000e+16,49985020,3,Magnesium trisilicate Mixture (William Ransom),Magnesium trisilicate/Magnesium carbonate light/Sodium bicarbonate,50mg/1ml + 50mg/1ml + 50mg/1ml,Oral suspension,Oral,Aluminium- And Magnesium- Containing Antacids,March 2012,476010,,,,,,,,,0,1010101
27369,1.68245001000e+17,70514020,64,Magnesium hydroxide with aluminium hydroxide 300mg + 600mg Tablet,Magnesium Hydroxide/Aluminium Hydroxide,300mg + 600mg,Tablet,Oral,Aluminium- And Magnesium- Containing Antacids,February 2009,5796002,,,,,,,,,0,1010101
61790,8796311000001108,20916020,8,Magnesium oxide 400mg capsules,Magnesium oxide,400mg,Capsule,Oral,Aluminium- And Magnesium- Containing Antacids/Magnesium,December 2014,20916020,,,,,,,,,1,1010101
24409,9.16250010000e+16,59634020,102,Almasilate 500mg/5ml oral suspension,Almasilate,500mg/5ml,Suspension,Oral,Aluminium- And Magnesium- Containing Antacids,February 2009,2936001,,,,,,,,,0,1010101
19840,2.00085001000e+17,76178020,22,Aluminium hydroxide 600mg / Magnesium hydroxide 300mg tablets,Magnesium Hydroxide/Aluminium Hydroxide,600mg + 300mg,Tablets,Oral,Aluminium- And Magnesium- Containing Antacids,February 2009,7435002,,,,,,,,,0,1010101
1154,5.01050010000e+16,54285020,15072,Aluminium hydroxide 500mg tablets,Aluminium Hydroxide,500mg,Tablets,Oral,Aluminium- And Magnesium- Containing Antacids/Phosphate-Binding Agents,February 2009,1561001,,,,,,,,,1,1010101
8717,1.56005001000e+17,68705020,7773,Aluminium hydroxide sugar free liquid,Aluminium Hydroxide,,Oral Liquid Sugar-Free,Oral,Aluminium- And Magnesium- Containing Antacids/Phosphate-Binding Agents,February 2009,5289001,,,,,,,,,1,1010101
26161,3081411000001105,49979020,22,Magnesium trisilicate oral suspension (Thornton & Ross Ltd),Magnesium trisilicate/Magnesium carbonate light/Sodium bicarbonate,50mg/1ml + 50mg/1ml + 50mg/1ml,Oral suspension,Oral,Aluminium- And Magnesium- Containing Antacids,February 2009,475010,,,,,,,,,0,1010101
49308,8795911000001102,20908020,663,Magnesium oxide 160mg capsules,Magnesium oxide,160mg,Capsule,Oral,Aluminium- And Magnesium- Containing Antacids/Magnesium,January 2013,20908020,,,,,,,,,1,1010101
32785,9.78950010000e+16,60677020,38,Aluminium hydroxide Oral solution (Genus Pharmaceuticals Ltd),Aluminium oxide,40mg/1ml,Oral suspension,Oral,Aluminium- And Magnesium- Containing Antacids/Phosphate-Binding Agents,February 2009,3176009,,,,,,,,,1,1010101
32690,1.22995001000e+17,64283020,1,Dynese 800mg/5ml Oral suspension (Galen Ltd),Magaldrate,800mg/5ml,Oral Suspension,Oral,Aluminium- And Magnesium- Containing Antacids,February 2009,4068001,,,,,,,,,0,1010101
18320,1.68185001000e+17,70506020,159,Aluminium hydroxide with magnesium hydroxide liquid,Magnesium Hydroxide/Aluminium Hydroxide,,Liquid,Oral,Aluminium- And Magnesium- Containing Antacids,February 2009,5794003,,,,,,,,,0,1010101
