prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
38186,1.00508110000e+16,82266020,1,Ammonia solution strong 8.698g / Eucalyptus oil 500mg granules,Eucalyptus oil/Ammonia solution strong,500mg + 8.698gram,Inhalation vapour,Nasal,Aromatic Inhalations,February 2009,09932001,,,,,,,,,0,3080000
33417,6.13350010000e+16,55681020,8,Menthol and benzoin Inhalation vapour,Menthol/Cape Aloes/Storax Prepared/Benzoin,,Inhalation Vapour,Inhalation,Aromatic Inhalations,February 2009,01931001,,,,,,,,,0,3080000
28261,2.21945001000e+17,83039020,2,Wrights vaporizing 10% Liquid (LRC Products Ltd),Chlorocresol,10%,Liquid,Inhalation,Aromatic Inhalations,February 2009,10281001,,,,,,,,,0,3080000
37663,2.08585001000e+17,78720020,2,Eucalyptus oil with menthol and thyme oil 2% with 1.5% with 0.5% ointment,Menthol/Eucalyptus Oil/Thyme Oil,2% + 1.5% + 0.5%,Ointment,Inhalation,Aromatic Inhalations,February 2009,08312001,,,,,,,,,0,3080000
22262,2.20455001000e+17,82600020,2,Penetrol Inhalation solution (SSL International Plc),Menthol/Peppermint oil,175mg/1ml + 2mg/1ml,Inhalation vapour,Nasal,Aromatic Inhalations,February 2009,10085001,,,,,,,,,0,3080000
29491,1.35077110000e+16,87208020,41,Olbas for Children liquid (G.R. Lane Health Products Ltd),Cajuput oil/Clove oil/Dementholised mint oil/Methyl salicylate/Juniper berry oil/Levomenthol/Eucalyptus oil,46.25mg/1gram + 250microgram/1gram + 88.63mg/1gram + 9.25mg/1gram + 6.75mg/1gram + 10.25mg/1gram + 88.63mg/1gram,Inhalation vapour,Nasal,Aromatic Inhalations,February 2009,12175001,,,,,,,,,0,3080000
33708,2.02875001000e+17,77013020,2,Menthol with pumilio pine oil and other ingredients Drops,Menthol/Chlorobutanol/Thymol/Terpineol/Pumilio Pine Oil,,Drops,Inhalation,Aromatic Inhalations,February 2009,07718001,,,,,,,,,0,3080000
19962,2.28655001000e+17,85267020,4,Menthol with pumilio pine oil and other ingredients Capsule,Menthol/Chlorobutanol/Thymol/Terpineol/Pumilio Pine Oil,,Capsule,Inhalation,Aromatic Inhalations,February 2009,11292001,,,,,,,,,0,3080000
33886,2.17905001000e+17,81849020,1,Turpentine oil and other aromatic ingredients Ointment,Eucalyptus Oil/Turpentine Oil/Camphor/Levomenthol,,Ointment,Inhalation,Aromatic Inhalations,February 2009,09747001,,,,,,,,,0,3080000
27171,1.35071110000e+16,82606020,104,Olbas Oil liquid (G.R. Lane Health Products Ltd),Cajuput oil/Eucalyptus oil/Wintergreen oil/Dementholised mint oil/Juniper berry oil/Menthol/Clove oil,185mg/1gram + 354.5mg/1gram + 37mg/1gram + 354.5mg/1gram + 27mg/1gram + 41mg/1gram + 1mg/1gram,Inhalation vapour,Nasal/Cutaneous,Aromatic Inhalations/Enzymes (In Relief Of Soft-Tissue Inflammation),February 2009,10087001,,,,,,,,,1,3080000
14777,4531111000001106,82608020,104,Olbas inhaler (G.R. Lane Health Products Ltd),Levomenthol/Cajuput oil/Peppermint oil/Eucalyptus oil,400mg/1gram + 200mg/1gram + 200mg/1gram + 200mg/1gram,Inhalation vapour,Nasal,Aromatic Inhalations,February 2009,10087003,,,,,,,,,0,3080000
15832,5174111000001108,52725020,699,Eucalyptus oil liquid,Eucalyptus oil,1ml/1ml,Not applicable,Route of administration not applicable,Aromatic Inhalations/Miscellaneous Cough & Cold Preparations/Extemporaneous Item,February 2009,01154009,,,,,,,,,2,3080000
68000,1.35320110000e+16,35028020,0,Generic Olbas Oil liquid,Cajuput oil/Eucalyptus oil/Wintergreen oil/Dementholised mint oil/Juniper berry oil/Menthol/Clove oil,185mg/1gram + 354.5mg/1gram + 37mg/1gram + 354.5mg/1gram + 27mg/1gram + 41mg/1gram + 1mg/1gram,Inhalation vapour,Nasal/Cutaneous,Aromatic Inhalations/Enzymes (In Relief Of Soft-Tissue Inflammation),October 2016,35028020,,,,,,,,,1,3080000
53928,2.06145001000e+17,77923020,0,Decongestant oil capsules,Menthol/Eucalyptus Oil/Turpentine Oil/Pumilio Pine Oil/Lemon Oil/Chloroxylenol,,,,Aromatic Inhalations,March 2013,08034001,,,,,,,,,0,3080000
19114,1.76275001000e+17,71729020,48,Menthol inhalation capsule,Menthol/Chlorobutanol/Thymol/Terpineol/Pumilio Pine Oil,,Capsule,Inhalation,Aromatic Inhalations,February 2009,06158001,,,,,,,,,0,3080000
78155,2.80750010000e+16,51505020,19,Menthol and eucalyptus Inhalation vapour (Family Health),Menthol/Eucalyptus oil/Magnesium carbonate light,20mg/1ml + 100microlitre/1ml + 70mg/1ml,Inhalation vapour,Inhalation,Aromatic Inhalations,October 2019,00849009,,,,,,,,,0,3080000
3501,320952008,52472020,47585,Menthol and Eucalyptus inhalation,Menthol/Eucalyptus oil/Magnesium carbonate light,20mg/1ml + 100microlitre/1ml + 70mg/1ml,Inhalation vapour,Inhalation,Aromatic Inhalations,February 2009,01086001,,,,,,,,,0,3080000
59623,2.80250010000e+16,51498020,146,Menthol and eucalyptus Inhalation vapour (William Ransom),Menthol/Eucalyptus oil/Magnesium carbonate light,20mg/1ml + 100microlitre/1ml + 70mg/1ml,Inhalation vapour,Inhalation,Aromatic Inhalations,April 2014,00847009,,,,,,,,,0,3080000
1176,4336311000001103,53255020,721,Benzoin tincture,Balsamic acids,16.5mg/1ml,Liquid,Cutaneous,Aromatic Inhalations/Skin Cleansers, Antiseptics And Desloughing Agents,February 2009,1297009,,,,,,,,1,3080000
39707,2.24345001000e+17,83712020,1,Unichem vapour rub Ointment (Unichem),Eucalyptus Oil/Turpentine Oil/Camphor/Levomenthol,,Ointment,Inhalation,Aromatic Inhalations,June 2009,10581001,,,,,,,,,0,3080000
78518,1.35321110000e+16,35029020,1,Generic Olbas for Children liquid,Cajuput oil/Clove oil/Dementholised mint oil/Methyl salicylate/Juniper berry oil/Levomenthol/Eucalyptus oil,46.25mg/1gram + 250microgram/1gram + 88.63mg/1gram + 9.25mg/1gram + 6.75mg/1gram + 10.25mg/1gram + 88.63mg/1gram,Inhalation vapour,Nasal,Aromatic Inhalations,November 2019,35029020,,,,,,,,,0,3080000
3015,6.88650010000e+16,56704020,83,Friars balsam Liquid (Thornton & Ross Ltd),Benzoin sumatra/Storax prepared,100mg/1ml + 100mg/1ml,Liquid,Inhalation/Cutaneous,Aromatic Inhalations/Preparations For Minor Cuts, Boils And Abrasions,February 2009,2182009,,,,,,,,1,3080000
75655,4558611000001105,14117020,0,Generic Olbas inhaler,Levomenthol/Cajuput oil/Peppermint oil/Eucalyptus oil,400mg/1gram + 200mg/1gram + 200mg/1gram + 200mg/1gram,Inhalation vapour,Nasal,Aromatic Inhalations,April 2019,14117020,,,,,,,,,0,3080000
57910,3743811000001102,53714020,54,Friars' Balsam (Thornton & Ross Ltd),Benzoin sumatra/Storax prepared,100mg/1ml + 100mg/1ml,Liquid,Inhalation/Cutaneous,Aromatic Inhalations/Miscellaneous Skin Preparations,December 2013,01409009,,,,,,,,,1,3080000
25638,1.76285001000e+17,71730020,15,Menthol Drops,Menthol/Chlorobutanol/Thymol/Terpineol/Pumilio Pine Oil,,Drops,Inhalation,Aromatic Inhalations,February 2009,06158002,,,,,,,,,0,3080000
59071,3648211000001104,53284020,4,Menthol and Eucalyptus inhalation (Thornton & Ross Ltd),Menthol/Eucalyptus oil/Magnesium carbonate light,20mg/1ml + 100microlitre/1ml + 70mg/1ml,Inhalation vapour,Inhalation,Aromatic Inhalations,March 2014,01305009,,,,,,,,,0,3080000
2944,3.48211110000e+16,55684020,1954,Benzoin compound tincture,Benzoin sumatra/Storax prepared,100mg/1ml + 100mg/1ml,Liquid,Inhalation/Cutaneous,Aromatic Inhalations/Miscellaneous Skin Preparations,February 2009,01932001,,,,,,,,,1,3080000
36177,2.20465001000e+17,82602020,2,Eucalyptus oil with other essential oils Liquid,Menthol/Eucalyptus Oil/Clove Oil/Methyl Salicylate/Cajuput Oil/Juniper Berry Oil/Dementholised Mint Oil,,Liquid,Topical,Aromatic Inhalations/Topical Nsaids And Counter Irritants,February 2009,10086001,,,,,,,,,1,3080000
67217,1.17831110000e+16,21657020,0,Boots Vapour Chest Rub (The Boots Company Plc),Racemic camphor/Eucalyptus oil/Levomenthol,60mg/1gram + 15mg/1gram + 10mg/1gram,Ointment,Inhalation,Aromatic Inhalations,August 2016,21657020,,,,,,,,,0,3080000
740,2.22395001000e+17,83223020,912,Friars balsam Liquid,Storax Prepared/Benzoin,,Liquid,Inhalation,Aromatic Inhalations/Preparations For Minor Cuts, Boils And Abrasions,February 2009,10356001,,,,,,,,1,3080000
