prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
6055,3.73350010000e+16,52676020,1592,Coal tar ointment,Coal Tar Solution,,Ointment,Topical,Preparations For Psoriasis,February 2009,1141010,,,,,,,,,0,13050200
15000,1.50855001000e+17,67856020,39,Alphodith 2% w/v Ointment (Stafford-Miller Ltd),Dithranol/Yellow Soft Paraffin,2% w/v,Ointment,Topical,Preparations For Psoriasis,February 2009,5053003,,,,,,,,,0,13050200
15191,332236002,82977020,760,Dithranol 3% cream,Dithranol,30mg/1gram,Cream,Cutaneous,Preparations For Psoriasis,February 2009,10252002,,,,,,,,,0,13050200
2341,1.05035001000e+17,61747020,2343,Psorigel 7.50% Gel (Galderma (UK) Ltd),Coal Tar Solution,7.50%,Gel,Topical,Preparations For Psoriasis,February 2009,3428001,,,,,,,,,0,13050200
54461,2.00165001000e+17,76210020,1,Coal tar solution in Betnovate RD (Royal Free Hosp) 5% ointment,Betamethasone Valerate/Coal Tar Solution,,,,Potent Topical Corticosteroids/Preparations For Psoriasis,April 2013,7445001,,,,,,,,,1,13050200
11527,1.05335001000e+17,61791020,6333,Coal tar with allantoin with hydrocortisone cream,Allantoin/Hydrocortisone/Coal Tar,,Cream,Topical,Mild Topical Corticosteroids/Preparations For Psoriasis,February 2009,3439001,,,,,,,,,1,13050200
71684,3.01037110000e+16,53941021,1,Coal tar 5% in White soft paraffin,Coal tar,50mg/1gram,Ointment,Route of administration not applicable,Preparations For Psoriasis/Extemporaneous Item,February 2018,53941021,,,,,,,,,1,13050200
53383,2.05782110000e+16,42069020,2,Coal tar 1% / Salicylic acid 2% in Emulsifying ointment,Salicylic acid/Coal tar,20mg/1gram + 10mg/1gram,Ointment,Cutaneous,Preparations For Psoriasis/Miscellaneous Skin Preparations,January 2013,42069020,,,,,,,,,1,13050200
9023,1.05005001000e+17,61743020,1148,Gelcotar Gel (Quinoderm Ltd),Pumilio Pine Oil/Coal Tar,,Gel,Topical,Preparations For Eczema/Preparations For Psoriasis,February 2009,3427001,,,,,,,,,1,13050200
3193,9.98050010000e+16,60983020,23,Etretinate 10mg Capsule,Etretinate,10mg,Capsule,Oral,Preparations For Psoriasis,February 2009,3248001,,,,,,,,,0,13050200
37619,1.02935001000e+17,61451020,769,Polytar emollient (Stiefel Laboratories (UK) Ltd),Liquid Paraffin/Coal Tar Solution/Cade Oil/Pine Tar/Arachis Oil Extract Of Crude Coal Tar,,Cream,Topical,Emollient Bath Additives And Shower Preparations/Preparations For Psoriasis,February 2009,3355005,,,,,,,,,1,13050200
34000,1.67550010000e+16,50142020,1905,Polytar Liquid (Stiefel Laboratories (UK) Ltd),Liquid Paraffin/Coal Tar Solution/Cade Oil/Pine Tar/Arachis Oil Extract Of Crude Coal Tar,,Liquid,,Emollient Bath Additives And Shower Preparations/Preparations For Psoriasis,February 2009,513005,,,,,,,,,1,13050200
40393,2.00215001000e+17,76224020,119,Coal tar solution in Betnovate RD (HRI) ointment 5%,Betamethasone Valerate/Coal Tar Solution,5%,Ointment,Topical,Potent Topical Corticosteroids/Preparations For Psoriasis,September 2009,7449001,,,,,,,,,1,13050200
49373,1.47810110000e+16,35819020,20,Salicylic acid 5% ointment,Salicylic acid,50mg/1gram,Ointment,Cutaneous,Preparations For Psoriasis,January 2013,35819020,,,,,,,,,0,13050200
2214,7.60050010000e+16,57721020,404,Dithrolan Ointment (Dermal Laboratories Ltd),Salicylic Acid/Dithranol,,Ointment,Topical,Preparations For Psoriasis,February 2009,2424001,,,,,,,,,0,13050200
17598,1.05125001000e+17,61757020,118,Coal tar with zinc 4% with 4% paste,Boric Acid/Zinc Oxide/Coal Tar Solution,4% + 4%,Paste,Topical,Preparations For Eczema/Preparations For Psoriasis,February 2009,3431001,,,,,,,,,1,13050200
6587,3432011000001105,77860020,223755,Calcipotriol 0.005% / Betamethasone dipropionate 0.05% ointment,Betamethasone dipropionate/Calcipotriol hydrate,500microgram/1gram + 50microgram/1gram,Ointment,Cutaneous,Topical Corticosteroids/Preparations For Psoriasis,February 2009,8013001,,,,,,,,,1,13050200
30227,1.65150010000e+16,50117020,2056,Alphosyl 2-in-1 Shampoo (Stafford-Miller Ltd),Coal tar extract alcoholic,50mg/1gram,Shampoo,Cutaneous,Preparations For Psoriasis/Shampoos And Other Scalp Preparations,February 2009,508005,,,,,,,,,1,13050200
17836,1.12345001000e+17,62735020,87,Dithranol 0.1% +urea cream,Urea/Dithranol,,Cream,Topical,Preparations For Psoriasis,February 2009,3665001,,,,,,,,,0,13050200
34179,2.01695001000e+17,76675020,44,Coal tar 3% with acid sal 1% with Tween 20 1% in ung emulsifying ointment,Salicylic Acid/Coal Tar,3% + 1% + 1%,Ointment,Topical,Preparations For Psoriasis,February 2009,7608001,,,,,,,,,0,13050200
74921,2.05810110000e+16,42075020,3,Coal tar 6% in Emulsifying ointment,Coal tar,60mg/1gram,Ointment,Cutaneous,Preparations For Psoriasis/Extemporaneous Item,February 2019,42075020,,,,,,,,,1,13050200
8617,3.62428110000e+16,61782020,2804,Coal tar 6% cream,Coal tar distilled,60mg/1gram,Cream,Cutaneous,Preparations For Psoriasis,February 2009,3437001,,,,,,,,,0,13050200
13523,1.76325001000e+17,71737020,80,Keralyt 6% Gel (Manufacturer unknown),Salicylic Acid,6%,Gel,Topical,Preparations For Psoriasis,February 2009,6160001,,,,,,,,,0,13050200
14675,1.61085001000e+17,69549020,59,Coal tar extract conditioner,Coal Tar,,Conditioner,Topical,Preparations For Psoriasis/Shampoos And Other Scalp Preparations,February 2009,5521002,,,,,,,,,1,13050200
17203,1.12305001000e+17,62732020,79,Dithranol and salicylic acid 2%+0.5% ointment,Salicylic Acid/Dithranol,2% + 0.5%,Ointment,Topical,Preparations For Psoriasis,February 2009,3664002,,,,,,,,,0,13050200
