prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
55854,2.39055001000e+17,88464020,17,Salicylic acid 1% with sulphur 1% in white soft paraffin ointment,Salicylic Acid/Sulphur,,,,Other Topical Preparations For Acne,August 2013,12807001,,,,,,,,,0,13060104
44450,1.64624110000e+16,6779021,11,Aknicare SR skin roller (SkinMed Ltd),,,Skin Roller,,Other Topical Preparations For Acne/Acne Treatment Roller,January 2011,25014005,,,,,,,,,1,13060104
19966,2.05385001000e+17,77701020,9,Sulphur 8% with triclosan 0.1% cream,Sulphur/Triclosan,8% + 0.1%,Cream,Topical,Other Topical Preparations For Acne,February 2009,7958001,,,,,,,,,0,13060104
8728,1.68825001000e+17,70604020,1468,Ionax scrub Gel (Galderma (UK) Ltd),Polyethylene/Benzalkonium Chloride,,Gel,Topical,Other Topical Preparations For Acne,February 2009,5822001,,,,,,,,,0,13060104
44449,1.64621110000e+16,6787021,164,Aknicare lotion (SkinMed Ltd),,,Lotion,,Other Topical Preparations For Acne/Acne Treatment Cream,January 2011,25022005,,,,,,,,,1,13060104
12501,1.73965001000e+17,71335020,475,Medrone lotion (Pharmacia Ltd),Allantoin/Chloramphenicol/Hydrocortisone Acetate/Sulphur/Butoxyethyl Nicotinate,,Cream,Topical,Other Topical Preparations For Acne,February 2009,6040001,,,,,,,,,0,13060104
17854,8.21950010000e+16,58436020,26,Dome-acne Cream (Lagap),Sulphur/Resorcinol,,Cream,Topical,Other Topical Preparations For Acne,February 2009,2636001,,,,,,,,,0,13060104
29533,1.42265001000e+17,66821020,2,Sulphur & salicylic acid cream,Salicylic Acid/Sulphur,,Cream,Topical,Other Topical Preparations For Acne,February 2009,4769001,,,,,,,,,0,13060104
72908,3.44479110000e+16,76891021,16,Salicylic acid 2% in Yellow soft paraffin,Salicylic acid,20mg/1gram,Ointment,Route of administration not applicable,Topical Preparations For Psoriasis/Other Topical Preparations For Acne/Miscellaneous Specials,August 2018,76891021,,,,,,,,,2,13060104
10397,4.58650010000e+16,53780020,251,Benoxyl 10 with sulphur Cream (Stiefel Laboratories (UK) Ltd),Benzoyl Peroxide/Sulphur,,Cream,Topical,Other Topical Preparations For Acne,February 2009,1428001,,,,,,,,,0,13060104
74344,3.42479110000e+16,75831021,3,Freederm Treatment 4% gel (Dendron Ltd),Nicotinamide,40mg/1gram,Gel,Cutaneous,Other Topical Preparations For Acne,January 2019,75831021,,,,,,,,,0,13060104
