prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
78304,1.94950110000e+16,9973020,2,Isotretinoin 40mg capsules (Mylan),Isotretinoin,40mg,Capsule,Oral,Oral Retinoids For Acne,November 2019,9973020,,,,,,,,,0,13060203
4303,332405007,63769020,705,Isotretinoin 5mg capsules,Isotretinoin,5mg,Capsule,Oral,Oral Retinoids For Acne,February 2009,3931001,,,,,,,,,0,13060203
39896,375579000,96748020,723,Isotretinoin 10mg capsules,Isotretinoin,10mg,Capsule,Oral,Oral Retinoids For Acne,August 2009,16992001,,,,,,,,,0,13060203
52020,1.53619110000e+16,36208020,12,Isotretinoin 20mg tablets,Isotretinoin,20mg,Tablet,Oral,Oral Retinoids For Acne,January 2013,36208020,,,,,,,,,0,13060203
50855,375594001,9972020,608,Isotretinoin 40mg capsules,Isotretinoin,40mg,Capsule,Oral,Oral Retinoids For Acne,January 2013,9972020,,,,,,,,,0,13060203
74444,1.94940110000e+16,9183020,1,Isotretinoin 20mg capsules (Mylan),Isotretinoin,20mg,Capsule,Oral,Oral Retinoids For Acne,January 2019,9183020,,,,,,,,,0,13060203
4304,332406008,63770020,4966,Isotretinoin 20mg capsules,Isotretinoin,20mg,Capsule,Oral,Oral Retinoids For Acne,February 2009,3931002,,,,,,,,,0,13060203
39961,1.52467110000e+16,96750020,643,Roaccutane 10mg capsules (Roche Products Ltd),Isotretinoin,10mg,Capsule,Oral,Oral Retinoids For Acne,August 2009,16993001,,,,,,,,,0,13060203
78305,8992011000001103,69497020,2,Isotretinoin 20mg capsules (Alliance Pharmaceuticals Ltd),Isotretinoin,20mg,Capsule,Oral,Oral Retinoids For Acne,November 2019,5506009,,,,,,,,,0,13060203
691,4205711000001107,53956020,766,Roaccutane 5mg capsules (Roche Products Ltd),Isotretinoin,5mg,Capsule,Oral,Oral Retinoids For Acne,February 2009,1471001,,,,,,,,,0,13060203
73654,1.47812110000e+16,76387020,0,Isotretinoin 20mg capsules (Sandoz Ltd),Isotretinoin,20mg,Capsule,Oral,Oral Retinoids For Acne,November 2018,7504009,,,,,,,,,0,13060203
4305,3992211000001109,53957020,3690,Roaccutane 20mg capsules (Roche Products Ltd),Isotretinoin,20mg,Capsule,Oral,Oral Retinoids For Acne,February 2009,1471002,,,,,,,,,0,13060203
