prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
30919,842311000001108,57132020,362,Tamoxifen 20mg tablets (Actavis UK Ltd),Tamoxifen citrate,20mg,Tablet,Oral,Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer,February 2009,2281010,,,,,,,,,2,6040104
71135,1.33016110000e+16,34518020,9,Tamoxifen 10mg/5ml oral solution,Tamoxifen citrate,2mg/1ml,Oral solution,Oral,Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer,December 2017,34518020,,,,,,,,,2,6040104
300,327312004,66868020,160243,Tamoxifen 10mg tablets,Tamoxifen citrate,10mg,Tablet,Oral,Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer,February 2009,4782001,,,,,,,,,2,6040104
1271,325766009,61460020,50031,Clomifene 50mg tablets,Clomifene citrate,50mg,Tablet,Oral,Selective Estrogen Receptor Modulators (Serms)/Anti-Oestrogens,February 2009,3358001,,,,,,,,,1,6040104
33470,388311000001100,53481020,674,Tamoxifen 20mg tablets (Teva UK Ltd),Tamoxifen citrate,20mg,Tablet,Oral,Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer,February 2009,1353011,,,,,,,,,2,6040104
38962,448111000001103,63238020,1,Clomifene 50mg tablets (Wockhardt UK Ltd),Clomifene citrate,50mg,Tablet,Oral,Selective Estrogen Receptor Modulators (Serms)/Anti-Oestrogens,February 2009,3783009,,,,,,,,,1,6040104
34010,394211000001101,50664020,113,Tamoxifen 10mg tablets (Wockhardt UK Ltd),Tamoxifen citrate,10mg,Tablet,Oral,Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer,February 2009,634009,,,,,,,,,2,6040104
55963,488311000001105,53480020,100,Tamoxifen 10mg tablets (Teva UK Ltd),Tamoxifen citrate,10mg,Tablet,Oral,Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer,August 2013,1353010,,,,,,,,,2,6040104
69137,3.29367110000e+16,69938021,8,Conjugated oestrogens 450microgram / Bazedoxifene 20mg modified-release tablets,Bazedoxifene acetate/Conjugated oestrogens,20mg + 450microgram,Modified-release tablet,Oral,Oestrogens And HRT/Selective Estrogen Receptor Modulators (Serms),April 2017,69938021,,,,,,,,,1,6040104
26956,856711000001108,65529020,436,Tamoxifen 20mg tablets (Kent Pharmaceuticals Ltd),Tamoxifen citrate,20mg,Tablet,Oral,Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer,February 2009,4407009,,,,,,,,,2,6040104
