prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
7465,3.60675110000e+16,61905020,163,Flecainide 150mg/15ml solution for injection ampoules,Flecainide acetate,10mg/1ml,Solution for injection,Intravenous,Products For Arrhythmias,February 2009,3465001,,,,,,,,,0,2030200
13487,447111000001104,54831020,1525,Beta-Cardone 200mg tablets (Advanz Pharma),Sotalol hydrochloride,200mg,Tablet,Oral,Products For Arrhythmias/Beta-Adrenoceptor Blockers,February 2009,1702003,,,,,,,,,1,2030200
13051,318527002,66686020,3114,Sotalol 200mg tablets,Sotalol hydrochloride,200mg,Tablet,Oral,Products For Arrhythmias/Beta-Adrenoceptor Blockers,February 2009,4730001,,,,,,,,,1,2030200
70162,8727211000001108,20833020,40,Sotalol 40mg/5ml oral suspension,Sotalol hydrochloride,8mg/1ml,Oral suspension,Oral,Products For Arrhythmias/Beta-Adrenoceptor Blockers,September 2017,20833020,,,,,,,,,1,2030200
11380,446211000001108,51642020,16050,Sotacor 160mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Sotalol hydrochloride,160mg,Tablet,Oral,Products For Arrhythmias/Beta-Adrenoceptor Blockers,February 2009,880002,,,,,,,,,1,2030200
9292,318528007,66683020,56741,Sotalol 160mg tablets,Sotalol hydrochloride,160mg,Tablet,Oral,Products For Arrhythmias/Beta-Adrenoceptor Blockers,February 2009,4729003,,,,,,,,,1,2030200
34600,3659211000001106,65314020,3,Sotalol 40mg tablets (Teva UK Ltd),Sotalol hydrochloride,40mg,Tablet,Oral,Products For Arrhythmias/Beta-Adrenoceptor Blockers,February 2009,4348009,,,,,,,,,1,2030200
786,318525005,66681020,992855,Sotalol 40mg tablets,Sotalol hydrochloride,40mg,Tablet,Oral,Products For Arrhythmias/Beta-Adrenoceptor Blockers,February 2009,4729001,,,,,,,,,1,2030200
31079,638511000001109,56857020,10,Tambocor 150mg/15ml solution for injection ampoules (Teva UK Ltd),Flecainide acetate,10mg/1ml,Solution for injection,Intravenous,Products For Arrhythmias,February 2009,2219001,,,,,,,,,0,2030200
74829,1.77998110000e+16,1039020,29,Sotalol 40mg tablets (Phoenix Healthcare Distribution Ltd),Sotalol hydrochloride,40mg,Tablet,Oral,Products For Arrhythmias/Beta-Adrenoceptor Blockers,February 2019,1039020,,,,,,,,,1,2030200
34371,936211000001109,63653020,35,Sotalol 40mg tablets (A A H Pharmaceuticals Ltd),Sotalol hydrochloride,40mg,Tablet,Oral,Products For Arrhythmias/Beta-Adrenoceptor Blockers,February 2009,3898009,,,,,,,,,1,2030200
4004,463811000001109,51641020,37882,Sotacor 80mg tablets (Cheplapharm Arzneimittel GmbH),Sotalol hydrochloride,80mg,Tablet,Oral,Products For Arrhythmias/Beta-Adrenoceptor Blockers,February 2009,880001,,,,,,,,,1,2030200
35710,8726911000001102,91253020,431,Sotalol 25mg/5ml oral suspension,Sotalol hydrochloride,5mg/1ml,Oral suspension,Oral,Products For Arrhythmias/Beta-Adrenoceptor Blockers,February 2009,14219001,,,,,,,,,1,2030200
72347,8727511000001106,20839020,1,Sotalol 80mg/5ml oral suspension,Sotalol hydrochloride,16mg/1ml,Oral suspension,Oral,Products For Arrhythmias/Beta-Adrenoceptor Blockers,June 2018,20839020,,,,,,,,,1,2030200
1572,318526006,66682020,769033,Sotalol 80mg tablets,Sotalol hydrochloride,80mg,Tablet,Oral,Products For Arrhythmias/Beta-Adrenoceptor Blockers,February 2009,4729002,,,,,,,,,1,2030200
73481,3658411000001102,59227020,1,Sotalol 160mg tablets (Teva UK Ltd),Sotalol hydrochloride,160mg,Tablet,Oral,Products For Arrhythmias/Beta-Adrenoceptor Blockers,October 2018,2842010,,,,,,,,,1,2030200
75821,694211000001107,1035020,0,Sotalol 40mg tablets (Alliance Healthcare (Distribution) Ltd),Sotalol hydrochloride,40mg,Tablet,Oral,Products For Arrhythmias/Beta-Adrenoceptor Blockers,April 2019,1035020,,,,,,,,,1,2030200
39423,909811000001109,58956020,27,Sotalol 80mg tablets (A A H Pharmaceuticals Ltd),Sotalol hydrochloride,80mg,Tablet,Oral,Products For Arrhythmias/Beta-Adrenoceptor Blockers,April 2009,2777009,,,,,,,,,1,2030200
80458,171311000001108,58957020,100,Sotalol 160mg tablets (A A H Pharmaceuticals Ltd),Sotalol hydrochloride,160mg,Tablet,Oral,Products For Arrhythmias/Beta-Adrenoceptor Blockers,April 2020,2777010,,,,,,,,,1,2030200
34520,680311000001106,56537020,479,Sotalol 80mg tablets (Mylan),Sotalol hydrochloride,80mg,Tablet,Oral,Products For Arrhythmias/Beta-Adrenoceptor Blockers,February 2009,2143009,,,,,,,,,1,2030200
10294,4371111000001106,54252020,13,Inderal 1mg/1ml solution for injection ampoules (AstraZeneca UK Ltd),Propranolol hydrochloride,1mg/1ml,Solution for injection,Intravenous,Products For Arrhythmias/Antithyroid Products,February 2009,1551001,,,,,,,,,1,2030200
70734,1.14274110000e+16,75634020,8,Sotalol 40mg tablets (Almus Pharmaceuticals Ltd),Sotalol hydrochloride,40mg,Tablet,Oral,Products For Arrhythmias/Beta-Adrenoceptor Blockers,November 2017,7275009,,,,,,,,,1,2030200
6751,104011000001101,54830020,8808,Beta-Cardone 80mg tablets (Focus Pharmaceuticals Ltd),Sotalol hydrochloride,80mg,Tablet,Oral,Products For Arrhythmias/Beta-Adrenoceptor Blockers,February 2009,1702002,,,,,,,,,1,2030200
70161,8727111000001102,20831020,1,Sotalol 40mg/5ml oral solution,Sotalol hydrochloride,8mg/1ml,Oral solution,Oral,Products For Arrhythmias/Beta-Adrenoceptor Blockers,September 2017,20831020,,,,,,,,,1,2030200
