prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
10129,407824008,80368020,19033,Oseltamivir 75mg capsules,Oseltamivir phosphate,75mg,Capsule,Oral,Influenza,February 2009,9034001,,,,,,,,,0,5030400
10137,4252711000001105,81054020,1059,Tamiflu 12mg/ml oral suspension (Roche Products Ltd),Oseltamivir phosphate,12mg/1ml,Oral suspension,Oral,Influenza,February 2009,9359001,,,,,,,,,0,5030400
53759,2.15251110000e+16,46244020,163,Tamiflu 6mg/ml oral suspension (Roche Products Ltd),Oseltamivir phosphate,6mg/1ml,Oral suspension,Oral,Influenza,February 2013,46244020,,,,,,,,,0,5030400
6035,3.58996110000e+16,57702020,6341,Amantadine 50mg/5ml oral solution sugar free,Amantadine hydrochloride,10mg/1ml,Oral solution,Oral,Dopaminergic Drugs Used In Parkinson's Disease/Dystonias/Herpes Simplex And Varicella-Zoster Infection/Influenza,February 2009,2419001,,,,,,,,,2,5030400
40710,1.56477110000e+16,97219020,117,Oseltamivir 15mg/ml oral suspension,Oseltamivir phosphate,15mg/1ml,Oral suspension,Oral,Influenza,November 2009,17234001,,,,,,,,,0,5030400
5339,323133000,60097020,170318,Amantadine 100mg capsules,Amantadine hydrochloride,100mg,Capsule,Oral,Dopaminergic Drugs Used In Parkinson's Disease/Dystonias/Herpes Simplex And Varicella-Zoster Infection/Influenza,February 2009,3046001,,,,,,,,,2,5030400
38523,1.31132110000e+16,94319020,4181,Oseltamivir 30mg capsules,Oseltamivir phosphate,30mg,Capsule,Oral,Influenza,February 2009,15767001,,,,,,,,,0,5030400
25890,574611000001106,49499020,138,Lysovir 100mg capsules (Alliance Pharmaceuticals Ltd),Amantadine hydrochloride,100mg,Capsule,Oral,Influenza,February 2009,364001,,,,,,,,,0,5030400
39894,1.30959110000e+16,94325020,2906,Tamiflu 45mg capsules (Roche Products Ltd),Oseltamivir phosphate,45mg,Capsule,Oral,Influenza,August 2009,15770001,,,,,,,,,0,5030400
10131,4249411000001108,80370020,23202,Tamiflu 75mg capsules (Roche Products Ltd),Oseltamivir phosphate,75mg,Capsule,Oral,Influenza,February 2009,9035001,,,,,,,,,0,5030400
18863,4253111000001103,83349020,836,Oseltamivir 60mg/5ml oral suspension sugar free,Oseltamivir phosphate,12mg/1ml,Oral suspension,Oral,Influenza,February 2009,10409001,,,,,,,,,0,5030400
21745,756711000001105,53305020,375,Symmetrel 50mg/5ml syrup (Alliance Pharmaceuticals Ltd),Amantadine hydrochloride,10mg/1ml,Oral solution,Oral,Dopaminergic Drugs Used In Parkinson's Disease/Dystonias/Herpes Simplex And Varicella-Zoster Infection/Influenza,February 2009,1311001,,,,,,,,,2,5030400
42326,1.56476110000e+16,97674020,45,Oseltamivir 15mg/ml oral solution,Oseltamivir phosphate,15mg/1ml,Oral solution,Oral,Influenza,May 2010,17468001,,,,,,,,,0,5030400
65796,2.79244110000e+16,31350021,0,Amantadine 100mg capsules (Alliance Healthcare (Distribution) Ltd),Amantadine hydrochloride,100mg,Capsule,Oral,Dopaminergic Drugs Used In Parkinson's Disease/Dystonias/Herpes Simplex And Varicella-Zoster Infection/Influenza,March 2016,31350021,,,,,,,,,2,5030400
57603,5577511000001103,6344020,5,Relenza 5mg inhalation powder blisters with Diskhaler (Dowelhurst Ltd),Zanamivir,5mg,Inhalation powder,Inhalation,Influenza,October 2013,6344020,,,,,,,,,0,5030400
38955,1.30954110000e+16,94323020,6049,Tamiflu 30mg capsules (Roche Products Ltd),Oseltamivir phosphate,30mg,Capsule,Oral,Influenza,February 2009,15769001,,,,,,,,,0,5030400
52526,1.83788110000e+16,37827020,79,Oseltamivir 15mg/ml oral solution sugar free,Oseltamivir phosphate,15mg/1ml,Oral solution,Oral,Influenza,January 2013,37827020,,,,,,,,,0,5030400
54814,2.15258110000e+16,46243020,158,Oseltamivir 6mg/ml oral suspension sugar free,Oseltamivir phosphate,6mg/1ml,Oral suspension,Oral,Influenza,April 2013,46243020,,,,,,,,,0,5030400
6610,3.61510110000e+16,84912020,821,Zanamivir 5mg inhalation powder blisters with device,Zanamivir,5mg,Inhalation powder,Inhalation,Influenza,February 2009,11139001,,,,,,,,,0,5030400
39252,1.31131110000e+16,94321020,1876,Oseltamivir 45mg capsules,Oseltamivir phosphate,45mg,Capsule,Oral,Influenza,April 2009,15768001,,,,,,,,,0,5030400
21169,4125511000001109,84914020,917,Relenza 5mg inhalation powder blisters with Diskhaler (GlaxoSmithKline UK Ltd),Zanamivir,5mg,Inhalation powder,Inhalation,Influenza,February 2009,11140001,,,,,,,,,0,5030400
73102,375373003,48089021,2,Amantadine 100mg tablets,Amantadine hydrochloride,100mg,Tablet,Oral,Dopaminergic Drugs Used In Parkinson's Disease/Dystonias/Herpes Simplex And Varicella-Zoster Infection/Influenza,September 2018,48089021,,,,,,,,,2,5030400
67108,1.74584110000e+16,10538020,1,Tamiflu 75mg capsules (Mawdsley-Brooks & Company Ltd),Oseltamivir phosphate,75mg,Capsule,Oral,Influenza,August 2016,10538020,,,,,,,,,0,5030400
